CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Source1,Source2,Source3,Misc.,Source4
Los Angeles,Kaiser LA Medical Center,Los Angeles,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,0,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Los Angeles,Keck Hospital of USC,Los Angeles,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,0,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Los Angeles,Olympia Medical Center,Los Angeles,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,0,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Los Angeles,Olympia Medical Center,Los Angeles,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,0,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Los Angeles,UCLA,Los Angeles,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,0,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Madison,state Capitol,Dane,WI,US,2020-05-01,some 1500,1500,,1500,,,general protestors,protest stay-at-home orders due to Covid-19,2,protest,0,0,0,0,1,1,20200501-madison-covid,https://madison.com/wsj/news/local/govt-and-politics/protesters-swarm-state-capitol-calling-for-end-of-tony-evers-stay-at-home-order/article_ba33c5b1-b095-5260-9dc8-99adcf5e0a05.html,,,,
Madison,state Capitol,Dane,WI,US,2020-05-01,n/a,1,,1,,,general protestors,support stay-at-home measures during coronavirus pandemic,1,counter protest,0,0,0,0,0,1,20200501-madison-covid,https://madison.com/wsj/news/local/govt-and-politics/protesters-swarm-state-capitol-calling-for-end-of-tony-evers-stay-at-home-order/article_ba33c5b1-b095-5260-9dc8-99adcf5e0a05.html,,,,
Madison,State Capitol,Dane,WI,US,2020-05-01,,,,,,,Women for America,protest stay-at-home measures due to Covid-19,2,rally; car-rally,0,0,0,0,1,1,,https://wkow.com/2020/05/01/back-to-back-rallies-take-over-capitol-square-friday/,,,,
Manteca,Kaiser Manteca,San Joaquin,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,1,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Marana,Marana Prison ,Pima,AZ,US,2020-05-01,dozens,24,,24,,,Mass Liberation Arizona,for release of prisoners during COVID-19 pandemic ,1,protest; car-rally,0,0,0,0,1,1,,https://www.kgun9.com/news/local-news/protesters-holds-car-rally-over-concern-about-safety-in-arizonas-prisons-during-pandemic,,,,
Marysville,Rideout Cancer Center,Yuba,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,1,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Merced,Mercy Medical Center Merced,Merced,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,1,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Modesto,Doctors Medical Center of Modesto,Stanislaus,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,0,0,0,0,1,1,,https://www.nationalnursesunited.org/may-day-events,https://www.modbee.com/news/coronavirus/article242444451.html,,,
Modesto,Kaiser Modesto,Stanislaus,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,0,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Modesto,McHenry Ave,Stanislaus,CA,US,2020-05-01,about 30,30,,30,,,business owners,protest economic shutdown due to Covid-19,2,protest,0,0,0,0,0,1,,https://www.modbee.com/news/coronavirus/article242421596.html,,,,
Monterey,Window on the Bay,Monterey,CA,US,2020-05-01,nearly 100,100,,100,,,general protestors,protest shutdown due to Covid 19,2,protest,0,0,0,0,1,1,,http://www.montereycountyweekly.com/blogs/news_blog/dozens-gather-in-monterey-to-protest-californias-shelter-at-home-order/article_73240aec-8bfe-11ea-80ca-83e012dc812b.html,,,,
Napa,Queen of the Valley Medical Center,Napa,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,1,1,,https://www.nationalnursesunited.org/may-day-events,,,,
New Haven,I-91 from New Haven to Hartford,New Haven,CT,US,2020-05-01,dozens,24,,24,,,general protestors,for healthcare access for undocumented workers during coronavirus pandemic,1,car protest,0,0,0,0,1,1,,https://www.wnpr.org/post/photos-protesters-cross-state-car-caravan-call-immigrant-worker-relief,,,,
New Port Richey,Medical Center of Trinity,Pasco,FL,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,1,1,,https://www.nationalnursesunited.org/may-day-events,,,,
New York ,James J Peters VA Medical Center; Bronx,Bronx,NY,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,1,1,,https://www.nationalnursesunited.org/may-day-events,,,,
New York ,Amazon warehouse; Staten Island,Richmond,NY,US,2020-05-01,,,,,,,Amazon workers; gig workers; nurses,protest dangerous work conditions for Amazon workers during pandemic,1,protest,0,0,0,0,0,1,,https://www.washingtonpost.com/technology/2020/05/01/amazon-instacart-workers-strike/,,,,
New York ,Times Square; Manhattan,New York,NY,US,2020-05-01,,,,,,,New York tenants,seek rent freeze due to coronavirus pandemic,0,car protest,0,0,0,0,0,1,,https://kelo.com/news/articles/2020/may/01/no-no-rent-protesters-call-for-economic-help-at-new-york-may-day-demonstrations/1013609/,,,,
New York ,City Hall; Manhattan,New York,NY,US,2020-05-01,about 20,20,,20,,,general protestors,protest shutdown due to Covid 19,2,protest,0,0,0,0,0,1,20200501-nyc-covid,https://www.amny.com/manhattan/cops-chase-away-handful-of-city-hall-protesters-against-pandemic-pause/,,,,
New York ,City Hall; Manhattan,New York,NY,US,2020-05-01,,,,,,,"Revolutionary Communist Party, USA",support shutdown during coronavirus pandemic,1,counter protest,0,0,0,0,0,1,20200501-nyc-covid,https://www.amny.com/manhattan/cops-chase-away-handful-of-city-hall-protesters-against-pandemic-pause/,,,,
Norfolk,,Norfolk City ,VA,US,2020-05-01,,,,,,,New Virginia Majority ,for rent fairness during COVID-19 pandemic ,1,protest,0,0,0,0,1,1,,https://www.13newsnow.com/article/money/norfolk-protesters-urge-state-to-cancel-rent-suspend-accrued-debt/291-60e70c74-da5b-4e53-ba81-ff406c40811b,,,,
North Dartmouth,Bristol County House of Correction,,MA,US,2020-05-01,,,,,,,detainees,against handling of coronavirus pandemic in ICE detention facility,0,direct action,0,3,0,0,1,1,,https://www.wbur.org/news/2020/05/01/coronavirus-ice-detainees-massachusetts-detention,,,,
Novato,Novato Community Hospital,Marin,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,1,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Oahu,State Capitol,Honolulu ,HI,US,2020-05-01,more than 100,100,,100,,,general protesters,protest stay-at-home measures due to Covid-19,2,protest,0,0,0,0,1,1,,https://www.hawaiinewsnow.com/2020/05/01/more-than-protesters-turn-out-state-capitol-protest-stay-at-home-order/,,,,
Oak Park,Cook County Department of Public Health,Cook,IL,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,1,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Oakland,Alameda Hospital,Alameda,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,1,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Oakland,Kaiser Oakland,Alameda,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,0,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Oakland,Summit Medical Center,Alameda,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,0,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Oakland,UCSF Benioff Children's Hospital,Alameda,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,0,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Ocean Isle Beach,Ocean Isle Beach Park,Brunswick,NC,US,2020-05-01,,,,,,,general protesters,against changes to school graduation ceremony during COVID-19 pandemic,0,protest,0,0,0,0,1,1,,https://www.wwaytv3.com/2020/05/01/high-school-seniors-in-brunswick-county-protest-graduation-ceremony-changes/,,,,
Olympia,from Seattle to Capitol building,Thurston,WA,US,2020-05-01,,,,,,,immigrant rights activists,for immigrants' rights,1,car protest,,,,,1,1,,https://www.theolympian.com/news/local/article242408326.html,,,,
Olympia,,Thurston,WA,US,2020-05-01,,,,,,,general protestors,protest shutdown due to Covid 19,2,protest,0,0,0,0,0,1,,https://www.theolympian.com/news/local/article242450401.html,,,,
Salem,online,,OR,US,2020-05-01,,,,,,,Oregon's AFL-CIO; Causa Oregon,seek PPE for essential workers during coronavirus pandemic,1,virtual rally,,,,,1,1,,https://www.kgw.com/article/news/local/may-day-protests-have-different-look-this-year/283-4a0118fa-d6f1-4ed7-a22d-9e161b8ca07c,,,,
Orange,Chapman Global Medical Center,Orange,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,1,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Oroville,Oroville Hospital,Butte,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,1,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Oshkosh,Oshkosh Police Department,Winnebago,WI,US,2020-05-01,about a dozen,12,,12,,,general protestors,protest arrest of dog groomer for breaking stay-at-home orders during coronavirus pandemic,2,protest,0,0,0,0,1,1,,https://www.thenorthwestern.com/story/news/2020/05/01/oshkosh-dog-groomers-arrest-violating-stay-home-order-draws-small-protest-friday-police-department/3066311001/,,,,
Palm Springs,Desert Regional Medical Center,Riverside,CA,US,2020-05-01,more than 30,30,,30,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,0,0,0,0,1,1,,https://www.nationalnursesunited.org/may-day-events,https://www.desertsun.com/story/news/health/2020/05/01/may-day-2020-palm-springs-nurses-join-nationwide-rally/3066852001/,,,
Pittsburgh,,Allegheny,PA,US,2020-05-01,more than 50,50,,50,,,tenants,seek rent freeze due to coronavirus pandemic,0,car protest,0,0,0,0,1,1,,https://www.pghcitypaper.com/pittsburgh/more-than-50-protest-in-pittsburgh-calling-for-a-nationwide-rent-and-mortgage-freeze-during-coronavirus-pandemic/Content?oid=17230474,,,,
Port Charlotte,Fawcett Memorial Hospital,Charlotte,FL,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,1,1,,https://www.nationalnursesunited.org/may-day-events,https://www.fox4now.com/news/coronavirus/nurses-protest-for-fair-work-conditions,,,
Portland,,Multnomah,OR,US,2020-05-01,,,,,,,May Day Coalition,seek PPE for essential workers during coronavirus pandemic,1,car protest,0,0,0,0,1,1,,https://www.kgw.com/article/news/local/may-day-protests-have-different-look-this-year/283-4a0118fa-d6f1-4ed7-a22d-9e161b8ca07c,https://www.oregonlive.com/coronavirus/2020/04/car-caravan-virtual-rally-to-mark-may-day-2020-in-portland-due-to-coronavirus-pandemic.html,,,
Portland,City Hall,Multnomah ,OR,US,2020-05-01,,,,,,,general protesters,for release of prisoners during COVID-19 pandemic ,1,protest; caravan ,0,0,0,0,1,1,,https://www.kptv.com/news/caravan-of-protesters-sound-off-outside-portland-city-hall-calling-for-release-of-inmates/article_f4bcb636-8c0c-11ea-ad93-573d691cc326.html,,,,
Poway,Palomar Pomerado Hospitals,San Diego,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,1,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Redding,Mercy Medical Center Redding,Shasta,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,1,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Redding,Shasta Regional Medical Center,Shasta,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,0,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Redmond,Town Hall,Deschutes,OR,US,2020-05-01,,,,,,,general protesters,protest shutdown due to Covid 19,2,protest,,,,,1,1,,https://www.oregonlive.com/coronavirus/2020/05/deschutes-county-official-regrets-not-wearing-mask-at-stay-home-protest-rally.html,,,,
Redwood City,Kaiser Redwood City,San Mateo,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,1,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Reno,St. Mary's Regional Medical Center,Washoe,NV,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,1,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Richmond,Capitol Square,Richmond,VA,US,2020-05-01,between three and four dozen,36,,48,,,general protestors,protest shutdown due to Covid 19,2,protest,0,0,0,0,1,1,20200501-richmond-covid,https://www.richmond.com/news/virginia/update-small-reopen-virginia-protest-temporarily-shuts-down-capitol-square-on-friday/article_91aea7c4-38f4-558b-87bd-24626894eb37.html#3,,,,
Richmond,Capitol Square,Richmond,VA,US,2020-05-01,a couple,2,,2,,,general protestors,support shutdown due to coronavirus pandemic,1,counter protest,0,0,0,0,0,1,20200501-richmond-covid,https://www.whsv.com/content/news/Armed-protesters-gather-near-Capitol-urging-Northam-to-open-economy-570123101.html,,,,
Roseville,Kaiser Roseville,Placer,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,1,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Roseville,Sutter Roseville Medical Center,Placer,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,0,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Sacramento,Kaiser Sacramento,Sacramento,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,1,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Sacramento,Mercy General Hospital,Sacramento,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,0,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Sacramento,Methodist Hospital of Sacramento,Sacramento,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,0,1,,https://www.nationalnursesunited.org/may-day-events,,,,
Sacramento,State Capitol,Sacramento,CA,US,2020-05-01,more than 1000; hundreds,200,,1000,,,ReOpen CA,protest shutdown due to Covid 19,2,protest,32,0,0,0,0,1,,https://www.kcra.com/article/demonstrators-protest-stay-at-home-order-at-capitol/32346364#,https://www.sacbee.com/news/local/article242421321.html,https://apnews.com/32d5564a7774aae7c2b45b850d1000f5,https://www.sfchronicle.com/politics/article/Protesters-in-Sacramento-and-San-Francisco-defy-15240894.php,
Salinas,Natividad Hospital,Monterey,CA,US,2020-05-01,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,,,,,1,1,,https://www.nationalnursesunited.org/may-day-events,,,,
