CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Misc.,Source1,Source2,Source3,Source4,Source5,Source6,
Columbia,Boone County Courthouse,,MO,US,2020-07-04,nearly 100,100,,100,,,Veterans of Foreign Wars Post 280; Trail Life USA,"in support of police and military veterans, for patriotism, Back the Blue, All Lives Matter",2,rally,0,0,0,0,1,1,,,https://www.columbiamissourian.com/news/local/back-the-flag-back-the-blue-rally-shows-support-for-veterans-law-enforcement/article_61e9c656-be1f-11ea-bec5-7368ca0266dd.html,,,,,,
Concord,New Hampshire State House,,NH,US,2020-07-04,,,,,,,ReopenNH,"against state coronavirus restrictions, for liberty",2,rally,0,0,0,0,1,1,,,https://www.concordmonitor.com/Covid-update-for-Monday-July-6-35081909,,,,,,
El Cajon,sidewalk near a shopping center behind the El Cajon police station,,CA,US,2020-07-04,about 50,50,,50,,,general protesters,in support of police,2,protest,0,1,0,0,1,1,,,https://www.sandiegouniontribune.com/news/story/2020-07-04/black-lives-matter-protesters-proclaim-not-all-free-on-fourth-of-july,,,,,,
El Paso,Cincinnati Entertainment District,,TX,US,2020-07-04,,,,,,,general protesters,against restrictions on bars due to COVID-19 pandemic,0,protest,0,0,0,0,1,1,,protesters dumped a keg of beer on the street,https://www.foxnews.com/food-drink/texas-protestors-dump-beer-keg-street-bar,https://www.ktsm.com/local/keg-of-beer-dumped-in-the-street-as-people-protest-for-bars-to-reopen/,,,,,
El Paso,from Grandview Park to Fort Bliss,,TX,US,2020-07-04,over 100,100,,100,,,general protesters,"for justice for Vanessa Guillen, against sexual violence",0,protest; march,0,0,0,0,0,1,,,https://www.elpasotimes.com/story/news/2020/07/05/protestors-march-fort-bliss-demand-justice-vanessa-guillen/5378292002/,,,,,,
El Paso,outside Fort Bliss,,TX,US,2020-07-04,,,,,,,general protesters,"for justice for Vanessa Guillen, against sexual violence",0,protest,0,0,0,0,1,1,,,https://www.theprospectordaily.com/2020/07/05/el-pasoans-march-to-demand-justice-for-vanessa-guillen/,,,,,,
Elizabethton,Covered Bridge Park,,TN,US,2020-07-04,,,,,,,general protesters,"against Black Lives Matter protesters, for white supremacy, for patriotism, against homosexuality, White Lives Matter",2,counter-protest,0,0,0,0,1,1,20200704-elizabethtown-blm,verbally confronted protesters; shouted racial and homophobic slurs,https://www.wate.com/news/racist-remarks-go-viral-after-black-lives-matter-protest-in-elizabethton/,,,,,,
Evansville,Bayard Park,,IN,US,2020-07-04,around 50,50,,50,,,Mothers Against Senseless Killings,against community violence,0,march,0,0,0,0,1,1,,,https://www.courierpress.com/story/news/2020/07/04/stop-violence-march-hopes-get-boots-ground-evansville-neighborhoods/5370205002/,https://www.courierpress.com/story/news/2020/07/03/weve-had-enough-march-planned-july-4-combat-deadly-violence/5365213002/,,,,,
Fort Lauderdale,parts of Broward County,,FL,US,2020-07-04,more than 40,40,,40,,,general protesters,for Joe Biden for president,1,caravan; rally,0,0,0,0,0,1,,Article says attendees were supporting VP Biden but there is no mention of anti-racism rallying,https://wsvn.com/news/politics/local-caravans-rally-in-support-of-trump-biden-held-on-july-4th/,,,,,,
Fort Lauderdale,beach,,FL,US,2020-07-04,about three dozen,36,,36,,,Reopen South Florida,"against city mandate on social distancing during coronavirus pandemic, against beach closures, for President Trump, for patriotism, I can't breathe",2,protest,0,0,0,0,1,1,,,https://miami.cbslocal.com/2020/07/04/fort-lauderdale-social-distancing-beach-protest/,https://www.sun-sentinel.com/coronavirus/fl-ne-conservatives-protest-beach-closure-20200704-qtk2vev7l5dkjeuxiaqeodt2te-story.html,https://wsvn.com/news/local/broward/demonstrators-run-on-fort-lauderdale-beach-to-protest-july-4th-closures/,,,,
Fort Worth,Rail Club Live,,TX,US,2020-07-04,,,,,,,general protesters,against bar closure policy due to coronavirus pandemic ,2,protest,0,0,0,0,1,1,,Owner lost bar license for 30 days,https://www.khou.com/article/money/business/fort-worth-bar-faces-30-day-shut-down-after-july-4th-protest-party/287-ff89d3e0-3a27-49cb-8018-d89d9cec86a8,,,,,,
Fresno,Fresno City Hall,,CA,US,2020-07-04,approximately 150,150,,150,,,general protesters,"for justice for Vanessa Guillen, against sexual violence",0,protest; march,0,0,0,0,1,1,,,https://www.fresnobee.com/news/local/article244007242.html,,,,,,
Galveston,seawall at 39th St.,,TX,US,2020-07-04,about 20,20,,20,,,general protesters,"against closure of beaches on 4th of July due to coronavirus restrictions, against government overreach, beach lives matter",2,protest,0,0,0,0,1,1,,protestors given citations due to being on beach,https://www.galvnews.com/news/police/free/article_a327d651-5d51-5e51-a3e3-3172dbc0c417.html,,,,,,
Germantown,7564 Poplar Ave,,TN,US,2020-07-04,two,2,,2,,,counter protesters,"against Black Lives Matter, against communism, All Lives Matter",2,counter-protest,0,0,0,0,1,1,20200704-germantown-blm,verbally and physically confronted protesters; shoved sign in protesters' faces,https://dailymemphian.com/article/15266/germantown-police-lloyd-crawford-saddle-creek-protest,,,,,,
Gettysburg,Gettysburg National Military Park,,PA,US,2020-07-04,hundreds,200,,200,,,militia members; white nationalists,"against desecration of Confederate monuments, against Black Lives Matter protesters",2,counter-protest,0,0,0,0,1,1,20200704-gettysburg-blm,many openly carried firearms; response to social media hoax about planned flag burning by antifa,https://www.timesrepublican.com/news/todays-news/2020/09/militias-say-they-protect-rights-critics-call-it-a-sham/,https://www.washingtonpost.com/investigations/hundreds-of-armed-men-went-to-gettysburg-to-defend-it-from-a-phantom-antifa-flag-burner-created-on-social-media/2020/07/04/206ee4da-bb05-11ea-86d5-3b9b3863273b_story.html,https://gettysburgconnection.org/what-happened-in-the-gettysburg-military-park-on-july-4-2020_/,https://www.eveningsun.com/story/news/2020/07/04/gettysburg-4th-guns-and-political-rhetoric-but-no-antifa/5374621002/,https://www.newsitem.com/news/authorities-prepared-for-potential-gettysburg-protest/article_258711e1-fa97-5b99-adc2-057dc491a879.html,,
Grand Junction,Sherwood Park,,CO,US,2020-07-04,more than 150,150,,150,,,Stand For The Constitution,"for patriotism, for conservative values, for President Trump, for freedom",2,rally,0,0,0,0,1,1,,,https://www.gjsentinel.com/news/western_colorado/parade-july-4-rally-hosted-by-local-organization/article_573ed808-be2f-11ea-8e6a-0f1cecf06b61.html,,,,,,
Grants,City Hall,,NM,US,2020-07-04,,,,,,,general protesters,"against state coronavirus public health order, against Governor Michelle Lujan Grisham",2,protest,0,0,0,0,1,1,,,https://www.abqjournal.com/1472470/grants-to-hold-a-protest-not-a-parade-the-mayor-says-ex-doh-secretarys-letter-warns-of-public-health-order-violation.html,,,,,,
Houston,,,TX,US,2020-07-04,hundreds,200,,200,,,general protesters,for reform of U.S. military's procedures for sexual assault investigations,0,rally,,,,,1,1,,,https://theeagle.com/news/state-and-regional/texans-across-the-state-march-to-demand-justice-for-fort-hood-soldier-vanessa-guill-n/article_793a1019-73df-5f34-9fad-f29065cfca89.html,,,,,,
Juneau, near the whale statue in Overstreet Park,,AK,US,2020-07-04,more than 50,50,,50,,,Juneau Backs the Blue,"in support of police, against defunding police, for patriotism",2,rally,0,0,0,0,1,1,,,https://www.ktoo.org/2020/07/04/back-the-blue-demonstrators-hold-independence-day-rally-in-juneau/,,,,,,
Kailua,along Kailua Road,,HI,US,2020-07-04,dozens,24,,24,,,general protesters,"against removal of Hawaiian flags in favor of American flags, against racism, for native peoples' rights, show me the treaty",1,protest,0,0,0,0,1,1,,,https://www.khon2.com/local-news/dozens-gathered-in-to-protest-4th-of-july-american-flag-display-along-kailua-road/,,,,,,
Kansas City,,,MO,US,2020-07-04,this,1,,1,,,man,against Black Lives Matter protesters,2,counter-protest,0,0,0,0,1,1,20200704-kc-blm,apparent vehicle ramming; argued with protesters,https://www.instagram.com/p/CCRKLHOpwnJ/,,,,,,
Kaysville,Barnes Park,,UT,US,2020-07-04,,,,,,,Utah Business Revival,"against state Covid restrictions, for freedom, for patriotism",2,rally,,,,,1,1,,,https://www.sltrib.com/news/politics/2020/06/30/group-protesting-covid/,,,,,,
Keene,Central Square,,NH,US,2020-07-04,,1,,1,,,general protesters,against Black Lives Matter,2,counter-protest,0,0,0,0,0,1,20200704-keene-blm,disrupted protest; argued with protesters,https://www.sentinelsource.com/news/local/dozens-of-rally-goers-gather-in-central-square-on-independence-day/article_ba39491c-4231-51a8-9296-fd679ad06ae1.html,,,,,,
Keystone,near Mount Rushmore,,SD,US,2020-07-04,,,,,,,general protesters,against President Trump,1,protest,0,0,0,0,1,1,,,https://www.argusleader.com/story/news/2020/07/01/mount-rushmore-protest-planned-keystone-ahead-president-trumps-black-hills-visit/5357998002/,,,,,,
Kingston,John St and Crown St,,NY,US,2020-07-04,,,,,,,Occupy Peace,"against Covid-19 restrictions, for freedom, for patriotism",2,rally,0,0,0,0,1,1,,,https://www.dailyfreeman.com/news/local-news/saturday-rally-in-kingston-will-take-aim-at-virus-related-restrictions/article_4ebc932e-bc85-11ea-b126-23bfa0062124.html,https://www.recordonline.com/picture-gallery/news/2020/07/04/occupy-peace-held-unite-peace-and-restore-freedom-rally-july-4-kingston/5377469002/,,,,,
Lake Havasu City,underneath the London Bridge,,AZ,US,2020-07-04,around 50,50,,50,,,general protesters,"for Second Amendment rights, for President Trump",2,rally,0,0,0,0,1,1,,,https://www.havasunews.com/news/residents-rally-around-trump-gun-rights-saturday/article_44e1fbdc-be88-11ea-a1b0-875db12c3bbb.html,,,,,,
Mansfield,Bob Evans restaurant on Trimble Rd,Richland,OH,US,2020-07-04,,,,,,,Back the Blue Central Ohio,"in support of police, all lives matter",2,rally; direct action,0,0,0,0,1,1,,sit-in over alleged mistreatment of police officer at restaurant on July 3,https://www.mansfieldnewsjournal.com/story/news/2020/07/06/back-blue-demonstrators-protest-alleged-treatment-officers/5382841002/,,,,,,
Marquette,Harlow Park,,MI,US,2020-07-04,dozens,24,,24,,,Citizens United for Freedom and Firearms,for Second Amendment rights,2,march; rally,0,0,0,0,1,1,,,https://www.miningjournal.net/news/local/2020/07/second-amendment-supporters-rally/,,,,,,
Mesa,,,AZ,US,2020-07-04,,,,,,,"general protesters; ""Spontaneous Citizen's Parade""","against coronavirus restrictions, for patriotism",2,parade,,,,,1,1,,,lost link,,,,,,
Miami,Southwest 107th Avenue and Eighth Street,,FL,US,2020-07-04,dozens; about 100,24,,100,,,general protesters,supporting President Trump; Cuban and American pride,2,rally; caravan,0,0,0,0,1,1,,,https://wsvn.com/news/politics/local-caravans-rally-in-support-of-trump-biden-held-on-july-4th/,https://www.miamiherald.com/news/local/community/miami-dade/downtown-miami/article244006877.html,,,,,
Mishawaka,Main Street Bridge,,IN,US,2020-07-04,,1,,1,,,general protesters,against Black Lives Matter protesters,2,counter-protest,1,0,0,0,1,1,20200704-mishawaka-blm,vehicle ramming,https://www.wdrb.com/news/suv-drives-through-protest-in-northern-indiana/article_ae892e4c-bfe2-11ea-a769-4ffa695bf87a.html,https://www.wndu.com/2020/07/16/warrant-for-man-who-drove-into-protesters/,https://www.southbendtribune.com/story/news/local/2022/02/22/testimony-trial-doctor-charged-driving-through-protestors-mishawaka-glenn-wheet/6899290001/,https://www.pdclarion.com/news/indiana-doctor-gets-probation-for-driving-through-protesters/article_34dcfc68-3fc5-542a-9e4d-ce0b116a3d28.html,,,
Montpelier,Vermont Statehouse,,VT,US,2020-07-04,dozens,24,,24,,,general protesters,"in celebration of Independence Day, for freedom, for constitutional rights, against state coronavirus mandates",2,protest,0,0,0,0,1,1,,,https://www.mynbc5.com/article/vermonters-celebrate-rally-during-july-fourth/33178256#,,,,,,
New Braunfels,Main Plaza,,TX,US,2020-07-04,about 300,300,,300,,,Keep New Braunfels OPEN,against governor's order to close or limit bars and other businesses because of COVID-19,2,protest,,,,,1,1,,,http://herald-zeitung.com/community_alert/article_7e8f1bde-bfc9-11ea-8179-67cb7385ef35.html,,,,,,
Olympia,,,WA,US,2020-07-04,,,,,,,general protesters,"for President Trump, for patriotism, for conservative ideals",2,rally; march,0,0,0,0,1,1,,March for Our Rights,https://www.thedailyworld.com/northwest/sacha-baron-cohen-in-character-seems-to-have-performed-a-racist-song-at-a-right-wing-olympia-rally/,,,,,,
Phoenix,Arizona State Capitol,,AZ,US,2020-07-04,,,,,,,Daniel McCarthy for U.S. Senate,"against state coronavirus mandates, for President Trump, for freedom of speech and assembly, for patriotism, All Lives Matter",2,rally,0,0,0,0,1,1,20200704-phoenix-patriotism,"heavily armed militia provided security, pointed guns at counter-protesters; verbal confrontations with counter-protesters",https://www.azfamily.com/news/conflict-erupts-between-protesters-at-state-capitol-in-downtown-phoenix/article_9a9c5674-be6c-11ea-9a7a-1bee64ccd4d4.html,https://www.azcentral.com/story/news/local/arizona/2020/07/03/fourth-july-protests-planned-against-ducey-order-fight-covid-19/5370068002/,https://www.azfamily.com/news/conflict-erupts-between-protesters-at-state-capitol-in-downtown-phoenix/article_9a9c5674-be6c-11ea-9a7a-1bee64ccd4d4.html,,,,
Pittburgh,Hot Metal Bridge; along Monongahela and Ohio Rivers; North Shore Riverfront Park,,PA,US,2020-07-04,thousands,2000,,2000,,,Team Trump PA; Women For Trump; Trump supporters,"for President Trump, for patriotism",2,boat parade; rally,,,,,1,1,20200704-pgh-trump,verbal clashes with counter-protesters,https://triblive.com/local/pittsburgh-allegheny/trump-boat-parade-planned-for-pittsburgh-on-fourth-of-july/,https://www.kiro7.com/news/trending/trump-supporters-protesters-clash-during-pittsburgh-boat-parade/D3ZA6NZMVBEQXARW3LATDEMCMM/,https://myfox8.com/news/protesters-gather-while-trump-supporters-hold-boat-rally-on-fourth-of-july/,,,,
Rapid City,,,SD,US,2020-07-04,,,,,,,Indiginous groups,"for native peoples' rights, against President Trump",1,protest,,,,,1,1,,,https://www.kotatv.com/2020/07/09/sheriff-demonstrators-broke-their-promise-protester-disagrees/,,,,,,
Redondo Beach,Esplanade,,CA,US,2020-07-04,about 60,60,,60,,,general protesters,"against closure of beach during coronavirus pandemic, for freedom, for President Trump, against Black Lives Matter, against communism, Thin Blue Line, for patriotism",2,protest,0,0,0,0,1,1,20200704-redondo-beachclosure,,https://spectrumnews1.com/ca/la-west/news/2020/07/05/protesters-challenge-fourth-of-july-beach-closures-in-redondo-beach,,,,,,
Richmond,Virginia State Capitol,,VA,US,2020-07-04,about 250,250,,250,,,right-wing extremist groups; a gun club; Black Lives Matter supporters; white supremacists,for Second Amendment rights,1,protest,0,0,0,0,1,1,,,https://richmond.com/news/local/at-second-amendment-rally-outside-capitol-a-wide-variety-of-causes-emerge/article_45991a55-ae0e-501d-8920-f0139e7ca73b.html,,,,,,
Salinas,S Main St and Blanco Rd,,CA,US,2020-07-04,,,,,,,general protesters; League of United Latin American Citizens,"for congressional investigation into the case of Vanessa Guillen, against sexual violence",0,protest,0,0,0,0,1,1,,,https://kion546.com/news/2020/07/04/salinas-protesters-join-call-for-congressional-investigation-into-disappearance-of-vanessa-guillen/,,,,,,
San Angelo,Tom Green County Courthouse,,CA,US,2020-07-04,about 75,75,,75,,,general protesters,"against state coronavirus mandates, against Governor Abbott, in support of police, journalism not propaganda, open Texas, for patriotism",2,protest; march,0,0,0,0,1,1,,,https://www.gosanangelo.com/story/news/2020/07/04/san-angelo-residents-gather-protest-covid-19-orders-and-other-concerns/5376507002/,,,,,,
San Diego,,,CA,US,2020-07-04,about 80,80,,80,,,artists,"for abolishing immigrant detention centers, against ICE",1,protest,0,0,0,0,1,1,,,https://www.10news.com/news/local-news/words-written-in-the-san-diego-skies-to-protest-ice-and-immigration-detention-centers,,,,,,
San Francisco,Highland Ave Bridge,,CA,US,2020-07-04,,,,,,,CODEPINK,against war,0,rally,,,,,1,1,,,https://www.indybay.org/newsitems/2020/06/27/18834654.php,https://www.codepink.org/sf_indep_from_war_2020,,,,,
San Francisco,24th St and Mission St,,CA,US,2020-07-04,,,,,,,general protesters,against President Trump,1,protest,,,,,1,1,,,https://sf.funcheap.com/trump-pence-4th-july-rally-march/,,,,,,
San Jose,City Hall,,CA,US,2020-07-04,,,,,,,general protesters,anti ICE; protest kids in cages at border,1,protest,,,,,0,1,,,https://www.instagram.com/p/CCDAWqIhzTU/,,,,,,
Schenectady,Schenectady Police Department,,NY,US,2020-07-04,about three dozen,36,,36,,,Upstate Conservative Coalition,"against defunding police, in support of law enforcement",2,protest; rally,0,0,0,0,1,1,,,https://dailygazette.com/2020/07/04/blm-pride-and-pro-police-rallies-mark-the-holiday/,,,,,,
Seattle,I-5,,WA,US,2020-07-04,,1,,1,,,general protesters,against Black Lives Matter protesters,2,counter-protest,1,0,0,0,1,1,20200704-seattle-blm,vehicle ramming; killed one protester and injured numerous others,https://www.kgw.com/article/news/local/protests/interstate-5-driver-seattle-protesters-struck-court-monday/281-616b4fd5-50d1-48b1-8ffd-f11cf09cb0b3,https://6abc.com/vehicle-strikes-multiple-protesters-in-washington-2-people-sent-to-hospital/6297179/,https://www.reuters.com/article/BigStory12/idUSKBN2450MS,https://abcnews.go.com/US/vehicle-strikes-multiple-protesters-washington-hospital/story?id=71606896,https://www.capitolhillseattle.com/2020/07/driver-smashes-into-seattle-black-lives-matter-crowd-during-i-5-protest/,,
Show Low,The Truck Stop,,AZ,US,2020-07-04,,,,,,,The Truck Stop,"against state coronavirus mandates, against Governor Ducey, for freedom, for patriotism, for freedom of speech and assembly",2,protest,,,,,1,1,,,https://www.azcentral.com/story/news/local/arizona/2020/07/03/fourth-july-protests-planned-against-ducey-order-fight-covid-19/5370068002/,,,,,,
Solvgang,Solvgang Park,,CA,US,2020-07-04,approximately 50,50,,50,,,Colors of the Valley,for LGBTQ+ pride,1,march,,,,,1,1,,,https://santamariatimes.com/lifestyles/pride-march-on-july-4-draws-festive-crowd-to-solvang-park/article_00a6d619-2514-5485-b263-b1dfa5e7f0f1.html,,,,,,
Tampa,Tampa Convention Center,,FL,US,2020-07-04,four,4,,4,,,general protesters,"against Black Lives Matter protesters, for patriotism, for freedom of speech and assembly",2,counter-protest,0,0,0,0,1,1,20200704-tampa-boycottthe4th,,https://twitter.com/kathrynvarn/status/1279422716290969601,,,,,,
