CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Branchburg,drove from Branchburg past Trump National Golf Club to Clarence Dillon Public Library in Bedminster,NJ,US,2017-05-06,More than 30 cars,,,,,,general protestors,anti-Trump,1,protest motorcade; rally,0,0,0,0,1,1,http://www.mycentraljersey.com/story/news/politics/2017/05/06/anti-trump-protesters-take-bedminster-gear-up-summer-rallies/312036001/,https://www.washingtonpost.com/news/post-politics/wp/2017/05/06/spend-your-free-time-in-a-red-state-a-motorcade-of-protesters-rolls-by-trumps-n-j-property/?utm_term=.120057f4ff13,,
Buffalo,Grant St; Lafayette High School,NY,US,2017-05-06,more than 60,60,,60,,,Western New York Peace Center,pro-immigrants,1,march; rally,0,0,0,0,1,1,http://buffalonews.com/2017/05/06/community-advocates-march-support-refugees-immigrants/,,,
Buffalo,in front of Coca-Cola Field,NY,US,2017-05-06,,,,,,,Amalgamated Transit Union,rally for transit worker contract,0,rally,0,0,0,0,1,1,http://www.wgrz.com/news/local/transit-workers-rally-for-new-contract/437504690,,,
Cedar Falls,,IA,US,2017-05-06,about 40,40,,40,,,Americans for Democratic Action Iowa,against House health care bill; against U.S. Rep. Rod Blum's vote for bill,1,protest,0,0,0,0,1,1,http://www.kcrg.com/content/news/People-hold-rally-to-repeal-and-replace-Rep-Rod-Blum--421542623.html,,,
Columbus,Franklin Park,OH,US,2017-05-06,hundreds,200,,200,,,general protestors,support racial justice,0,march,0,0,0,0,1,1,http://nbc4i.com/2017/05/06/people-call-for-racial-justice-at-march-in-franklin-park/,,,
Daytona Beach,at the corner of South Atlantic Avenue and Revilo Boulevard,FL,US,2017-05-06,About half a dozen,6,,6,,,general protestors,neighborhood blight,0,protest,0,0,0,0,1,1,http://www.news-journalonline.com/news/20170506/daytona-beach-protesters-want-to-take-bite-out-of-blight,,,
Detroit,Lasher Road and Grand River Avenue,MI,US,2017-05-06,,,,,,,general protestors,peace rally; unsolved murders,0,rally,0,0,0,0,1,1,http://www.clickondetroit.com/news/families-of-unsolved-homicide-victims-attend-peace-rally-in-detroit,,,
Fargo,southeast corner of 13th Avenue South and 42nd Street,ND,US,2017-05-06,about 30,30,,30,,,Indivisible FM,against House health care bill,1,rally,0,0,0,0,1,1,http://www.valleynewslive.com/content/news/Indivisible-FM-rallies-against-AHCA-421541293.html,http://www.inforum.com/news/4262823-indivisible-fm-holds-pop-protest-against-health-care-measure-passed-house-republicans,,
Fort Worth,Burnett Park; march to Tarrant County Courthouse and back,TX,US,2017-05-06,,,,,,,DFW chapter of the National Organization for the Reform of Marijuana Laws,Marijuana March of North Texas; pro-legalization,0,march,,,,,1,1,http://www.star-telegram.com/news/local/article148857089.html,,,
Madison,outside Capitol,WI,US,2017-05-06,,,,,,,general protestors,"against House health care bill; ""Save American Healthcare""",1,rally; die-in,0,0,0,0,1,1,http://www.channel3000.com/news/politics/die-in-held-at-capitol-to-protest-new-health-care-bill/485063076,,,
Memphis,Morris Park,TN,US,2017-05-06,about 50,50,,50,,,Homeless Organizing for Power and Equality,call for city-run homeless shelter,0,protest,0,0,0,0,1,1,https://www.memphisdailynews.com/news/2017/may/9/morris-park-tent-city-calls-for-city-run-homeless-shelter/,,,
New York,"Staten Island; Salvation Army on Broad Street in Stapleton, and continued down Bay Street and Richmond Terrace before ending at the Richmond County Ballpark in St. George.",NY,US,2017-05-06,hundreds,200,,200,,,general protestors; misc churches,against drug epidemic,0,march,0,0,0,0,1,1,http://www.silive.com/news/2017/05/hundreds_march.html,,,
Otis,Otis State Forest,MA,US,2017-05-06,na,6,,6,,,general protestors,protesting the extension of the Tennessee Gas Pipeline,0,protest,6,0,0,0,1,1,https://www.bostonglobe.com/metro/2017/05/06/six-arrested-sandisfield-pipeline-protest/G1kVZfrPuGM2Ef3deYM5iN/story.html,,,(civil dis)
Palm Bay,the southeast corner of Palm Bay Road and Babcock Street,FL,US,2017-05-06,about 80; more than 100,80,,100,,,general protestors,pro-immigrants,1,protest,0,0,0,0,1,1,http://www.floridatoday.com/story/news/2017/05/06/immigration-debate-leads-rally-palm-bay/101372848/,,,
Patchogue,Blue Point Brewery,NY,US,2017-05-06,,,,,,,workers,strike against Clare Rose beer distributor,0,rally,0,0,0,0,1,1,http://www.newsday.com/long-island/suffolk/striking-clare-rose-workers-stage-rally-at-brewery-1.13576006,,,
Salt Lake City,in front of Capitol,UT,US,2017-05-06,thousands,2000,,2000,,,general protestors,in support of the Bears Ears and Grand Staircase Escalante National Monuments,0,rally,0,0,0,0,1,1,https://www.stgeorgeutah.com/news/archive/2017/05/07/fxn-thousands-rally-in-support-of-national-monuments-ahead-of-interior-secretarys-visit-to-utah/#.WRBeylKZNsM,,,
Sioux Falls,office of Rep. Kristi Noem,SD,US,2017-05-06,na,60,,60,,,The People’s Justice Project; general protestors,against House health care bill,1,protest,0,0,0,0,1,1,http://kelo.com/news/articles/2017/may/07/ahca-protests-in-sioux-falls/,,,
St. Paul,inside Capitol,MN,US,2017-05-06,30 or so; around 50,30,,50,,,general protestors,pro-Trump; 100 days,2,rally,0,0,0,0,1,1,http://www.startribune.com/protesters-trump-supporters-clash-at-minnesota-state-capitol/421529753/#1,http://www.twincities.com/2017/05/06/trump-rally-overshadowed-by-standoff-outside-minnesota-capitol/,,
St. Paul,outside Capitol,MN,US,2017-05-06,about 200,200,,200,,,anti-Fascist group,anti-Trump,1,protest,0,0,0,0,0,1,http://www.startribune.com/protesters-trump-supporters-clash-at-minnesota-state-capitol/421529753/#1,http://www.twincities.com/2017/05/06/trump-rally-overshadowed-by-standoff-outside-minnesota-capitol/,,
St. Paul,outside Capitol,MN,US,2017-05-06,about 50,50,,50,,,white nationalist,pro-Trump,2,protest,0,0,0,0,0,1,http://www.startribune.com/protesters-trump-supporters-clash-at-minnesota-state-capitol/421529753/#1,http://www.twincities.com/2017/05/06/trump-rally-overshadowed-by-standoff-outside-minnesota-capitol/,,
St. Petersburg,North Straub Park,FL,US,2017-05-06,about 50,50,,50,,,Women's March Pinellas,"against House health care bill; ""Save American Healthcare""",1,rally,0,0,0,0,1,1,http://www.tampabay.com/blogs/baybuzz/charlie-crist-womens-march-pinellas-organizers-rally-in-st-petersburg-to/2323055,,,
Trenton,city hall,NJ,US,2017-05-06,,,,,,,general protestors; Team 26,support gun control,1,protest,0,0,0,0,1,1,http://www.trentonian.com/social-affairs/20170506/trenton-gun-control-rally-greets-out-of-state-activists-on-bike-tour,,,
Valdosta,Drexel Park,GA,US,2017-05-06,,,,,,,general protestors,against campus (gun) carry,0,protest,0,0,0,0,1,1,http://www.valdostadailytimes.com/news/local_news/residents-protest-campus-carry/article_2609e543-510a-5ef6-b55a-57030a205340.html,,,
Waco,Indian Spring Park; marched down University Parks Drive ,TX,US,2017-05-06,dozens,24,,24,,,Waco Immigrants Alliance,pro-immigrants,1,march; rally,0,0,0,0,1,1,http://www.kwtx.com/content/news/Waco-Middle-school-student-hosts-protest-march-with-Waco-Immigration-Alliance-421545033.html,,,
Atlanta,,GA,US,2017-05-07,,,,,,,,against House health care bill,1,protest,0,0,0,0,1,1,http://www.11alive.com/news/politics/die-ins-protests-planned-over-obamacare-repeal/437400058,,,
Austin,outside Governor's Mansion,TX,US,2017-05-07,about 100,100,,100,,,general protestors,against Texas law that bans sanctuary cities,1,protest,,0,0,0,1,1,http://www.statesman.com/news/local/dozens-protest-law-banning-sanctuary-cities-governor-mansion/SXfdfcis218btc7PnYkSDI/,,,
Bentonville,Bentonville Square,AR,US,2017-05-07,,,,,,,Ozark Indivisible,against House health care bill,1,die-in,0,0,0,0,1,1,http://www.nwahomepage.com/news/die-in-protest-held-in-bentonville/708956975,,,
Charleston,outside school distric office,SC,US,2017-05-07,about 250,250,,250,,,general protestors,protesting poor educational funding,0,protest,0,0,0,0,1,1,http://www.postandcourier.com/news/anger-boils-over-at-charleston-county-school-district-protest-morale/article_1273ee06-31bb-11e7-9f8f-371b6b5e00bb.html,,,
Colorado Springs,Putside city hall,CO,US,2017-05-07,about 200,200,,200,,,general protestors,anti-Trumpcare,1,protest,0,0,0,0,1,1,http://gazette.com/gallery/6386/pictures/1389024/,,,
Houston,outside of office of US Rep. John Culberson,TX,US,2017-05-07,dozens,24,,24,,,general protestors; Houston Democratic Socialists of America,against House health care bill,1,protest,0,0,0,0,1,1,http://www.chron.com/business/article/Protests-target-Culberson-s-yes-vote-for-GOP-11128430.php,,,
Mount Kisco,Read more here: http://www.star-telegram.com/news/local/article148857089.html#storylink=cpy,NY,US,2017-05-07,hundreds,200,,200,,,Read more here: http://www.star-telegram.com/news/local/article148857089.html#storylink=cpy,pro-immigrants,1,march,0,0,0,0,1,1,http://westchester.news12.com/news/hundreds-march-in-mount-kisco-in-support-of-immigrants-1.13578466,,,
Naples,in front of Orangetree Publix in Golden Gate Estates,FL,US,2017-05-07,,,,,,,The Coalition of Immokalee Workers,protest Publix not member of Fair Food Program; pro-worker rights,0,protest,0,0,0,0,1,1,http://www.naplesnews.com/story/news/local/2017/05/07/farmworkers-protest-new-publix/101404420/,,,
New Orleans,Congo Square to Lee Circle,LA,US,2017-05-07,at least 300; more than 700,300,,700,,,Take Em Down,against confederate monument,0,march,0,0,0,0,1,1,http://www.wwltv.com/news/local/orleans/protesters-on-both-sides-of-confederate-monuments-debate-meet-at-lee-circle/437606216,http://www.nola.com/politics/index.ssf/2017/05/confederate_monument_new_orlea.html,,
New Orleans,,LA,US,2017-05-07,(included above),,,,,,general protestors,support confederate monument,0,demonstration,0,0,0,0,0,1,http://www.wwltv.com/news/local/orleans/protesters-on-both-sides-of-confederate-monuments-debate-meet-at-lee-circle/437606216,http://www.nola.com/politics/index.ssf/2017/05/confederate_monument_new_orlea.html,,
Troy,Prouty Plaza,OH,US,2017-05-07,approximately 25-30,25,,30,,,Indivisible Miami County; Indivisible OH8; Indivisible Springfield,against House health care bill,1,rally,0,0,0,0,1,1,http://tdn-net.com/news/22454/groups-protest-davidson-vote,,,
Austin,outside Governor's Mansion,TX,US,2017-05-08,,,,,,,general protestors,against Texas law that bans sanctuary cities,1,protest,0,0,0,0,1,1,http://www.washingtontimes.com/news/2017/may/8/united-latin-american-citizens-file-lawsuit-sanctu/,http://kxan.com/2017/05/07/protest-against-signed-sanctuary-cities-bill-sparks-outside-govenors-mansion/,,
Dubuque,outside town hall,IA,US,2017-05-08,,,,,,,general protestors,protest against representative Ron Blum's support of AHCA,1,protest,0,0,0,0,1,1,http://kdth.radiodubuque.com/protest-planned-blums-dubuque-town-hall/,,,
Encitas,downtown overpass,CA,US,2017-05-08,more than 100,100,,100,,,members of the Wagon Circle,against Congressman Darrell Issa's support of AHCA,1,protest,0,0,0,0,1,1,http://fox5sandiego.com/2017/05/08/protesters-question-congressman-darrell-issas-health-care-vote/,,,
Houston,inside the Harris County Republican offices,TX,US,2017-05-08,,,,,,,general protestors,against Texas law that bans sanctuary cities,1,protest,0,0,0,0,1,1,http://www.click2houston.com/news/protesters-of-texas-sanctuary-cities-ban-take-over-harris-county-gop-office,,,
Jackson,Rep Tim Walberg's office,MI,US,2017-05-08,about 60,60,,60,,,general protestors,against Tim Walberg's support of AHCA,1,protest,0,0,0,0,1,1,http://www.rollcall.com/news/politics/republicans-face-wrath-health-care-vote-town-halls,,,
McAllen,outside a Texas Department of Public Safety building,TX,US,2017-05-08,about 50,50,,50,,,general protestors,against Texas law that bans sanctuary cities,1,protest,0,0,0,0,1,1,http://www.themonitor.com/news/local/article_e7e7603a-345a-11e7-9c4c-8fc4679eacef.html,,,
Muskogee,Outside restaurant,OK,US,2017-05-08,about a dozen,12,,12,,,general protestors,protesting congressman's vote for AHCA,1,protest; die-in,0,0,0,0,1,1,http://www.muskogeephoenix.com/news/local_news/mullin-visit-draws-protesters-opposing-ahca/article_adc9f130-145a-57d6-a1f5-dd44e694fb4f.html,,,
Nashville,Outside Omni hotel,TN,US,2017-05-08,,,,,,,general protestors,protesting Kellyanne Conway's visit,1,protest,0,0,0,0,1,1,http://wkrn.com/2017/05/08/kellyanne-conway-visits-nashville-but-not-without-protest/,,,
Plattsburgh,Mountain Lake PBS,NY,US,2017-05-08,about 250,250,,250,,,general protestors,"protest Rep. Elise Stefanik, R-N.Y.support for ACHA",1,protest,0,0,0,0,1,1,http://www.npr.org/2017/05/09/527533782/at-town-hall-meeting-republican-lawmaker-gets-an-earful,,,
Reno,Pickett Park,NV,US,2017-05-08,several people,,,,,,general protestors,against Rep Amodi's support of AHCA,1,protest; die-in,0,0,0,0,1,1,http://mynews4.com/news/local/reno-die-in-protests-gop-health-care-bill-rep-amodei,,,
Richmond,U.S. Circuit Court of Appeals,VA,US,2017-05-08,dozens,24,,24,,,general protestors,against Trump's travel ban,1,protest,0,0,0,0,1,1,http://www.richmond.com/news/photos-protest-over-travel-ban-outside-u-s-court-of/collection_e3c8e7df-561a-53d0-812d-4cd370571c49.html#11,Photo count,,http://wtop.com/travel/2017/05/trumps-muslim-comments-haunt-travel-ban-appeal/
San Diego,outside City Hall,CA,US,2017-05-08,a few hundred,300,,300,,,general protestors,against city cuts for Arts funding,0,protest,0,0,0,0,0,1,http://www.sandiegouniontribune.com/news/politics/sd-me-arts-protest-20170508-story.html,,,
San Diego,Requeza Street overpass in Encinitas ,CA,US,2017-05-08,about 100,100,,100,,,San Diego Indivisible; general protestors,against Congressman Darrell Issa for his support of AHCA,1,protest,0,0,0,0,1,1,http://www.cbs8.com/story/35377095/protesters-call-to-repeal-and-replace-congressman-issa,,,
Seattle,"12 Chase Banks in Fremont, Wedgwood, Northgate, the University District, Queen Anne, the Central District, Capitol Hill, and downtown",WA,US,2017-05-08,about 200,200,,200,,,350 Seattle,against Keystone XL pipeline,1,protest,26,0,0,0,1,1,https://patch.com/washington/seattle/seattle-protesters-close-12-chase-bank-locations-over-keystone-xl-pipeline,,,civil dis
Tallahassee,outside of Congressman Neal Dunn's office,FL,US,2017-05-08,dozens,,,,,,general protestors,against Rep Dunn's support of AHCA,1,protest; die-in,0,0,0,0,1,1,http://www.wctv.tv/content/news/Local-Protesters-hold-die-in-outside-US-Congressmans-office-421692574.html,,,
Columbus,outside statehouse,OH,US,2017-05-09,hundreds,200,,200,,,general protestors,rally to let state officials know they're happy with the status of education,0,rally,0,0,0,0,1,1,http://www.ohio.com/news/break-news/supporters-of-largest-ohio-online-school-rally-at-statehouse-1.765771?cache=18961415304345%2525252525252Fnews%2525252525252Fohio%2525252525252Fcss%2525252525252Fresults%25252525252525%25252525252527+and+1%2525252525,,,
Durham,UNH Campus,NH,US,2017-05-09,a small group,,,,,,students/faculty,against state voting law,0,protest,0,0,0,0,1,1,http://www.fosters.com/news/20170509/unh-students-rally-against-voting-changes,,,
Fontana,Jessie Turner Center,CA,US,2017-05-09,hundreds,200,,200,,,Laborer’s International Union of North America (LiUNA); general protestors,against proposed Southern California Edison rate increases.,0,protest,0,0,0,0,1,1,http://www.fontanaheraldnews.com/business/hundreds-gather-in-fontana-to-express-concern-about-proposed-sce/article_a6ebe574-35d6-11e7-85fa-63f4a41b436a.html,,,
Forest Lake ,Forest Lake High School,MN,US ,2017-05-09,over 1300,1300,,1300,,,area high school students,protest against city vote to disband police force,0,protest,0,0,0,0,1,1,http://www.twincities.com/2017/05/09/forest-lake-students-walk-out-to-support-police-after-city-moves-to-disband-force/,,,
Greenville,Senator L. Graham’s office,SC,US,2017-05-09,,,,,,,general protestors,protest Graham's support of AHCA,1,protest,0,0,0,0,1,1,http://wspa.com/2017/05/09/anti-trump-rally-protests-healthcare-reform-in-greenville/,,,
Hartford,Bushnell Park,CT,US,2017-05-09,more than 2000,2000,,2000,,,realtors,resolve state budget problems,0,rally,0,0,0,0,1,1,http://www.courant.com/politics/hc-realtor-rally-legislative-agenda-hartford-20170509-story.html,,,
Huntington Beach ,US Rep Dana Rohrabacher's office (R),CA,US,2017-05-09,about 30,30,,30,,,Indivisible OC,against Rep. Dana Rohrabacher support of AHCA,1,protest,0,0,0,0,1,1,http://www.latimes.com/socal/daily-pilot/news/tn-dpt-me-protest-20170509-story.html,,,
Muskogee,Cowboy's BBQ,AZ,US,2017-05-09,about a dozen,12,,12,,,general protestors,against Sen. Mullin's support of AHCA,1,protest; die-in,0,0,0,0,1,1,http://www.tahlequahdailypress.com/news/local_news/mullin-visit-draws-protesters-opposing-ahca/article_263b4644-e51a-5d80-a2f8-b4f61ceeb459.html,,,
New York,Success Academy on West 118th Street and Malcolm X Boulevard; Harlem,NY,US,2017-05-09,Hundreds; over 200,200,,200,,,general protestors,against Paul Ryan and his support for the AHCA,1,protest,0,0,0,0,1,1,http://gothamist.com/2017/05/09/paul_ryan_harlem_visit.php,,,
New York,Trump Tower,NY,US,2017-05-09,,,,,,,9 Catholic organizations,against fossil fuels; support addressing climate change,1,protest,0,0,0,0,1,1,https://cruxnow.com/global-church/2017/05/11/nine-catholic-institutions-divest-fossil-fuels-ahead-g7/,,,
Normal,Outside Rep. Davis' office,IN,US,2017-05-09,about 30,30,,30,,,general protestors,Protesting his healthcare position,1,protest,0,0,0,0,1,1,http://www.pantagraph.com/news/local/government-and-politics/constituents-protest-as-davis-visits-normal/article_1f80f274-1028-588f-abaa-1afffd7e8ba6.html,,,
Orlando,US Sen. Marco Rubio's downtown office,FL,US,2017-05-09,about 100,100,,100,,,general protestors,against Rubio's support of the AHCA,1,protest; die-in,0,0,0,0,1,1,http://www.orlandosentinel.com/news/politics/political-pulse/os-rubio-protest-die-in-20170509-story.html,,,
Riverbank,protest outside a meet and greet with Rep. Jeff Denham,CA,US,2017-05-09,dozens; about 250,24,,250,,,general protestors,against Jeff Denham's support of AHCA,1,protest,0,0,0,0,1,1,http://www.mercurynews.com/2017/05/09/jeff-denham-angry-crowd-after-obamacare-repeal-vote/,,,
Salt Lake City,Grand America Hotel,UT,US,2017-05-09,100; hundreds,100,,200,,,Utah Indivisible; general protestors,protesting Betsy Devos,1,protest,0,0,0,0,1,1,http://www.ksl.com/?sid=44188852&nid=148,http://www.good4utah.com/news/us-secretary-betsy-devos-to-visit-salt-lake-city-school/710196274,,
San Andreas,at the Calaveras Unified School District complex,CA,US,2017-05-09,,,,,,,general protestors,"better pay, contract for teachers",0,protest,0,0,0,0,1,1,http://www.calaverasenterprise.com/news/article_0fb1c646-367c-11e7-864a-db68b50e7355.html,,,
Santa Cruz,,CA,US,2017-05-09,,,,,,,general protestors,pro-rights for homeless,0,protest,0,0,0,0,1,1,http://www.santacruzsentinel.com/article/NE/20170509/NEWS/170509658,,,
Topeka,University of Kansas,KS,US,2017-05-09,na,1,,1,,,Jacob Dorman PhD,against conceal-carry weapons policy on campus,1,protest; resignation,0,0,0,0,1,1,http://fox4kc.com/2017/05/05/ku-professor-resigns-in-light-of-concealed-carry-on-campus-calling-it-counterproductive-to-educational-mission/,,,
Tuscaloosa,outside Central Elementary,AL,US,2017-05-09,nearly a dozen,12,,12,,,Tuscaloosa County chapter of the NAACP,support new school construction,0,protest,0,0,0,0,1,1,http://www.tuscaloosanews.com/news/20170510/protest-held-outside-central-elementary,,,
Virginia Beach,Virginia Beach City Council ,VA,US,2017-05-09,,,,,,,flood victims,in protest of 2018 fiscal budget,0,protest,0,0,0,0,1,1,http://wavy.com/2017/05/09/virginia-beach-city-council-budget-vote-may-9-2017/,,,
Vista,1800 Thibodo Rd,CA,US,2017-05-09,more than 800; more than 820,800,,820,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa, against House healthcare bill",1,demonstration,0,0,0,0,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,https://www.courthousenews.com/voters-hold-issas-feet-fire-protests-swell/,,
Vista,1800 Thibodo Rd.,CA,US,2017-05-09,,,,,,,general protesters,for President Trump,2,counter-protest,0,0,0,0,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,
Bridgeport,on Fairfield Avenue,CT,US,2017-05-10,several hundred,300,,300,,,general protestors,police shooting,0,protest,0,0,0,0,1,1,http://www.courant.com/breaking-news/hc-bridgeport-teen-shot-rally-0511-20170510-story.html,,,
Daytona Beach,Bethune-Cookman University Commencement; Ocean Center,FL,US,2017-05-10,around 300,300,,300,,,graduating seniors,against Betsy Devos commencement speech,1,protest; turn backs to speaker,0,0,0,0,0,1,http://www.reuters.com/article/us-usa-education-devos-idUSKBN18625L,,,http://www.ajc.com/news/students-protest-betsy-devos-bethune-cookman-university-commencement-speaker/YwQOt1hj1kiwkwo6jbJRyI/
Irvine,UC-Irvine,CA,US,2017-05-10,some 40,40,,40,,,Students for Justice in Palestine,"protest a pro-Israel, pro-IDF event; pro-Palestine",0,protest,0,0,0,0,1,1,https://www.algemeiner.com/2017/05/12/for-second-time-in-a-year-university-of-california-irvine-students-require-police-escort-from-idf-related-event-due-to-intense-protests/,,,
Lincoln,outside of Senator Ben Sasse’s office,NE,US,2017-05-10,more than a dozen,12,,12,,,general protestors,against Comey (FBI) firing,1,protest,0,0,0,0,1,1,http://www.1011now.com/content/news/Protest-outside-of-Senator-Ben-Sasses-office-tonight-demand-action-421943664.html,,,
Los Angeles,in front of the West L.A. federal building on Wilshire Boulevard in Westwood,CA,US,2017-05-10,,,,,,,Indivisible Los Angeles,investigate Trump ties to Russia esp after Comey firing,1,protest,,,,,1,1,http://laist.com/2017/05/10/protests_comey.php,,,
Los Angeles,the federal building downtown at 300 N. Los Angeles Street,CA,US,2017-05-10,,,,,,,Refuse Fascism,investigate Trump ties to Russia esp after Comey firing,1,protest,,,,,1,1,http://laist.com/2017/05/10/protests_comey.php,,,
Pahrump,outside federal detention area,NV,US,2017-05-10,,,,,,,supporters of Clive Bundy and son,pro-Bundy,0,protest,0,0,0,0,1,1,https://www.usnews.com/news/best-states/nevada/articles/2017-05-10/protesters-build-mock-jail-cell-near-bundy-defendants-prison,,,
Scottsdale,"outside office of U.S. Rep. David Schweikert, R-Ariz.",AZ,US,2017-05-10,more than 100,100,,100,,,general protestors,against House health care bill,1,protest; die-in,0,0,0,0,1,1,http://www.azcentral.com/story/news/politics/arizona/2017/05/10/die-in-rally-protest-trumpcare-arizona/316794001/,,,
Seattle,South Sound High School,WA,US,2017-05-10,,,,,,,high school students,against sexist dress codes,0,protest,0,0,0,0,1,1,http://www.kiro7.com/news/local/high-school-students-protest-what-they-call-sexist-dress-code/521381900,,,
Shrewsbury,outside the White Street facility,NJ,US,2017-05-10,dozens,24,,24,,,general protestors,location of new drug rehab facility,0,protest,0,0,0,0,1,1,http://abc7ny.com/health/dozens-protest-location-of-nj-substance-abuse-center/1980107/,,,
Washington,White House,DC,US,2017-05-10,hundreds; about 300,200,,300,,,general protestors,protest dismissal of Comey,1,protest,0,0,0,0,1,1,https://www.washingtonpost.com/local/amid-questions-about-russia-trump-ties-protesters-to-gather-today-in-front-of-the-white-house/2017/05/10/610615da-358a-11e7-b412-62beef8121f7_story.html?utm_term=.6be0cd2496a1,https://www.yahoo.com/news/hundreds-gather-white-house-protest-slideshow-wp-191506785.html,,
Willingboro,outside the Willingboro center,NJ,US,2017-05-10,dozens,24,,24,,,New Jersey Citizen Action,protest Rep. Tom MacArthur's support for House health care bill,1,rally,0,0,0,0,1,1,http://www.nj.com/politics/index.ssf/2017/05/macarthurs_obamacare_repeal_to_draw_brickbats_at_t.html,http://www.nydailynews.com/newswires/news/business/latest-gop-lawmaker-didn-defend-trump-article-1.3154175,,
Boston,Outside statehouse,MA,Us,2017-05-11,,,,,,,Unchained at Last,rallying for a bill which would outlaw marriages for those under 18,0,rally,0,0,0,0,1,1,http://www.metro.us/news/local-news/boston/child-marriage-ban-rally-massachusetts,,,
Butte,outside Pioneer Equipment,MT,US,2017-05-11,about 150,150,,150,,,general protestors,protested the appearance of Donald Trump Jr. and Greg Gianforte,1,protest,0,0,0,0,1,1,http://helenair.com/news/politics/diverse-crowd-protests-trump-jr-and-gianforte-appearance-in-butte/article_5da3f24d-ac32-5dae-a250-baf62c62ae44.html,http://mtstandard.com/news/opinion/guest/local-coalition-leading-charge-of-protests/article_591079f3-1c3e-5d7c-b1c9-4f670e74da34.html,,
Carolina Forest,Horry County; side of Carolina Forest Blvd ,SC,US,2017-05-11,na,1,,1,,,general protestor,against Waterbridge Homeowners Association,0,protest,0,0,0,0,1,1,http://www.wmbfnews.com/story/35428316/carolina-forest-resident-protests-hoa-on-side-of-road-for-3-days,,,
Dover,Legislative Hall to Governor's Mansion,DE,US,2017-05-11,a small group,,,,,,general protestors,prison reform,0,protest; march,0,0,0,0,1,1,http://www.delawareonline.com/story/news/2017/05/11/prison-reform-focus-dover-march/318116001/,,,
Lancaster,Walden Pond,NY,US,2017-05-11,,,,,,,WNY Peace Center; Stand Up WNY; Buffalo Resists,against Rep. Chris Collins vote for House health care bill,1,protest,0,0,0,0,1,1,http://www.wgrz.com/news/local/protestors-hold-die-in-demonstration-for-collins/439052884,,,
Lincoln,outside office of US Rep. Jeff Fortenberry,NE,US,2017-05-11,,,,,,,general protestors,against repealing ACA,1,protest,0,0,0,0,1,1,http://www.omaha.com/news/nebraska/fortenberry-tells-opponents-to-not-frighten-my-children-after-profane/article_4210444d-e16b-5a2d-88e5-21f98a3ec7c9.html,,,
McHenry,outside U.S. Rep. Randy Hultgren’s office,IL,US,2017-05-11,about 30,30,,30,,,general protestors,against House health care bill,1,protest,0,0,0,0,1,1,http://www.spokesman.com/stories/2017/may/14/in-swing-districts-voters-vent-over-health-care-fe/,,,
New Haven,"College/Chapel, Grove/Prospect and York/Elm streets",CT,US,2017-05-11,na,23,,23,,,Yale University’s graduate student union Local 33,against sexual harrassment,0,protest,23,0,0,0,1,1,http://www.nhregister.com/general-news/20170511/23-union-protesters-arrested-in-new-haven-after-shutting-down-intersections,,,civil dis
New Orleans,at Jefferson Davis statue,LA,US,2017-05-11,some dozens,24,,24,,,general protestors,in support of removal of Jefferson Davis statute ,0,protest,0,0,0,0,1,1,https://www.washingtonpost.com/news/post-nation/wp/2017/05/11/jefferson-davis-disappears-as-new-orleans-removes-another-tribute-to-the-lost-cause-of-the-confederacy/?utm_term=.01312b34bbcd,,,
New Orleans,at Jefferson Davis statue,LA,US,2017-05-11,handful; dozens,24,,24,,,general protestors,against removal of Jefferson Davis statute,0,protest,3,0,0,0,0,1,https://www.washingtonpost.com/news/post-nation/wp/2017/05/11/jefferson-davis-disappears-as-new-orleans-removes-another-tribute-to-the-lost-cause-of-the-confederacy/?utm_term=.01312b34bbcd,http://www.foxnews.com/us/2017/05/11/new-orleans-removes-2nd-4-confederate-statues.html,,
Puyallup,Puyallup High School,WA,US,2017-05-11,more than 30,30,,30,,,students,unfair dress code that targets females,0,walkout,0,0,0,0,1,1,http://www.thenewstribune.com/news/local/community/puyallup-herald/ph-news/article151948027.html,,,
San Diego,Hotel Del Coronado,CA,US,2017-05-11,about 300,300,,300,,,Indivisible; general protestors,against the 2017 Republican National Convention meeting,1,protest; rally,0,0,0,0,1,1,http://abcnews.go.com/Politics/photos/thursday-11-2017-photo-citizens-protest-trump-presidency-47380023,,,
San Luis Obispo,San Luis Obispo High School,CA,US,2017-05-11,about 50,50,,50,,,general protestors,pro-LGBTQ; denounce anti-LGBTQ letter in school paper,0,protest,0,0,0,0,1,1,http://www.sanluisobispo.com/opinion/readers-opinion/article151347017.html,,,
Washington,,DC,US,2017-05-11,na,2,,2,,,EPA independent reserarch board members,against the weakening of the integrity at EPA,1,protest resignation,0,0,0,0,1,1,http://www.reuters.com/article/us-usa-trump-epa-science-idUSKBN1882LX,,,
