CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,S1,S2
Woodbridge,Beckerman/Lender Jewish Community Building,CT,US,2018-10-28,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/holisticpioneer/status/1056599818376757249,,,,,
Woodland Hills,Woodland Hills Presbyterian Church; Ezzi Masjid via Platt Avenue,LA,US,2018-10-28,hundreds,200,,200,,,Interfaith Solidarity Network,second annual Interfaith Solidarity March turned into condemnation of bigotry after Pittsburgh shooting,0,march,0,0,0,0,1,1,https://www.dailynews.com/2018/10/28/still-reeling-from-the-pittsburgh-synagogue-massacre-woodland-hills-interfaith-march-draws-hundreds-against-hate/,,,,,
Allendale,Grand Valley State University,MI,US,2018-10-29,a couple hundred,200,,200,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/GV_Now/status/1056932533445844997,https://twitter.com/NoahFromson/status/1057054770119274496,,,,
Armadillo,Six Car Pub & Brewery,TX,US,2018-10-29,,12 (photo headcount),,12,,,rally for democratic candidate O'Rourke,rally to encourage voting ,1,rally,0,0,0,0,1,1,https://www.amarillo.com/news/20181029/orourke-conducts-amarillo-campaign-rally,,,,,
Atlanta,Emory University; outside Cannon Chapel,GA,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/EmoryUniversity/status/1056932084332351488,,,,,
Austin,University of Texas,TX,US,2018-10-29,exceeded 100,100,,100,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,0,0,0,0,1,1,https://www.dailytexanonline.com/2018/10/31/jewish-ut-students-organize-candlelit-vigil-mourn-those-killed-in-saturday-synagogue,,,,,
Beckley,Jim Word Memorial Park,WV,US,2018-10-29,around 35 people,35,,35,,,general protestors,for Amendment 1 (anti-abortion),2,rally,0,0,0,0,1,1,https://www.register-herald.com/news/amendment-rally-held-in-beckley/article_2b949542-3ca1-5f95-9fa5-a65840ba9a96.html,,,,,
Berkeley,Holy Hill,CA,US,2018-10-29,100+,100,,100,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/SovernNation/status/1057054115925127168,,,,,
Berkeley,"Sproul Hall, UC Berkeley",CA,US,2018-10-29,About 150 people were present,150,,150,,,voting rally,speaking about the importance of voting and exercising free speech,1,rally,0,0,0,0,1,1,http://www.dailycal.org/2018/10/30/original-free-speech-movement-members-speak-at-voting-rally-at-sproul-hall/,,,,,
Bethlehem,Lehigh University,PA,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/WorkLifeLehigh/status/1057049603219120130,,,,,
Binghamton,JCC,NY,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/binghamtonu/status/1056936040047538176,,,,,
Boston,Jamaica Plain; First Baptist Church,MA,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,Facebook,,,,,
Boston,Omni Parker Hotel,MA,US,2018-10-29,photo head count,30,,30,,,general protestors,protest against Jeff Sessions at a discussion on religious freedom ,1,rally,0,0,0,0,1,1,https://www.wcvb.com/article/attorney-general-jeff-sessions-interrupted-by-protesters-in-boston/24416569,,,,,
Burlington,University of Vermont,VT,US,2018-10-29,hundreds,200,,200,,,UVM's Queer Student Union,raise trans and nonbinary awareness in response to Trump administration's narrow definition of gender,1,rally; walk-out,0,0,0,0,1,1,https://www.wcax.com/content/news/UVM-students-to-protest-potential-change-in-national-transgender-policy-498911611.html,,,,,
Charleston ,outside Sen. Joe Manchin's campaign office ,WV,US,2018-10-29,photo head count,18,,18,,,West Virginians for Life,to urge West Virginians to vote to stop taxpayer funding of abortion,0,rally,0,0,0,0,1,1,https://www.wvgazettemail.com/election_2018/congress_2018/anti-abortion-protestors-rally-outside-manchin-campaign-office/article_37c1bd87-1bb5-54d8-b4c1-2ad5a859a87c.html,,,,,
Chappaqua,Temple Beth El of Northern Westchester,NY,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://www.lohud.com/story/news/local/westchester/2018/10/28/vigils-plannejewish-community-horrified-over-mass-shooting-pittsburgh-synagogue-westchester-rockland/1798927002/,,,,,
Chattanooga,JCC,TN,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/ProfOrganizer/status/1057052568914923520,,,,,
Chicago,University of Chicago,IL,US,2018-10-29,,,,,,,Jewish Maroons,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/pstanpolitics/status/1056920703428190210,https://www.facebook.com/events/306842570043900,,,,
Cleveland,,OH,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/SenSherrodBrown/status/1057049436357083136,,,,,
Colorado Springs,Temple Shalom,CO,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/KOAARobQuirk/status/1057056661544800256,,,,,
Columbia,Beth Shalom synagogue,MD,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/LoriGalenFuchs/status/1057054462152527872,,,,,
Coral Gables,University of Miami,FL,US,2018-10-29,,,,,,,Hillel ,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/UMiami_SA/status/1056654123968401415,,,,,
Danville,from the Danville courthouse to Averett University’s campus,VA,US,2018-10-29,more than 50 people,50,,50,,,Averett University students; Haven of the Dan River Region,second annual march against sexual and domestic violence,0,march,0,0,0,0,1,1,https://www.godanriver.com/news/danville/with-danville-march-a-show-of-solidarity-for-survivors-of/article_51cad36e-dbd6-11e8-b166-9f9add64bdef.html,,,,,
Des Moines,Tifereth Israel Synagogue on Polk Blvd,IA,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/writeriowa/status/1056935640728780801,,,,,
Detroit,Capitol Park,MI,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://thejewishnews.com/2018/10/28/jewish-detroit-community-vigil-for-pittsburgh/,https://www.facebook.com/events/736888573347089/?active_tab=about,,,,
East Lansing,Michigan State University; MSU Hillel,MI,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/JewishMSU/status/1056937877194575872,,,,,
El Cajon,El Cajon Police Department to Prescott Promenade,CA,US,2018-10-29,more than 50 people,50,,50,,,East County Coalition,annual rally against domestic violence,0,rally,0,0,0,0,1,1,https://www.sandiegouniontribune.com/communities/east-county/sd-se-elcajon-domestic-20181029-story.html,,,,,
El Paso,San Jacinto Plaza,TX,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/CBS4Local/status/1057056043694518275,,,,,
Eugene,,OR,US,2018-10-29,At least 500 people,500,,500,,,general protestors,rallying in support of stalled climate change lawsuit,1,rally,0,0,0,0,1,1,https://www.seattletimes.com/nation-world/activists-rally-in-support-of-stalled-climate-change-lawsuit/,,,,,
Fort Myers,,FL,US,2018-10-29,,,,,,,Lee County Board of Rabbis,against violent attack on Pittsburgh synagogue,0,vigil,0,0,0,0,1,1,https://twitter.com/robsbledsoe/status/1057053355619639297,,,,,
Gainesville,University of Florida,FL,US,2018-10-29,,,,,,,Chabad U.F.; U.F. Hillel; the Jewish Student Union,against violent attack on Pittsburgh synagogue,0,vigil,0,0,0,0,1,1,https://www.wcjb.com/content/news/Local-Jewish-groups-plan-vigil-after-Pittsburgh-synagogue-shooting-498850961.html,https://www.wcjb.com/content/news/Solidarity-Vigil-for-Victims-of-PA-Synagogue-Shooting-498951211.html,,,,
Galesburg,Knox County Courthouse,IL,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/KnoxCountyDems/status/1056349433934344194,,,,,
Glassboro,Rowan University,NJ,US,2018-10-29,,,,,,,Chabad; Hillel; Alpha Epsilon Pi,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/TheWhitOnline/status/1057788145444536321,,,,,
Glendale,Hoover High School,CA,US,2018-10-29,,,,,,,students at Hoover High School,protest the cancellation of the school's homecoming football game,0,protest; march,0,0,0,0,1,1,https://abc7.com/education/glendale-students-protest-cancellation-of-homecoming-game/4576925/,,,,,
Greensburg,Westmoreland County Courthouse,PA,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,0,0,0,0,1,1,https://twitter.com/WCDemocrats/status/1056510202659385344,https://twitter.com/PC_IOP/status/1057051535480360960,,,,
Hackettstown,400 Jefferson Street; Seay Building at Centenary University,NJ,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/HackettstownPD/status/1056862033725992961,,,,,
Harlingen,Christian Fellowship Church,TX,US,2018-10-29,,,,,,,Cruz campaign,Rallying for Republican candidate Cruz,2,rally,,,,,1,1,https://www.valleymorningstar.com/news/local_news/cruz-rally-in-harlingen-changed-to-larger-location/article_60184e24-d965-11e8-baea-c365dd6c2cf3.html,,,,,
Hartford,University of Hartford,CT,US,2018-10-29,about 150,150,,150,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,0,0,0,0,1,1,http://www.courant.com/community/south-windsor/hc-news-connecticut-vigils-pittsburgh-20181029-story.html,,,,,
Hattiesburg,Cloverleaf Center,MS,US,2018-10-29,photo head count,28,,28,,,General Dynamics Information Technology Employees,rally for higher wages,0,rally,0,0,0,0,1,1,https://www.hattiesburgamerican.com/picture-gallery/news/local/hattiesburg/2018/10/30/general-dynamics-information-technology-employee-rally/1821295002/,,,,,
Hoboken,United Synagogue of Hoboken,NJ,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://www.facebook.com/events/275930432979387/,,,,,
Hornell,1 Steuben Square,NY,US,2018-10-29,,,,,,,general protestors,drug use prevention,0,vigil,,,,,1,1,http://www.eveningtribune.com/news/20181028/stronga-light-in-darkness-of-addictionstrong,,,Red Ribbon Campaign,,
Indianapolis,Butler University,IN,US,2018-10-29,approximately 100,100,,100,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,0,0,0,0,1,1,https://twitter.com/careaware/status/1056936522556104704,https://www.indystar.com/media/cinematic/gallery/1813968002/butler-community-unites-in-vigil/,,,,
Jacksonville,Congregation Ahavath Chesed,FL,US,2018-10-29,hundreds,200,,200,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/sabeenperwaiz/status/1056364237000466433,https://twitter.com/WJXT_CorleyPeel/status/1057047915456274432,,,,
Kansas City,Greenwood Elementary School,MO,US,2018-10-29,video count,15,,15,,,neighbors on the city's east side,to save a centruy-old school building from being torn down,0,protest,0,0,0,0,1,1,https://fox4kc.com/2018/10/29/neighbors-rally-to-try-and-save-historic-school-from-demolition/,,,,,
Knoxville,,TN,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/AmandaHara/status/1057050903352631296,,,,,
Laredo,TAMIU Student Center,TX,US,2018-10-29,over 700,700,,700,,,Trump campaign,rallying for republican candidates,2,rally,0,0,0,0,1,1,https://www.lmtonline.com/local/article/Sen-Ted-Cruz-rally-draws-over-700-fills-TAMIU-13347618.php,,,,,
Las Vegas,Summerlin Field Office,NV,US,2018-10-29,the crowd,,,,,,Nevada Republican Party,to turn out Republican voters; support Rep. Cresent Hardy,2,rally,0,0,0,0,1,1,https://www.reviewjournal.com/news/politics-and-government/nevada/eric-trump-defends-fathers-rhetoric-in-las-vegas-campaign-stop/,https://www.eventbrite.com/e/gotv-rally-w-eric-and-lara-trump-and-cresent-hardy-sold-out-tickets-51741450070#,,,,
Leesburg,Congregation Sha’are Shalom Sanctuary,VA,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/bscrafford/status/1056934011703123968,,,,,
Lexington,Chabad of the Bluegrass; Columbia Avenue,KY,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://www.wtvq.com/2018/10/28/local-rabbi-reacts-to-pittsburgh-synagogue-shooting/,,,,,
Lexington,Washington & Lee University Hillel House,VA,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/vjreports3/status/1057052691837403137,,,,,
Los Angeles,UCLA; Bruin Plaza,CA,US,2018-10-29,roughly 150,150,,150,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,0,0,0,0,1,1,http://dailybruin.com/2018/10/30/students-jewish-leaders-hold-vigil-for-victims-of-pittsburgh-synagogue-shooting/,,,,,
Lubbock ,Memorial Civics Center ,TX,US,2018-10-29,,,,,,,Rally for Beto O'Rourke ,ralliyng for support in the midterm elections ,1,rally,0,0,0,0,1,1,https://www.lubbockonline.com/news/20181026/mondays-orourke-rally-in-lubbock-moved-to-afternoon,,,,,
Marlboro,Marlboro Jewish Center,NJ,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/stephmsolis/status/1057054155813146625,,,,,
Maryland,Mckeldin Mall at the Univeristy of Maryland,MD,US,2018-10-29,,,,,,,Maryland Hillel,against violent attack on Pittsburgh Synagogue,0,vigil,0,0,0,0,1,1,https://twitter.com/jonathanallen44/status/1056619790805225473,,,,,
Matthews,Butler High School,NC,US,2018-10-29,,,,,,,general protestors,against school shooting,0,prayer vigil,,,,,1,1,https://twitter.com/AFosterWBTV/status/1057052738004156417,,,,,
Miami,University of Miami,FL,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/univmiami/status/1057108474264469511,,,,,
Morgantown,West Virginia University; Woodburn Circle,WV,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/WVUCommuter/status/1056550126058196992,,,,,
Mt. Kisco,Mount Kisco Hebrew Congregation,NY,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://www.lohud.com/story/news/local/westchester/2018/10/28/vigils-plannejewish-community-horrified-over-mass-shooting-pittsburgh-synagogue-westchester-rockland/1798927002/,,,,,
Nashville,Harding Road,TN,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://www.newschannel5.com/news/local-vigil-planned-after-deadly-synagogue-shooting,,,,,
Nashville,O.D. Moore Building,NC,US,2018-10-29,rallied the local Democratic faithful (no numbers given),,,,,,rallying for democratic candidates,rallying to encourage voting,1,rally,0,0,0,0,1,1,http://www.rockymounttelegram.com/News/2018/10/30/Congressman-rallies-local-Democrats-to-campaign-event.html,,,,,
New York,Grand Army Plaza; Prospect Park; Brooklyn,NY,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/randimason/status/1057054146463973382,,,,,
New York,Kimmel steps,NY,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,0,1,https://twitter.com/NYULeads/status/1056937317452206080,,,,,
New York,Brooklyn; Beth Shalom v'Emeth Reform Temple,NY,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,0,1,https://twitter.com/MikeTRose/status/1057049336125755392,,,,,
New York,"College Point, Queens",NY,US,2018-10-29,dozens,24,,56 (head count from picture),,,general protestors,against proposed College Point homeless shelter,0,rally,0,0,0,0,1,1,https://qns.com/story/2018/10/30/not-place-residents-officials-rally-proposed-college-point-homeless-shelter/,,,,,
Normal,Southern Illinois University,IL,US,2018-10-29,,,,,,,"Londrigan, Bustos (D-IL)/Democratic campaign",GOTV rally/rallying for Democratic support,1,rally,0,0,0,0,1,1,https://www.pantagraph.com/news/local/govt-and-politics/londrigan-bustos-rally-with-isu-students-before-debate/article_2c8c3602-3109-579c-aa25-b8af68561360.html,,,,,
Nyack,Gazebo on Main Street,NY,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/LoHudLegal/status/1056570328539955201,https://twitter.com/VillageofNyack/status/1056566713171537920,,,,
Overland Park,Kehilath Israel Synagogue,KS,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/jjgelski/status/1056931707314683904,,,,,
Oxford,Miami University,OH,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/Codfishbricker/status/1057053762261602304,,,,,
Philadelphia,University of Pennsylvania; Love statue,PA,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/Chaz_Howard/status/1056936278674104322,,,,,
Portsmouth,Temple Israel,NH,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/Nancy_Pearson20/status/1056864314571874304,,,,,
Providence,JCC,RI,US,2018-10-29,hundreds,200,,200,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/SenJackReed/status/1057053050031038466,https://www.wpri.com/news/local-news/providence/rhode-island-jewish-community-coming-together-after-pittsburgh-synagogue-shooting/1560703187,https://twitter.com/SethMagaziner/status/1057049577981964288,,,
Purchase,Manhantanville College,NY,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://www.lohud.com/story/news/local/westchester/2018/10/28/vigils-plannejewish-community-horrified-over-mass-shooting-pittsburgh-synagogue-westchester-rockland/1798927002/,,,,,
Queensbury,Warren County Courthouse,NY,US,2018-10-29,about two dozen ,24,,24,,,general protestors,eto express solidarity for the 21 children suing the federal government over climate change.,1,rally,0,0,0,0,1,1,https://poststar.com/news/local/queensbury-rally-supports-climate-change-lawsuit-against-federal-government/article_cbb72832-7499-5491-9def-63f15baed881.html,,,,,
Richmond,VCU; Cabell Library,VA,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/WorldStudiesVCU/status/1056937892319293440,,,,,
Ridgefield,Congregation Shir Shalom,CT,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/HamletHubRidge/status/1056933725366185984,,,,,
Rockland,Adas Yoshuron Synagogue,ME,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/aobrien2010/status/1057050943571849216,,,,,
Rome,,GA,US,2018-10-29,about 20 riders,20,,20,,,cycling activists,against bypass ban,0,meeting with City Commissioner,,,,,1,1,http://www.northwestgeorgianews.com/rome/news/local/cyclists-rally-against-bypass-ban/article_0fa96964-dbdb-11e8-9cb0-b307d39f8862.html,,,,,
Salt Lake City,Chabad Synagogue,UT,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/mormonweg/status/1056747220706291712,,,,,
San Jose,San Jose State University,CA,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/PaulLanning/status/1057055992309895170,http://blogs.sjsu.edu/newsroom/2018/vigil-for-tree-of-life-synagogue/#.W9ebZdSyn1Y.twitter,,,,
Sarasota,Sarasota Fairgrounds,FL,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://www.sarasotamagazine.com/articles/2018/10/28/jewish-federation-of-sarasota-manatee-will-hold-a-vigil-for-those-killed-at-pittsburgh-s-tree-of-life-synagogue?platform=hootsuite,https://mailchi.mp/jfedsrq/hate-crime-message-oct27-304319,,,,
Seattle,Temple de Hirsch Sinai,WA,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/PhdTeresa/status/1056614461274902528,https://www.facebook.com/events/294037464545143/,,,,
Sioux Falls,South Dakota State Penitentiary,SD,US,2018-10-29,about 30 people,30,,30,,,general protestors,against the death penalty ,0,protest,0,0,0,0,1,1,https://www.argusleader.com/story/news/2018/10/29/rodney-berget-execution-south-dakota-death-penalty-protesters-lethal-injection/1779002002/,,,,,
Skokie,Temple Beth Israel,IL,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/EvanstonPatch/status/1056934714496315397,https://patch.com/illinois/evanston/s/gjj0q/skokie-holds-vigil-against-hate-after-pittsburgh-synagogue-attack?utm_source=dlvr.it&utm_medium=twitter&utm_term=community%20corner&utm_campaign=recirc&utm_content=normal,,,,
South Windsor,Temple Beth Hillel,CT,US,2018-10-29,dozens,24,,24,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,0,0,0,0,1,1,https://twitter.com/WINYRadio/status/1056860664323629056,http://www.courant.com/community/south-windsor/hc-news-connecticut-vigils-pittsburgh-20181029-story.html,,,,
Somers,University of Wisconsin-Parkside,WI,US,2018-10-29,About 18 people,18,,18,,,"Rally for New Representation and Referendums (sponsored by Our Wisconsin Revolution in partnership with MoveOn.org, Southeast Wisconsin NORML and the Wisconsin chapter of NextGen America)",in support of the legalization of medicinal marijuana and Democratic candidates,1,rally,0,0,0,0,1,1,http://www.kenoshanews.com/news/local/our-wisconsin-revolution-others-rally-for-new-representation-and-marijuana/article_82945757-3fc6-5a84-9826-b5517c7b1ed9.html,,,,,
State College,Penn State University,WA,US,2018-10-29,hundreds,200,,200,,,Hillel,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://news.psu.edu/story/544401/2018/10/28/campus-life/penn-state-hillel-chabad-hold-candlelight-vigil-7-pm-oct-29-old,https://twitter.com/AWainwrightTV/status/1057051326230810624,,,,
Stony Brook,SUNY,NY,US,2018-10-29,about 200,200,,200,,,Hillel,against violent attack on Pittsburgh synagogue,0,vigil,0,0,0,0,1,1,https://twitter.com/HillelIntl/status/1057771099570749440,http://www.sbstatesman.com/2018/10/30/hillel-holds-candlelight-vigil-for-pittsburgh-synagogue-victims/#.W9o1owlnd9h.twitter,,,,
Syracuse,JCC,NY,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/CNYRISECENTER/status/1057053253916069888,,,,,
Tampa,Congregation Rodeph Sholom,FL,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/BN9/status/1057051563976548355,,,,,
Tenafly,Kaplen JCC on the Palisades,NJ,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/rabbikirshner/status/1056568445247152129,,,,,
Terre Haute,Vigo County Courthouse,IN,US,2018-10-29,count pic,57,,57,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,0,0,0,0,1,1,https://twitter.com/UnitedHebrewTH/status/1058455043341475840,http://www.unitedhebrewth.org/uhc-members-join-stand-against-hate-candlelight-vigil-at-vigo-county-courthouse/,,,,
Towson,Towson University,MD,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/Deniewinkle/status/1057049319176658945,,,,,
Tucson,JCC,AZ,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/TrinityTucson/status/1056935508704706560,,,,,
Walker,DeltaPlex Arena,MI,US,2018-10-29,the crowd; video count,250,,250,,,Michigan GOP,rally support for Republican candidates,2,rally,0,0,0,0,1,1,https://www.woodtv.com/news/michigan/pence-making-2-michigan-stops-to-campaign-for-republicans/1559409148,,,,,
Washington,Adas Israel,DC,US,2018-10-29,thousands and hundreds; na,2200,,3500,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,http://www.jcouncil.org/site/Calendar?id=111681&view=Detail,https://twitter.com/GSDeutch/status/1057048196675850242,https://twitter.com/amber_khan/status/1057048766044356613,,,
West Bloomfield,Temple Israel,MI,US,2018-10-29,,,,,,,BBYO Michigan Region,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/ddstein/status/1056930471085568000,https://thejewishnews.com/2018/10/28/teen-led-vigil-temple-israel/,,,,
West Nyack,JCC ,NY,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://www.lohud.com/story/news/local/westchester/2018/10/28/vigils-plannejewish-community-horrified-over-mass-shooting-pittsburgh-synagogue-westchester-rockland/1798927002/,,,,,
Wilkes-Barre,JCC; 60 S. River St,PA,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://www.timesleader.com/news/723075/jca-plans-synagogue-shooting-vigil-in-wilkes-barre,,,,,
Williamsport,Lycoming College,PA,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/LycomingCollege/status/1056936480990351360,,,,,
Wichita Falls,Kiwanis Park,TX,US,2018-10-29,About 400 people,400,,400,,,Democratic supporters,rallying for Democratic support in the upcoming midterm election ,1,rally,0,0,0,0,1,1,https://www.timesrecordnews.com/picture-gallery/news/local/2018/10/30/rep-beto-orourke-holds-rally-kiwanis-park/1814830002/,,,,,
York,,PA,US,2018-10-29,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/GovernorTomWolf/status/1057408555861598208,,,,,
Youngstown ,Youngstown State University ,OH,US,2018-10-29,around 500,500,,500,,,Rally for democratic candidate Cordray ,rallying for support in the upcoming election ,1,rally,0,0,0,0,1,1,http://www.vindy.com/news/2018/oct/24/ex-vp-biden-to-headline-rally-at-ysu/,http://www.vindy.com/news/2018/oct/29/former-vp-criticizes-president-without-naming-him-/,,,,
Youngstown ,Youngstown State University ,OH,US,2018-10-29,a couple of dozen,24,,24,,,Valley conservatives,protest Biden's visit to democratic rally ,2,protest,0,0,0,0,0,1,http://www.wfmj.com/story/39378961/valley-republicans-protest-biden-visit,,,,,
Augusta,Northern Avenue,ME,US,2018-10-30,,14 (photo head count),,14 (photo head count),,,Central Maine Muslims,to show support for their Jewish neighbors,1,march,0,0,0,0,1,1,https://www.pressherald.com/2018/10/30/augusta-area-muslims-march-in-support-of-area-jews/,,,,,
Bethesda,,MD,US,2019-10-30,,,,,,,Rally for democratic candidate Jealous,rallying for Democratic support in the upcoming midterm election ,1,rally,0,0,0,0,1,1,https://www.capitalgazette.com/news/government/bs-md-jealous-sanders-20181030-story.html,,,,,
