CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Source4,Misc.,
Riverhead,,Suffolk,NY,US,2019-06-07,hundreds,200,,200,,,"""Say No to Drugs"" group",Against drug usage,0,March,0,0,0,0,1,1,https://riverheadlocal.com/2019/06/07/riverhead-students-march-against-drugs/,,,,,
San Diego,Offices of the members of Congress. 2700 Adams Ave. ,San Diego,CA,US,2019-06-07,,,,,,,San Diego 350 ,Pro- Green New Deal ,1,Rally,0,0,0,0,1,1,https://www.cbs8.com/article/news/local/san-diego-350-to-begin-weekly-green-new-deal-rallies-at-rep-susan-davis-office/509-8ab645bd-a784-4930-b059-4de71cd6fa9b,,,,,
Seattle,Captiol Hill,King,WA,US,2019-06-07,a few,3,,3,,,Right-wing protestors,Supporting Proud Boys,2,March,0,0,0,0,1,1,http://www.capitolhillseattle.com/2019/06/911-big-response-to-e-denny-crisis-right-wing-march-on-capitol-hill-ihop-melee-charges/,,,,,
Spokane,County Courthouse,Spokane,WA,US,2019-06-07,,,,,,,general protestors,Against Spokane police; rallying for release of body camera information ,1,Protest,0,0,0,0,1,1,https://www.kxly.com/news/-i-want-my-son-back-family-of-man-killed-by-spokane-police-hold-monthly-protest/1084498309,,,,,
Springfield,Riverbend Hospital ,Lane,OR,US,2019-06-07,dozens,24,,24,,,general protestors,Support PeaceHealth Nurse Midwifery Birth Center,0,Rally,0,0,0,0,1,1,https://www.kezi.com/content/news/Birth-center-supporters-rally-at-RiverBend-Hospital-to-protest-closure-510999401.html,,,,,
Tulsa,Tulsa County Courthouse,Tulsa,OK,US,2019-06-07,,,,,,,The New Black Panther Party ,Support for a woman who said she was raped while incarerated,0,Rally,0,0,0,0,1,1,https://www.tulsaworld.com/news/local/new-black-panther-party-to-rally-for-woman-who-said/article_0b704eb3-72cb-52ae-8de7-8a4da71a259e.html,,,,,
Vancouver,Heritage High School,Clark,WA,US,2019-06-07,dozens,24,,24,,,Heritage High School students,Supporting a student who was banned from graduation,0,Protest,0,0,0,0,1,1,https://katu.com/news/local/students-walk-out-in-protest-to-support-classmate-banned-from-walking-at-graduation,,,,,
Wilmington,Rodney Square,New Castle,DE,US,2019-06-07,dozens,24,,24,,,Moms Demand Action for Gun Sense in America Delaware,Against gun violence,1,Rally; March,0,0,0,0,1,1,https://www.delawareonline.com/story/news/politics/2019/06/07/delaware-gun-control-bills-blocked-but-supporters-arent-giving-up/1380253001/,,,,,
Annapolis,,Anne Arundel,MD,US,2019-06-08,,,,,,,Moms Demand Action for Gun Sense; Wear Orange,Against gun violence,1,Rally,0,0,0,0,1,1,https://www.baltimoresun.com/maryland/baltimore-city/bs-md-wear-orange-20190608-story.html,,,,,
Atlanta,State Farm Arena,Fulton,GA,US,2019-06-08,a couple,2,,2,,,general protestors,anti-LGBTQ,2,protest,0,0,0,0,1,1,https://www.yahoo.com/entertainment/ariana-grande-apologizes-to-fans-for-homophobic-protest-outside-her-show-you-are-all-so-celebrated-and-loved-154040532.html,,,,,
Baltimore,Coppin State University,Baltimore City ,MD,US,2019-06-08,,,,,,,Moms Demand Action for Gun Sense; Wear Orange,Against gun violence,1,Rally,0,0,0,0,1,1,https://www.baltimoresun.com/maryland/baltimore-city/bs-md-wear-orange-20190608-story.html,,,,,
Barre,,Washington ,VT,US,2019-06-08,roughly 200,200,,200,,,The Vermont Workers' Center,Calling for protecting and expanding Medicaid coverage,1,Rally; march,0,0,0,0,1,1,https://vtdigger.org/2019/06/10/advocates-march-protect-medicaid-weekend-barre-rally/,,,,,
Boston,From Copley Square to City Hall Plaza,Suffolk,MA,US,2019-06-08,Tens of thousands,20000,,20000,,,general supporters,LGBTQ+ pride,1,Parade; rally,0,0,0,0,1,1,https://www.bostonglobe.com/metro/2019/06/08/boston-gears-for-pride-parade-noon/TnaAtGWFeQkKIVxJRfmMSI/story.html,,,,,
Brattleboro,,Windham,VT,US,2019-06-08,,,,,,,Brattleboro area protestors,Demanding declaration of climate emergency,1,Protest,0,0,0,0,1,1,"https://www.reformer.com/stories/climate-change-protesters-interrupt-stroll-parade,576062",,,,,
Brunswick,Main St,Cumberland  ,ME,US,2019-06-08,,,,,,,Everytown for Gun Safety,Guns; For greater gun control,1,march,,,,,1,1,https://www.timesrecord.com/articles/front-page/orange-march-for-gun-reform-to-return-to-brunswick/,,,,,
Cambridge,,Dorchester,MD,US,2019-06-08,,,,,,,Moms Demand Action for Gun Sense; Wear Orange,Against gun violence,1,Rally,0,0,0,0,1,1,https://www.baltimoresun.com/maryland/baltimore-city/bs-md-wear-orange-20190608-story.html,,,,,
Columbia,,Howard,MD,US,2019-06-08,,,,,,,Moms Demand Action for Gun Sense; Wear Orange,Against gun violence,1,Rally,0,0,0,0,1,1,https://www.baltimoresun.com/maryland/baltimore-city/bs-md-wear-orange-20190608-story.html,,,,,
Detroit,Spirit Plaza,Wayne,MI,US,2019-06-08,300 people,300,,300,,,Moms Demand Action for Gun Sense; Wear Orange,Against gun violence,1,Rally,0,0,0,0,1,1,https://www.detroitnews.com/story/news/local/detroit-city/2019/06/08/michigan-activists-officials-rally-gun-safety-detroit/1370656001/,,,,,
Edgewood,,Harford,MD,US,2019-06-08,,,,,,,Moms Demand Action for Gun Sense; Wear Orange,Against gun violence,1,Rally,0,0,0,0,1,1,https://www.baltimoresun.com/maryland/baltimore-city/bs-md-wear-orange-20190608-story.html,,,,,
Eugene,,Lane,OR,US,2019-06-08,dozens,24,,24,,,Moms Demand Action for Gun Sense in America,Against gun violence,1,Rally,0,0,0,0,1,1,https://www.kezi.com/content/news/Mothers-Demand-Action-rally-for-gun-reform-511028011.html,,,,,
Fort Walton Beach,,Okaloosa,FL,US,2019-06-08,about 40 ,40,,40,,,general protestors,Protecting neighborhood park from closing,0,Rally,0,0,0,0,1,1,https://www.nwfdailynews.com/news/20190608/residents-rally-for-neighborhood-park,,,,,
Frederick,,Frederick,MD,US,2019-06-08,,,,,,,Moms Demand Action for Gun Sense; Wear Orange,Against gun violence,1,Rally,0,0,0,0,1,1,https://www.baltimoresun.com/maryland/baltimore-city/bs-md-wear-orange-20190608-story.html,,,,,
Hagåtña,University of Guam,Guam,Guam,US,2019-06-08,,,,,,,Guam Pride,Civil Rights; Pro-LGBTQ; Pride,1,march,0,0,0,0,1,1,https://www.guampdn.com/story/entertainment/pika-magazine/2019/05/31/guam-pride-month-stonewall-pika-lgbtq/1244844001/,,,,,
Hartford,Heaven Skatepark ,Hartford,CT,US,2019-06-08,,,,,,,"Friends of Heaven, Underground Coalition, and Popup Boyz",anti-gun violence ,0,rally,0,0,0,0,1,1,https://www.courant.com/ctnow/things-to-do/hc-ctnow-increase-the-peace-heaven-skatepark-hartford-0606-20190604-tj542gvhbzfehavlfsqi4ay77y-story.html,,,,,
Haverhill,Outside Mark's Deli in Railroad Square,Essex,MA,US,2019-06-08,,,,,,,general protestors,Against a lawsuit filed over a marijuana sales shop,0,Protest,0,0,0,0,1,1,https://www.eagletribune.com/news/picket-on-saturday-will-protest-lawsuit-against-downtown-haverhill-pot/article_97485006-894b-11e9-8c97-070d670bb298.html,,,,,
Hendersonville,,Henderson,NC,US,2019-06-08,,,,,,,Moms Demand Action for Gun Sense in America,Against gun violence,1,Rally,0,0,0,0,1,1,https://wlos.com/news/local/families-of-riley-howell-candace-pickens-join-rally-against-gun-violence,,,,,
Hillsboro,,Washington,OR,US,2019-06-08,100 residents,100,,100,,,general protestors,Protest rise in gun deaths,1,Protest,0,0,0,0,1,1,https://pamplinmedia.com/ht/117-hillsboro-tribune-news/430815-339072-hillsboro-wear-orange-march-aims-to-stop-gun-violence,,,,,
Indianapolis,,Marion,IN,US,2019-06-08,,,,,,,general protestors,Support LGBTQ* communities,1,March ,0,0,0,0,1,1,https://fox59.com/2019/06/06/merritt-to-no-longer-march-in-indy-pride-parade-following-controversy/,,,,,
Iowa City,College Green Park,Johnson,IA,US,2019-06-08,,,,,,,Moms Demand Action ,Anti-gun violence,1,Rally,0,0,0,0,1,1,https://littlevillagemag.com/wear-orange-moms-demand-action-will-rally-for-gun-safety-on-saturday/,,,,,
Lafayette,Festival Plaza,Boulder,CO,US,2019-06-08,,,,,,,Moms Demand Action; Wear Orange,Against gun violence,1,Rally,0,0,0,0,1,1,https://www.dailycamera.com/2019/06/06/fight-like-a-mother-shannon-watts-boulder-gun-violences-got-off-the-sidelines-and-took-action-against-gun-violence-with-mom-led-advocacy-group/,,,,,
Lakewood,FirstEnergy Park,Ocean  ,NJ,US,2019-06-08,,,,,,,Yehuda Levin,Civil Rights; Anti-LGBTQ,2,protest,0,0,0,0,1,1,https://www.phillyvoice.com/rabbi-protest-lakewood-new-jersey-pride-event-phillies-minor-league-baseball/,,,,,
Laredo,201 78043 Zebu Ct,Webb,TX,US,2019-06-08,,,,,,,Clean Up Club,for climate change action; pro-environment,1,Demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,,8:00-11:00am,
Longmont,,Boulder,CO,US,2019-06-08,,,,,,,Moms Demand Action; Wear Orange,Against gun violence,1,Rally,0,0,0,0,1,1,https://www.dailycamera.com/2019/06/06/fight-like-a-mother-shannon-watts-boulder-gun-violences-got-off-the-sidelines-and-took-action-against-gun-violence-with-mom-led-advocacy-group/,,,,,
Longview,Lower Columbia college,Cowlitz  ,WA,US,2019-06-08,,,,,,,RAINS,Civil Rights; Pride; Pro-LGBTQ,1,march/festival,0,0,0,0,1,1,https://tdn.com/news/local/longview-lgbtq-groups-to-celebrate-pride-saturday-with-march-fesitval/article_22717af3-5737-5edd-8b78-5b3e5750d5ce.html,,,,,
Lynchburg ,Jubilee Family Development Center,Lynchburg City,VA,US,2019-06-08,hundreds,200,,200,,,Moms Demand Action for Gun Sense; Wear Orange,Against gun violence,1,Rally,0,0,0,0,1,1,https://www.newsadvance.com/news/local/hundreds-rally-for-gun-violence-awareness-in-lynchburg/article_3359ba1c-8d2f-5038-9e30-94e7f9565f6f.html,,,,,
Minden,,Fayette,WV,US,2019-06-08,about 150,150,,150,,,general protestors,raise awareness to PCB exposure issues,0,protest,0,0,0,0,1,1,http://chej.org/2019/06/10/minden-marches-on-after-superfund-designation/,,,,,
New York,Brooklyn Bridge; Brooklyn,Kings,NY,US,2019-06-08,hundreds,200,,200,,,general protestors,Against gun violence,1,Rally,0,0,0,0,1,1,https://www.nydailynews.com/news/politics/ny-name-tags-gun-control-brooklyn-bridge-20190608-ttpdpdp46vgmfbmaghapxav7mq-story.html,,,,,
New York,Cuomo's NYC office; Manhattan,New York ,NY,US,2019-06-08,over 80 ,80,,80,,,Tenant activists,Supporting universal rent control ,0,Rally,0,0,0,0,0,1,https://www.nydailynews.com/news/politics/ny-tenants-rent-regulation-nine-bills-cuomo-rally-20190608-wpk3dqlt35e43i5ccejdttgvwm-story.html,,,,,
North Whitehall Township,Relic Hunter Firing Line,Lehigh,PA,US,2019-06-08,dozens,24,,24,,,general protestors,Support Second Amendment,2,Rally,0,0,0,0,1,1,https://www.mcall.com/news/local/mc-nws-coplay-gun-rights-20190608-snyi3scopnhftpiv7c3vlnkqfu-story.html,,,,,
Paterson,City Hall,Passaic,NJ,US,2019-06-08,about 30,30,,30,,,Wear Orange,Against gun violence,1,Rally,0,0,0,0,1,1,https://www.northjersey.com/story/news/local/2019/06/08/gun-violence-awareness-rallies-draw-crowds-paterson-ridgewood/1387194001/,,,,,
Ridgewood,City Hall,Bergen,NJ,US,2019-06-08,,,,,,,Wear Orange,Against gun violence,1,Rally ,0,0,0,0,1,1,https://www.northjersey.com/story/news/local/2019/06/08/gun-violence-awareness-rallies-draw-crowds-paterson-ridgewood/1387194001/,,,,,
Rochester ,Genesee Street,Monroe,NY,US,2019-06-08,,,,,,,general protestors,Against gun violence,1,Rally,0,0,0,0,1,1,https://13wham.com/news/local/community-rallies-behind-victims-survivors-of-gun-violence,,,,,
Salt Lake City,Sugar House Park,Salt County,UT,US,2019-06-08,about 100 ,100,,100,,,Moms Demand Action,Against gun violence,1,Rally,0,0,0,0,1,1,https://www.deseret.com/2019/6/8/20675227/anti-gun-violence-group-rallies-in-utah-for-solutions-to-deadly-shootings#sandy-resident-gaby-jensen-and-her-son-sagan-walk-trough-orange-flags-as-they-attend-the-utah-wear-orange-in-the-park-event-at-sugar-house-park-in-salt-lake-city-on-saturday-june-8-2019-wear-orange-is-an-event-for-national-gun-violence-awareness-day-where-thousands-of-americans-and-local-community-partners-will-join-together-across-the-country-making-a-public-commitment-to-work-together-to-encourage-support-and-work-toward-solutions-to-save-lives-from-gun-violence,,,,,
San Francisco,Golden Gate Bridge,San Francisco,CA,US,2019-06-08,an estimated 500 people; hundreds,200,,500,,,Moms Demand Action for Gun Sense in America,Against gun violence,1,Rally,0,0,0,0,1,1,https://www.mercurynews.com/2019/06/09/golden-gate-bridge-fills-as-hundreds-rally-to-end-gun-violence/,,,,,
Savannah,On the corner of Congress Street and Barnard Street at Ellis Square,Chatham,GA,US,2019-06-08,,,,,,,Savannah Animal Advoacy ,Protest horse and carriage rides,0,Protest,0,0,0,0,1,1,https://www.wsav.com/news/local-news/savannah-animal-advocacy-to-protest-horse-and-carriage-rides/,,,,,
Silver Spring,,Montgomery,MD,US,2019-06-08,,,,,,,Moms Demand Action for Gun Sense; Wear Orange,Against gun violence,1,Rally,0,0,0,0,1,1,https://www.baltimoresun.com/maryland/baltimore-city/bs-md-wear-orange-20190608-story.html,,,,,
Somers Point,Route 52 causeway ,Atlantic,NJ,US,2019-06-08,,,,,,,Moms Demand Action for Gun Sense in America- Atlantic/Cape May,Against gun-violence,1,Protest,0,0,0,0,1,1,https://www.pressofatlanticcity.com/news/activists-march-against-gun-violence-in-somers-point-ocean-city/article_e375a89a-d1dd-5f64-a91f-dd737e50fa1e.html,https://www.pressofatlanticcity.com/news/activists-plan-june-march-against-gun-violence-advocate-for-sensible/article_41fb4a59-35db-55ee-af9a-7e6a52622217.html,,,,
Springfield,,Greene,MO,US,2019-06-08,over 100,100,,100,,,general protestors,Against abortion restrictions,1,Rally,0,0,0,0,1,1,https://www.ky3.com/content/news/The-fight-for-peoples-rights-continues-in-Springfield-511031132.html,,,,,
Springfield,Park Central Square,Greene ,MO,US,2019-06-08,,,,,,,General Protesters,Civil Rights; Against abortion rights,2,counter protest,5,1,0,0,0,1,https://www.news-leader.com/story/news/local/ozarks/2019/06/03/springfield-police-investigating-confrontations-officers-protesters-pro-choice-rally/1332267001/,,,,,
St. Louis,"St. Alphonsus Liqouri ""Rock"" Cathoic Church to the Boys and Girls Club of Greater St. Louis ",St. Louis City ,MO,US,2019-06-08,hundreds ,200,,200,,,general protestors,anti gun violence ,0,march ,0,0,0,0,1,1,http://www.stlamerican.com/news/local_news/hundreds-march-against-gun-violence-in-st-louis-for-wear/article_3ea1478e-8d68-11e9-b7cc-efbd1a794310.html,,,,,
Tallahassee,Godby High School,Leon,FL,US,2019-06-08,about 100,100,,100,,,#WearOrange supporters,Against gun-violence,1,Rally,0,0,0,0,1,1,https://www.tallahassee.com/story/news/2019/06/08/tallahassee-teenagers-address-gun-violence-during-community-rally/1394969001/,,,,,
Virginia Beach ,Mount Trashmore Park ,Virginia Beach City,VA,US,2019-06-08,hundreds,200,,200,,,general protestors,Against gun violence,0,March,0,0,0,0,1,1,https://www.13newsnow.com/article/news/local/mycity/virginia-beach/hundreds-march-at-mount-trashmore-to-honor-victims-of-virginia-beach-mass-shooting/291-bc3bf6d4-909c-4941-b553-8c226b456150,,,,,
West Hartford,Sherman Town Green; 1451 Post Rd,Hartford,CT,US,2019-06-08,,,,,,,Moms Demand Action,against gun violence; for gun reform,1,march; protest,0,0,0,0,1,1,https://www.wearorange-ct.org/events/hartford-area-wearorange-walk,,,,,
Des Moines,Iowa Capitol Building to Grand Avenue in the East Village,Polk ,IA,US,2019-06-09,,,,,,,Iowa Safe Schools; general protestors,Pro-LGBTQ,1,Parade,0,0,0,0,1,1,http://www.iowastatedaily.com/news/des-moines-capital-city-lgbtquia-pride-2019-participated-in-by-people-of-all-backgrounds/article_654107e0-8b05-11e9-9394-3f51269a27e7.html,,,,,
Fairfield,,Fairfield,CT,US,2019-06-09,,,,,,,"Fairfield, Bridgeport and Westport Moms",against gun violence; for gun reform,1,rally,0,0,0,0,1,1,https://www.wearorange-ct.org/events/wearorange-on-the-green,,,,,
Fairfield,Sherman Green,Fairfield,CT,US,2019-06-09,close to 200 ,200,,200,,,Moms Demand Action,Anti-Gun; gun violence awareness,1,Rally,0,0,0,0,1,1,https://www.westport-news.com/news/article/Wear-Orange-rally-raises-awareness-about-13965056.php,,,,,
Poughkeepsie,Main Street,Dutchess,NY,US,2019-06-09,at least one thousand; thousands,1000,,2000,,,Dutchess County Pride Center; LGBTQ+ community,Pro-LGBTQ,1,March,0,0,0,0,1,1,https://www.poughkeepsiejournal.com/story/news/local/2019/06/09/poughkeepsie-celebrates-inaugural-pride-weekend-parade-festival/1387654001/,,,,,
Rochester,Assisi Heights Spirituality Center,Olmsted,MN,US,2019-06-09,dozens ,24,,24,,,Minnesota Moms Demand Action ,Anti-Gun; gun violence awareness,1,Rally,0,0,0,0,1,1,https://www.postbulletin.com/news/local/why-minnesota-moms-donned-orange-at-rochester-rally-sunday/article_7cece292-8af6-11e9-82c0-af5d71535155.html,,,,,
Sacramento,The Capitol Mall,Sacramento,CA,US,2019-06-09,,,,,,,#StillHere Alliance for Trans Rights,Protest police participation in Sacramento Pride,1,Protest,0,0,0,0,1,1,https://www.sacbee.com/news/local/article231275008.html,,,,,
Sacramento,L and 5th Streets,Sacramento,CA,US,2019-06-09,,,,,,,general protesters,For the inclusion of police in an LGBTQ+ Pride event,2,Counter-protest,0,0,0,0,0,1,https://www.abc10.com/article/news/local/sacramento/protest-at-sacramento-pride-criticizes-inclusion-of-police-in-uniform-at-event/103-b57df9bc-fda1-47c7-9e00-b7333abde214,,,,,
Sacramento,,Sacramento,CA,US,2019-06-09,,,,,,,general supporters,LGBTQ+ pride,1,Parade; rally,0,0,0,0,0,1,https://www.abc10.com/article/news/brings-tears-to-my-eyes-sacramento-pride-parade-celebrates-love-for-all/103-3c4b0e95-d651-405e-820c-396a55d18fa2,https://www.sacbee.com/news/local/article231214533.html,,,,
Seattle,,King,WA,US,2019-06-09,hundreds,200,,200,,,general protestors,Against gun violence,1,March,0,0,0,0,1,1,https://komonews.com/news/local/we-can-save-lives-hundreds-march-in-seattle-to-end-gun-violence,,,,,
Albuquerque,,Bernalillo,NM,US,2019-06-10,dozens,24,,24,,,general protestors,Against child abuse,0,Rally,0,0,0,0,1,1,https://www.kob.com/albuquerque-news/dozens-rally-against-child-abuse-in-downtown-albuquerque/5383168/,,,,,
