CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4
Los Angeles,Hall of Justice,CA,US,2018-09-05,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,
Minneapolis,Broadway and Fremont Avenues,MN,US,2018-09-05,47 went 212 interested,47,,47,,,Twin Cities Coalition 4 Justice 4 Jamar,rallying for conviction of local police officer who killed Black child,1,rally,,,,,1,1,http://www.fightbacknews.org/2018/9/4/twin-cities-laquan-mcdonald-solidarity-rally-set,,,Facebook event count,
Montclair,Montclair State University,NJ,US,2018-09-05,hundreds,200,,200,,,Mikie Sherrill congressional campaign,Pro-Democratic party candidate,1,rally,0,0,0,0,1,1,https://www.northjersey.com/picture-gallery/news/2018/09/05/former-vice-president-joe-biden-shows-his-support-mickie-sherrill-rally/1206913002/,https://www.northjersey.com/story/news/new-jersey/2018/09/05/joe-biden-plans-visit-nj-battleground-district-mikie-sherrill/1193935002/,http://www.montclairlocal.news/wp/index.php/2018/09/06/joe-biden-montclair/,,
Moorpark,In-N-Out Burger,CA,US,2018-09-05,about a dozen,12,,12,,,general ralliers,pro-Trump,2,rally,0,0,0,0,1,1,https://www.dailynews.com/2018/09/05/trump-supporters-put-maga-on-the-menu-at-in-n-out-moorpark-rally/,,,,
Stillwater,Industry area (prisoner work area),MN,US,2018-09-05,,,,,,,corrections officers,protesting reopening of prisoner work area without sufficient security,0,protest,0,0,0,0,1,1,https://minnesota.cbslocal.com/2018/09/05/stillwater-prison-protest/,,,,
Washington,inside US Capitol,DC,US,2018-09-05,,73,,73,,,general protestors,protesting confirmation hearings of Supreme Court Justice nominee Brett Kavanaugh,1,protest,73,,,,1,1,https://www.reuters.com/article/us-usa-court-protests/hundreds-arrested-in-multi-day-protests-of-supreme-court-nominee-idUSKCN1LN2K3,https://news.vice.com/en_us/article/paw7jv/piper-perabo-and-linda-sarsour-among-143-arrested-in-kavanaugh-confirmation-hearing-protests,,,
Washington,US House hearing room,DC,US,2018-09-05,na,1,,1,,,general protestor,pro-Trump; anti-Twitter bias,2,protest,0,0,0,0,0,1,https://www.cnet.com/news/protest-in-twitter-hearing-talked-over-by-auctioneering-congressman/,,,,
Billings,MetraPark Arena,MT,US,2018-09-06,,,,,,,President Trump,Rally for Republican candidates,2,rally,,,,,1,1,https://www.donaldjtrump.com/rallies/montana-sep-2018/,,,,
Billings,MetraPark Arena,MT,US,2018-09-06,about 10000,10000,,10000,,,President Trump,for President Trump,2,rally,0,0,0,0,1,1,https://www.greatfallstribune.com/story/news/2018/09/06/donald-trump-montana-rally-billings-crowd/1214947002/,,,feat. President Trump,
Billings,outside MetraPark Arena,MT,US,2018-09-06,,,,,,,general protestors,anti-Trump,1,rally,,,,,1,1,https://billingsgazette.com/news/government-and-politics/protesters-among-crowd-at-metrapark-before-trump-rally-in-billings/article_d379edae-6e57-524e-a148-16c2aa717725.html,,,,
Concord, in front of the State House in Concord,NH,US,2018-09-06,hundreds of supporters,100,,200,,,general protestors,biomass and renewable energy supporters,0,rally,0,0,0,0,1,1,https://www.conwaydailysun.com/berlin_sun/news/local/large-crowd-rallies-in-support-of-sb-biomass-bill/article_b8192a0e-b1ff-11e8-ae4a-b34262939ee8.html,,,,
Cornelius,along Interstate 77,NC,US,2018-09-06,,,,,,,general protestors,against toll road,0,protest,0,0,0,0,1,1,https://www.wsoctv.com/news/local/protesters-make-voices-heard-against-i-77-toll-road-project/828718084,,,,
Durham,East Campus,NC,US,2018-09-06,,,,,,,Duke People’s State of the University,12 demands for school administration,0,rally,0,0,0,0,1,1,https://www.dukechronicle.com/article/2018/09/students-and-faculty-rally-wednesday-to-support-renaming-of-carr-building-protest-white-supremacy,,,,
Hudson County,,NJ,US,2018-09-06,about 2 dozen,24,,24,,,general protestors,against ICE,1,protest,,,,,1,1,https://www.northjersey.com/videos/news/state/2018/09/07/ice-protest-hudson-county/1217987002/,,,,
Jersey City,outside the Hudson County Democratic Party's annual gala,NJ,US,2018-09-06,,,,,,,general protest,anti-ICE,1,protest,,,,,1,1,https://www.nj.com/hudson/index.ssf/2018/09/anti-ice_protest_planned_for_outside_hudson_democr.html,,,,
Las Vegas,University of Nevada Las Vegas,NV,US,2018-09-06,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/rise-for-climate-vegas-rally,,,
Moorpark,In-N-Out Burger,CA,US,2018-09-06,about a dozen people,12,,12,,,general protestors ,Pro-Trump rally,2,rally,0,0,0,0,1,1,https://www.mercurynews.com/2018/09/06/trump-supporters-put-maga-on-the-menu-at-in-n-out-moorpark-rally-2/,,,,
New York,Battery Park,NY,US,2018-09-06,as many as 3000,3000,,3000,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,https://riseforclimate.org/live/#,https://indypendent.org/2018/09/new-yorkers-rise-for-climate-justice-and-jobs/,,,
Orlando,Ace Cafe Downtown Orlando,FL,US,2018-09-06,Fla. Republican nominees/count pic,20,,40,,,Florida GOP,rally for unity,2,rally,0,0,0,0,1,1,https://www.orlandosentinel.com/news/politics/os-pictures-fla-gop-rallies-for-unity-in-orlando-20180906-photogallery.html,https://www.apnews.com/78230578164a49c38cfbfb7efad86944,,,
Philadelphia,inside Huntsman Hall; UPenn,PA,US,2018-09-06,na,8,,8,,,students,protest new hall hours,0,protest; sit-in,0,0,0,0,1,1,https://www.thedp.com/article/2018/09/huntsman-hall-protest-low-turnout-upenn-philly-upenn-hours-wellness-wharton,,,,
Pilot Mound,"Pilot Mound to Oak Park, Dayton",IA,US,2018-09-06,,,,,,,Rise for Climate; First Nation Farmer Climate Unity March,Raising awareness about lawsuit on behalf of land owners who had property taken in order to build the Dakota Access Pipeline,1,march; rally,,,,,1,1,http://boldiowa.com/2018-first-nation-farmer-climate-unity-march/,,,,
Pittsburgh ,in front of a Department of Environmental Protection office,PA,US,2018-09-06,about 20 people,20,,20,,,general protestors,"""urge the agency to deny Shell Pipeline Co.’s permit application for the Falcon ethane pipeline.""",0,rally,0,0,0,0,1,1,http://www.timesonline.com/news/20180906/groups-protest-against-shell-pipeline-project-in-front-of-dep-office,,,,
Providence,Rhode Island State House,RI,US,2018-09-06,more than 70,70,,70,,,general protestors,more female representation,1,rally,0,0,0,0,1,1,http://www.providencejournal.com/news/20180906/pink-wave-women-rally-at-state-house-to-support-female-candidates,,,,
Sellersburg,Ivy Tech Sellersburg campus,IN,US,2018-09-06,,,,,,,general protestors,"rallying in support of addiction services, anti-drugs",0,rally,,,,,1,1,https://www.newsandtribune.com/news/students-to-speak-up-at-ivy-tech-addiction-recovery-rally/article_63a5e88c-b08c-11e8-a6c9-83ef50d71da0.html,,,,
Sierra Vista,Veterans Memorial Park,CA,US,2018-09-06,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,0,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/96-rise-for-climate-jobs-and-justice-sierra-vista,,,
Trenton,outside Statehouse,NJ,US,2018-09-06,A few hundred,100,,100,,,general protestors,drivers license for undocumented immigrants,0,rally,0,0,0,0,1,1,http://nj1015.com/nj-rally-demands-drivers-licenses-for-undocumented-immigrants/,,,,
Tyler,200 N. Beckham,TX,US,2018-09-06,,,,,,,Democratic Party,rally for Shirley McKellar,2,rally,,,,,1,1,http://www.newslocker.com/en-ca/region/mckellar/political-happenings-mckellar-campaign-organizing-rally-fox-news-commentator-to-speak-gohmert-to-speak-tyler-morning-telegraph/,,,,
Washington,inside US Capitol,DC,US,2018-09-06,,,,,,,general protestors,protesting confirmation hearings of Supreme Court Justice nominee Brett Kavanaugh,1,protest,70,0,0,0,1,1,https://www.washingtonpost.com/politics/kavanaugh-hearing-trumps-nominee-will-pledge-to-be-a-neutral-and-impartial-arbiter/2018/09/04/5fbaec1a-b035-11e8-9a6a-565d92a3585d_story.html?utm_term=.6f5c740520b7,https://www.reuters.com/article/us-usa-court-protests/hundreds-arrested-in-multi-day-protests-of-supreme-court-nominee-idUSKCN1LN2K3,,Reuters said 212 arrests through Thursday,
Yakima,Millenium Plaza,WA,US,2018-09-06,,,,,,,general protestors,rallying for ballot measure calling for a carbon emissions fee,1,rally,,,,,1,1,https://www.yakimaherald.com/news/local/climate-control-rally-set-for-saturday-in-downtown-yakima/article_0a5f3f14-b080-11e8-bd17-bbc8c370d8f7.html,,,,
Arlington,Unitarian Universalist Church,VA,US,2018-09-07,more than 100,100,,100,,,general ralliers,"anti-pipeline, pro-environment",1,rally,0,0,0,0,1,1,https://augustafreepress.com/virginians-unite-in-rally-opposing-fracked-gas-pipelines/,http://bluevirginia.us/2018/09/video-photos-karenna-gore-leads-rally-in-arlington-for-our-planet-against-destructive-dirty-fossil-fuel-e-g-fracked-gas-pipeline-projects,,,
Augusta,Maine Department of Environmental Protection,ME,US,2018-09-07,about 30,30,,30,,,general protestors,anti-power line project; pro-environment,1,protest,0,0,0,0,1,1,https://www.pressherald.com/2018/09/07/opponents-of-cmp-power-line-project-rally-in-augusta/,,,,
Birdland,outside the Kearny Mesa juvenile hall,CA,US,2018-09-07,na,2,,2,,,National Action Network San Diego; Council on American-Islamic Relations,protest poor quality food,0,protest,0,0,0,0,1,1,http://www.sandiegouniontribune.com/news/watchdog/sd-me-county-protest-20180907-story.html,,,,
Carbondale,Carbondale Civic Center,IL,US,2018-09-07,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/screening-reinventing-power-americas-renewable-energy-boom-clean-energy-forum,,,
Clarkston,Chef Timothy Park,WA,US,2018-09-07,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/free-the-snake-flotilla-rise-for-climate,,,
Davis ,The Chicana/Latina Student Success Center at UC Davis,CA,US,2018-09-07,,,,,,,general protest ,protesting the  poor treatment of female janitors ,0,march; protest ,0,0,0,0,1,1,https://www.dailydemocrat.com/2018/09/13/janitors-march-to-capitol-with-a-stop-in-davis/,,,This is only one stop on their 100-mile march from San Francisco to Sacramento,
Dayton,"Dayton Park to Nelson Farm, Otho",IA,US,2018-09-07,,,,,,,Rise for Climate; First Nation Farmer Climate Unity March,Raising awareness about lawsuit on behalf of land owners who had property taken in order to build the Dakota Access Pipeline,1,march; rally,,,,,1,1,http://boldiowa.com/2018-first-nation-farmer-climate-unity-march/,,,,
Fairbanks,University of Alaska Fairbanks,AK,US,2018-09-07,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/alaska-leaping-forward,,First day of 3 day event,
Fargo,near the Delta Hotels by Marriott,ND,US,2018-09-07,roughly 60,60,,60,,,general protestors,anti-Trump,1,protest,0,0,0,0,1,1,http://www.grandforksherald.com/news/government-and-politics/4496448-protest-praise-display-outside-trump-event,,,protest Trump fundraiser,
New Paltz,SUNY New Paltz,NY,US,2018-09-07,,,,,,,Zephyr Teachout campaign,pro-Democratic party candidate,1,rally,0,0,0,0,1,1,https://www.poughkeepsiejournal.com/story/news/local/2018/09/07/teachout-discusses-toxic-campaign-money-election-new-paltz/1214997002/,,,,
Peoria,Renaissance Community Community Garden,IL,US,2018-09-07,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/performance-in-the-park,,,
Puyallup,Pioneer Park,WA,US,2018-09-07,,,,,,,general protestors,pro-teachers; demanding better pay for teachers,1,rally,0,0,0,0,1,1,https://www.thenewstribune.com/news/local/community/puyallup-herald/article218018395.html,,,,
San Bernardino,Cal State San Bernardino,CA,US,2018-09-07,more than 1100,1100,,1100,,,San Bernardino County,supporting the Vision2Read project to help raise literacy countywide,0,rally,0,0,0,0,1,1,https://www.pe.com/2018/09/07/more-than-1100-students-rally-for-reading-at-cal-state-san-bernardino/,,,,
San Francisco,"""Market Street, from the Ferry Building to Civic Center Plaza"" ",CA,US,2018-09-07,hundreds,100,,100,,,"""environmental, justice,and other advocacy organizations"" Environmental protestors",climate change,1,protest,0,0,0,0,1,1,https://www.sfchronicle.com/news/article/March-for-climate-change-Huge-gathering-expected-13210065.php,,,,
Sarasota,outside the Florida Department of Corrections' Sarasota circuit office on 17th Street,FL,US,2018-09-07,,,,,,,Party for Socialism and Liberation - Florida and Answer Coalition,in solidarity with national prison strike,1,rally,,,,,1,1,https://www.pslweb.org/sarasota_rally_in_solidarity_with_the_national_prison_strike,,,,
Sioux Falls,corner of Western Avenue and Madison street,SD,US,2018-09-07,more than 50,50,,50,,,general protestors,anti-Trump,1,protest,0,0,0,0,1,1,https://www.keloland.com/news/local-news/people-protest-president-trump-s-visit/1425969997,https://www.argusleader.com/story/news/politics/2018/09/07/pop-up-protesters-chant-trump-must-go-president-arrives-sioux-falls/1226479002/,,,
Washington,U.S. Capitol,DC,US,2018-09-07,dozens,24,,24,,,general protestors,anti-immigration; protesting crimes committed by undocumented immigrants,2,rally,0,0,0,0,1,1,https://www.omaha.com/news/politics/sarah-root-s-mother-urges-tougher-immigration-policies-at-washington/article_d927d137-9f53-5711-b2fc-586919b9a8dd.html,,,,
Willimantic,Corner of Main & Jackson St,CT,US,2018-09-07,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Woonsocket,Market Square,RI,US,2018-09-07,about 200,200,,200,,,Woonsocket Teachers Guild,protesting contract negotiation stall,0,0,0,0,0,0,1,1,https://www.woonsocketcall.com/news/city-teachers-protest-as-contract-talks-stall/article_c6731b6e-b312-11e8-a608-bbc4a51e4935.html,,,,
Yarmouth,,ME,US,2018-09-07,,,,,,,Senator Eric Brakey's campaign,pro-Republican party campaign,2,rally,0,0,0,0,1,1,https://wgme.com/news/local/sen-rand-paul-visits-campaign-rally-in-yarmouth,,,,
Adrian,Heritage Park,MI,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Albany,Governor's Mansion,NY,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,https://riseforclimate.org/live/#,https://dailygazette.com/article/2018/09/08/rally-links-johnstown-to-global-movement,,,
Albuquerque,Rio Grande,NM,US,2018-09-08,hundreds,200,,200,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,http://www.krwg.org/post/albuquerque-marchers-demand-action-climate-water-jobs-justice,,,,
Ames,Unitarian Universalist Church,IA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Anacortes,Main Intersection - 12th St & Commercial Ave,WA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Anaheim ,Anaheim Convention Center,CA,US,2018-09-08,about 750,750,,750,,,Democratic Party,promoting voting in the midterm election ,1,rally,0,0,0,0,1,1,https://www.theguardian.com/us-news/2018/sep/08/barack-obama-california-rally-democrats-midterms-house,http://www.latimes.com/politics/essential/la-pol-ca-essential-politics-may-2018-obama-s-rally-for-democratic-house-1536262733-htmlstory.html,https://thinkprogress.org/obama-anaheim-rally-congressional-candidates-c25cbed28812/,,
Anchorage,Delaney Park Strip Mall,AK,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Ann Arbor,350 South Avenue; library lot,MI,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Annandale-on-Hudson,Bard College,NY,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Appleton,downtown ,WI,US,2018-09-08,50-100,50,,100,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,https://www.postcrescent.com/story/news/2018/09/06/rise-climate-fox-cities-residents-plan-rally-climate-change/1211143002/,,,,
Appleton,Sidewalks by Houdini Plaza,WI,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Asheville,Pritchard Park,NC,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Athens,West Broad Farmers Market,GA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,https://riseforclimate.org/live/#,https://www.redandblack.com/athensnews/activists-and-politicians-call-for-percent-renewable-energy-in-athens/article_b807f41a-b3cf-11e8-a799-bb09bd6e53af.html,,,
