CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4
Colorado Springs,City Hall,CO,US,2017-02-04,,200,450,700,220,630,general protestors,protest immigration ban,1,demonstration,0,0,0,0,1,1,approximation from video and pictures,http://www.koaa.com/story/34427684/hundreds-gather-in-colorado-springs-to-protest-immigration-order,http://coloradosprings.com/hundreds-rally-in-colorado-springs-in-support-of-muslims-day-after-judge-halts-trump-travel-ban/article/1596033,,
Denver,Civic Park,CO,US,2017-02-04,,2000,6000,10000,2200,9000,general protestors,"end the ""Muslim ban"", immigration",1,rally,0,0,0,0,1,1,http://kdvr.com/2017/02/04/large-crowd-gathers-in-downtown-to-support-muslim-neighbors-in-denver/,https://www.facebook.com/events/786629944818226/790807697733784/?notif_t=admin_plan_mall_activity&notif_id=1486220649263250,,,
Denver ,Senator Cory Gardner's Office at 1125 17th Street,CO,US,2017-02-04,,100,150,200,110,180,"Denver parents, teachers and other community members`","Protest Betsy DeVos, education ",1,demonstraton,0,0,0,0,0,1,http://denver.cbslocal.com/2017/02/04/betsy-devos-cory-gardner-colorado-denver/,http://www.denverpost.com/2017/02/04/more-than-a-hundred-rally-to-urge-cory-gardner-to-reject-devos-confirmation/,,,
Flint ,from City Hall to University of Michigan Flint,MI,US,2017-02-04,,400,400,400,440,360,General Protest,protest immigration ban,1,March,0,0,0,0,1,1,http://www.mlive.com/news/flint/index.ssf/2017/02/hundreds_march_in_flint_to_pro.html,,,,
Fort Collins,Rolland Moore Park,CO,US,2017-02-04,,800,800,800,880,720,Poudre Education Association and general protestors,"Protest Betsy DeVos, education ",1,demonstration ,0,0,0,0,1,1,http://www.coloradoan.com/story/news/2017/02/04/100s-gather-fort-collins-saturday-protest-devos-trump/97487476/,,,,
Greenville ,One City Plaza,SC,US,2017-02-04,,200,350,500,220,450,The Islamic Society of Greenville,protest immigration ban,1,protest,0,0,0,0,1,1,http://wspa.com/2017/02/04/live-no-hate-no-fear-no-ban-rally-held-in-downtown-greenville/,http://www.greenvilleonline.com/picture-gallery/news/local/greenville/downtown/2017/02/04/no-hate-no-fear-no-ban-rally/97502022/,,,
Houston,City Hall,TX,US,2017-02-04,,250,275,300,275,270,General protestors,Protest immigration ban and Trump's policies,1,demonstrations,0,0,0,0,1,1,http://profootballtalk.nbcsports.com/2017/02/04/trump-protests-spread-to-houston/,http://abc13.com/news/saturday-protests-march-through-downtown-houston-/1737876/,,,
Idaho Falls,Broadway Bridge,ID,US,2017-02-04,,40,110,180,44,162,Eastern-Idaho Water Protectors and general protestors,protest Dakota Access Pipeline,1,demonstration,0,0,0,0,1,1,http://www.eastidahonews.com/2017/02/demonstrators-gather-broadway-bridge-protest/?t=32018,http://www.localnews8.com/news/locals-rally-for-standing-rock-and-muslim-immigrants/309945932,,,
Kearney,Nebraska senator Deb Fischer,NE,US,2017-02-04,,50,60,70,55,63,"Suit Up Nebraska, the Women’s March of Omaha and Indivisible organizations across Nebraska","Protest Betsy DeVos, education ",1,Demonstration,0,0,0,0,1,1,http://journalstar.com/news/local/education/protesters-urge-fischer-to-pull-support-for-devos/article_34b7f579-86cc-56e9-99e1-d2de86d9aa34.html,http://www.theindependent.com/news/regional/kearney/protesters-to-fischer-don-t-appoint-devos/article_7f30cf43-a592-5ea4-834d-746828c52ccf.html,,,
Kilauea,Kuleana lands,HI,US,2017-02-04,,100,100,100,110,90,general protestors,urge Zuckerberg to host a meeting regarding land dispute,0,rally,0,0,0,0,1,1,http://www.hawaiinewsnow.com/story/34428054/kauai-protesters-pledge-weekly-saturday-rally-over-kuleana-lands,,,,
Lincoln ,Nebraska senator Deb Fischer,NE,US,2017-02-04,,200,225,250,220,225,"Suit Up Nebraska, the Women’s March of Omaha and Indivisible organizations across Nebraska","Protest Betsy DeVos, education ",1,Demonstration,0,0,0,0,1,1,http://journalstar.com/news/local/education/protesters-urge-fischer-to-pull-support-for-devos/article_34b7f579-86cc-56e9-99e1-d2de86d9aa34.html,http://www.1011now.com/content/news/Nebraskans-react-to-Fischers-support-of-DeVos-412800223.html,,,
Miami ,Bayfront Park,FL,US,2017-02-04,,200,200,200,220,180,General Protest,protest immigration ban,1,demonstration,0,0,0,0,1,1,http://www.miamiherald.com/news/local/community/miami-dade/downtown-miami/article130779729.html,,,,
Monterey,Window on the Bay Park,CA,US,2017-02-04,,200,,700,,,general protestors,Protest immigration ban; anti-Trump,1,march; protest,0,0,0,0,1,1,https://mng-monterey.smugmug.com/keyword/trump%20protest/i-G7FdM8B,http://www.montereyherald.com/article/NF/20170204/NEWS/170209887,https://www.indybay.org/newsitems/2017/01/30/18796031.php,,
Montrose,,CO,US,2017-02-04,count pic,20,20,20,22,18,general protestors,protest immigration ban,1,protest  ,0,0,0,0,1,1,FB group; headcount approximated from photos,,,,
Moscow,East City Park,ID,US,2017-02-04,,500,650,800,550,720,general protest,protest immigration ban,1,protest,0,0,0,0,1,1,http://dnews.com/local/hundreds-turn-out-to-moscow-s-east-city-park-to/article_fa972c4e-eea9-5ea1-88b3-6b2b333482d1.html,,,,
New Haven ,Route 34 Connector (highway),CT,US,2017-02-04,,100,150,200,110,180,general protestors,protest immigration ban,1,protest; blockade,3,0,0,0,1,1,http://www.nbcconnecticut.com/news/local/Marchers-Protesting-President-Trumps-Immigration-Policies-Block-Streets-in-New-Haven-412789233.html,http://www.courant.com/breaking-news/hc-refugee-groups-after-suspended-executive-order-20170204-story.html,,,
New York,"Stonewall Inn, Manhattan",NY,US,2017-02-04,,2000,2000,2000,2200,1800,LGBTQ NYC Community,protest immigration ban,1,demonstration,0,0,0,0,1,1,http://www.huffingtonpost.com/entry/thousands-in-lgbtq-community-protest-trump-at-historic-stonewall-inn_us_5895faa2e4b09bd304bba329,,,,
Omaha,120th & W. Dodge,NE,US,2017-02-04,,100,150,200,110,180,"Suit Up Nebraska, the Women’s March of Omaha and Indivisible organizations across Nebraska","Protest Betsy DeVos, education ",1,Demonstration,0,0,0,0,1,1,http://www.ketv.com/article/watch-a-senior-living-community-do-carpool-karaoke/8692465,http://journalstar.com/news/local/education/protesters-urge-fischer-to-pull-support-for-devos/article_34b7f579-86cc-56e9-99e1-d2de86d9aa34.html,,,
Palm Beach ,From Trump plaza to Mar-a-logo resort,FL,US,2017-02-04,,1000,1000,1000,1100,900,General Protest,protest immigration ban; anti-Trump,1,march,0,0,0,0,1,1,http://www.miamiherald.com/news/local/community/broward/article130834569.html,,,,
Philadelphia,Downtown Philadelphia ,PA,US,2017-02-04,,200,200,200,220,180,General Protest ,protest immigration ban,1,march ,0,0,0,0,1,1,http://www.philly.com/philly/blogs/real-time/Crowd-protests-Vice-President-Mike-Pence-in-Philly-on-Saturday.html,,,,
Philadelphia,Philadelphia City Hall.,PA,US,2017-02-04,,2000,2000,2000,2200,1800,March for Humanity,protest immigration ban,1,march,0,0,0,0,0,1,http://www.philly.com/philly/blogs/real-time/Crowd-protests-Vice-President-Mike-Pence-in-Philly-on-Saturday.html,,http://www.nbcphiladelphia.com/news/local/Philadelphia-Protests-SEPTA-Options-412770083.html,,
Raleigh,Bicentennial Mall,NC,US,2017-02-04,,200,1100,2000,220,1800,general protestors,protest immigration ban,1,rally,0,0,0,0,1,1,http://www.newsobserver.com/news/local/counties/wake-county/article130772929.html,http://www.newsobserver.com/news/local/counties/wake-county/article130772929.html,,,
Rhinelander,airport RHI,WI,US,2017-02-04,,50,50,50,55,45,general protesters,"end the ""Muslim ban"", immigration",1,rally,0,0,0,0,1,1,https://www.pressreader.com/usa/chicago-tribune/20170212/281921657795759,,,,
Rienzi,Veterans Memorial Park ,MS,US,2017-02-04,,100,100,100,110,90,General protestors,protest removal of Christian flag,0,protest,0,0,0,0,1,1,http://www.dailymail.co.uk/news/article-4194016/Mississippi-town-protests-lowering-Christian-flag.html,,,,
Roseville,Downtown,CA,US,2017-02-04,,1000,1000,1000,1100,900,general protestors,protest repeal of Obamacare; health care,1,demonstration,0,0,0,0,1,1,https://www.washingtonpost.com/news/powerpost/wp/2017/02/04/protesters-give-chase-at-saturday-gop-events/?utm_term=.2e1d79f234c0,http://www.sacbee.com/news/politics-government/capitol-alert/article130781279.html,http://www.kcra.com/article/protesters-gather-outside-congressmans-town-hall-meeting/8677095,,
Saint Louis,,MO,US,2017-02-04,,,,,,,general protestors,anti-Trump,1,,,,,,1,1,http://www.usatoday.com/story/news/nation/2017/02/04/protests-erupt-globally-over-trump-actions-third-saturday-row/97495210/,,,,
Salt Lake City,Downtown,UT,US,2017-02-04,,1000,3000,5000,1100,4500,general protestors,anti-Trump; protest immigration ban,1,demonstration,0,0,0,0,1,1,approximation via photos,http://fox13now.com/2017/02/04/utah-march-for-refugees-gather-to-share-their-support-in-slc/,http://www.deseretnews.com/article/865672604/Thousands-of-Utahns-rally-for-refugees.html,,
San Francisco,Civic Center Plaza,CA,US,2017-02-04,,6000,7500,9000,6600,8100,general protestors,protest immigration ban and border wall,1,demonstration ,0,0,0,0,1,1,http://www.sfgate.com/bayarea/article/Protesters-rally-at-SF-Civic-Center-against-10908931.php,http://www.mercurynews.com/2017/02/04/hundreds-rally-against-trump-immigration-ban-in-sf/,,,
Scottsbluff,Nebraska senator Deb Fischer,NE,US,2017-02-04,,60,70,80,66,72,"Suit Up Nebraska, the Women’s March of Omaha and Indivisible organizations across Nebraska","Protest Betsy DeVos, education ",1,Demonstration,0,0,0,0,1,1,http://kneb.com/regional-news/dozens-protest-in-front-of-sen-fischers-scottsbluff-office-over-secretary-of-education-nominee/,http://www.nbcneb.com/scottsbluff/content/news/Men-women-and-children-protest-outside-of-Deb-Fischers-Scottsbluff-office-412789013.html,,,
Tallahassee ,Florida State University to Capitol,FL,US,2017-02-04,,1000,1500,2000,1100,1800,Student for Justice in Palestine,protest immigration ban,1,march,0,0,0,0,1,1,http://www.wctv.tv/content/news/Thousands-of-FSU-students-protest-President-Trumps-executive-order-412800553.html,http://www.tallahassee.com/story/news/2017/02/04/nearly-1000-people-protest-refugee-ban-old-capitol/97502946/,,,
Tucson,175 W. Alameda (Public Park),AZ,US,2017-02-04,,50,125,200,55,180,"We the People, Tucson",protest immigration ban,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1636194800020256/?active_tab=discussion,,,,
Washington,From the White house to Capitol hill ,DC,US,2017-02-04,,2000,,2000,,,General Protest,"end the ""Muslim ban"", immigration; anti-Trump",1,march,0,0,0,0,0,1,http://www.fightbacknews.org/2017/2/4/washington-dc-protest-against-muslim-ban,,,,
Washington,White House to Capitol,DC,US,2017-02-04,,2000,2000,2000,2200,1800,general protestors,protest immigration ban,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2017/2/4/washington-dc-protest-against-muslim-ban,,,,
West Palm Beach,Trump Tower,FL,US,2017-02-04,,2000,2000,2000,2200,1800,General protest,anti-Trump,1,march,0,0,0,0,1,1,http://www.usatoday.com/story/news/nation/2017/02/04/protests-erupt-globally-over-trump-actions-third-saturday-row/97495210/,,,,
Willmar ,Downtown,MN,US,2017-02-04,,150,150,150,165,135,general protestors,protest immigration ban,1,protest,0,0,0,0,1,1,http://www.wctrib.com/news/local/4212133-unity-march-protest-draws-more-150-people-downtown-willmar,http://www.willmarradio.com/news/peaceful-protest-on-downtown-willmar/image_e513f566-eb04-11e6-88c1-bbaef98ba462.html,,,
Asheville ,From Pack Square to Pritchard Park.,NC,US,2017-02-05,,200,200,200,220,180,School kids,protest immigration ban,1,demonstration,0,0,0,0,1,1,http://wlos.com/news/local/kids-protest-of-trump-administration-policies-planned-for-downtown-asheville,,,,
Austin ,Austin-Bergstrom International Airport ,TX,US,2017-02-05,,400,450,500,440,450,General protestors,Protest immigration ban,1,demonstration,0,0,0,0,1,1,http://theunn.com/2017/02/protest-march-at-austin-airport-against-president-trump/,,,,
Canton,Stark County Courthouse,NY,US,2017-02-05,,400,400,400,440,360,general protestors,protest immigration ban,1,protest,0,0,0,0,1,1,http://wksu.org/post/hundreds-people-converge-downtown-canton-protest-president-trumps-immigration-order,,,,
Cedar Falls,Congressman Rod Blum's office at 515 Main Street,IA,US,2017-02-05,,300,600,900,330,810,general protestors,against the immigration ban ,1,demonstration,1,0,0,0,1,1,http://www.kcrg.com/content/news/Protest-counter-protest-end-in-arrest-possible-assault-charge-412833653.html,http://www.kwwl.com/story/34431208/protesters-gather-in-cedar-falls,https://www.facebook.com/events/1008075485965015/,,
Cedar Falls,,IA,US,2017-02-05,,,,,,,general protestors; Cedar Valley Patriots for Christ,for the immigration ban ,2,,0,0,0,0,0,1,http://www.kcrg.com/content/news/Protest-counter-protest-end-in-arrest-possible-assault-charge-412833653.html,,,,
Charleston,Outside State Capitol,WV,US,2017-02-05,,1000,1000,1000,1100,900,General protest ,protest immigration ban,1,demonstration,0,0,0,0,1,1,http://www.wsaz.com/content/news/More-than-1000-line-Charleston-street-to-protest-Trump-ban-412838243.html,,,,
Grand Rapids,Gerald R. Ford International Airport ,MI,US,2017-02-05,,200,200,200,220,180,General Protest ,protest immigration ban,1,demonstration,0,0,0,0,1,1,http://www.charlotteobserver.com/news/politics-government/article131121799.html,http://fox17online.com/2017/02/05/protesters-return-to-grand-rapids-airport/,,,
Harrisburg,State Capitol ,PA,US,2017-02-05,,1000,1000,1000,1100,900,general protesters,protest immigration ban,1,rally,0,0,0,0,1,1,http://www.pennlive.com/news/2017/02/protest_rally_donald_trump_exe.html,,,,
Houston,Hermann Park to NRG Stadium,TX,US,2017-02-05,,500,500,500,550,450,General protestors,Protest immigration ban and Trump's policies,1,demonstraton,0,0,0,0,1,1,http://mobile.reuters.com/article/newsOne/idUSKBN15K0UK,http://www.khou.com/news/local/anti-trump-protests-kick-off-near-super-bowl-li-site/398999119,http://www.chron.com/news/houston-texas/houston/article/BLM-protesters-set-to-intersect-with-Super-Bowl-10909704.php#photo-7280548,,
Iowa City,Ped Mall,IA,US,2017-02-05,,1000,1300,1600,1100,1440,Students Against Hate and Discrimination,protest immigration ban,1,demonstration,0,0,0,0,1,1,https://www.facebook.com/events/101982666986944/,http://www.press-citizen.com/story/news/2017/02/05/no-hate-no-fear-crowd-protests-trumps-muslim-ban-iowa-city/97526646/,,,
Janesville,courthouse,WI,US,2017-02-05,,200,200,200,220,180,general protesters,"end the ""Muslim ban"", immigration",1,protest,0,0,0,0,1,1,http://www.nbcnews.com/news/us-news/protests-against-trump-s-policies-erupt-third-weekend-cities-large-n717131,,,,
Kalamazoo,Kalamazoo Park ,MI,US,2017-02-05,,200,200,200,220,180,general protesters,"end the ""Muslim ban"", immigration",1,protest,0,0,0,0,1,1,http://www.nbcnews.com/news/us-news/protests-against-trump-s-policies-erupt-third-weekend-cities-large-n717131,,,,
Lexington,Faeytte County Courthouse,KY,US,2017-02-05,,1000,1000,1000,1100,900,General Protest,protest immigration ban,1,rally,0,0,0,0,1,1,http://www.kentucky.com/news/local/counties/fayette-county/article130931654.html,,,,
Los Angeles,Pershing Square to the Edward Royball Federal Building,CA,US,2017-02-05,,1000,1500,2000,1100,1800,general protestors,protest Dakota Access Pipeline,1,demonstration; march,0,0,0,0,1,1,http://www.nbclosangeles.com/news/local/Protest-March-Sunday-DAPL-pipeline-Trump-Downtown-Los-Angeles-Thousands-pershing-412820743.html,http://abc7.com/news/protesters-march-against-dakota-access-pipeline-in-dtla/1738685/,http://losangeles.cbslocal.com/2017/02/05/thousands-of-marchers-hit-streets-of-downtown-la-protest-trump-orders-on-oil-pipelines/,,
Mason City,central park,IA,US,2017-02-05,,,,,,,IA Green Party,end Muslim ban and wall,1,demonstartion,0,0,0,0,1,1,http://www.nbcnews.com/news/us-news/protests-against-trump-s-policies-erupt-third-weekend-cities-large-n717131,,,,
Nashville,Airport,TN,US,2017-02-05,,200,200,200,220,180,Tennessee Immigrant and Refugee Rights Coalition,protest immigration ban,1,rally,0,0,0,0,1,1,http://www.tennessean.com/story/news/local/2017/02/05/kurdish-family-arrive-nashville-after-executieve-order-travel-ban-delay/97491006/?hootPostID=0f9cb1017328fdf9e329e78927794cc5,,,,
New York,"Trump Tower, Manhattan",NY,US,2017-02-05,,,,,,,General Protest,pro-Trump,2,rally,0,0,0,0,1,1,http://www.nbcnews.com/news/us-news/protests-against-trump-s-policies-erupt-third-weekend-cities-large-n717131,http://foreignpolicy.com/2017/03/20/the-other-womens-movement-trump-le-pen-clinton-nationalism/,,,
Yuma,Kennedy Park,AZ,US,2017-02-05,,300,,336,,,Women's March - Yuma; general protestors,Rally for Unity; anti-Trump,1,rally,0,0,0,0,1,1,http://www.kyma.com/news/hundreds-attends-local-unity-rally/315573411,https://www.facebook.com/events/1080203512088982/,http://www.kyma.com/news/womens-march-movement-coming-to-yuma/304595245,,
Bel Air,15 Churchville Rd,MD,US,2017-02-06,,30,30,30,33,27,Together We Will-Harford County/Upper Chesapeake,pro-ACA; anti-repeal; health care,1,march,0,0,0,0,1,1,http://www.baltimoresun.com/news/maryland/harford/aegis/ph-ag-women-protest-0208-20170206-story.html,,,,
Bridgeport,City Hall,CT,US,2017-02-06,,100,100,100,110,90,general protesters,Demanding Bridgeport become a sanctuary city; immigration,1,protest,0,0,0,0,1,1,http://patch.com/connecticut/fairfield/bridgeport-mayor-declares-make-fairfield-sanctuary-city-protest,http://www.ctpost.com/local/article/Ganim-slips-into-Fairfield-for-Trump-like-stunt-10916050.php#photo-12331604,,,
Brooklyn,One Metrotech Center,NY,US,2017-02-06,,,,,,,"Bay Ridge for Social Justice, Bay Ridge Democrats","Against Rep. Daniel Donovan's support for ""Muslim Ban""",1,protest,0,0,0,0,1,1,http://www.silive.com/news/index.ssf/2017/02/protesters_shout_down_donovan.html,http://gothamist.com/2017/02/06/dan_donovan_bay_ridge_protest.php,http://www.brooklyneagle.com/articles/2017/2/6/protesters-disrupt-brooklyn-chamber-commerce-forum-attack-muslim-ban,,
Cleveland,1240 E 9th St.,OH,US,2017-02-06,,200,400,600,220,540,Teachers,Against DeVos Nomination for Secretary of Education,1,demonstration,0,0,0,0,1,1,http://fox8.com/2017/02/06/live-video-group-in-cleveland-protesting-nomination-of-betsy-devos-as-education-secretary/,https://www.facebook.com/events/478155735905214/permalink/480378702349584/?notif_t=event_mall_comment&notif_id=1486443041204672,https://twitter.com/OFTadvocate/status/828981230267932672,,
Columbia,1001 Cherry St.,MO,US,2017-02-06,,30,40,50,33,45,Educators,Against DeVos Nomination for Secretary of Education,1,demonstration,0,0,0,0,1,1,http://www.columbiatribune.com/news/politics/educators-protest-devos-nomination-outside-blunt-s-columbia-office/article_0b988a40-b82d-52b1-a086-8e29be18a678.html,http://www.columbiamissourian.com/news/local/local-educators-rally-against-education-pick-devos-at-blunt-s/article_2fecb846-ecab-11e6-abce-d3f9714f0753.html,,,
Elgin,355 East Chicago St,IL,US,2017-02-06,,24,24,24,26.4,21.6,District U46 Transportation Union,Against privatization of bus routes,0,demonstration,0,0,0,0,1,1,http://www.chicagotribune.com/suburbs/elgin-courier-news/news/ct-ecn-elgin-u46-bussing-protest-st-0207-20170206-story.html,,,,
Fort Worth,200 Main St.,TX,US,2017-02-06,,12,12,12,13.2,10.8,Tarrant County Democratic Women's Club,Against DeVos Nomination for Secretary of Education,1,demonstration,0,0,0,0,1,1,http://www.star-telegram.com/news/politics-government/article131069994.html,,,,
Galloway,Stockton University,NJ,US,2017-02-06,,100,100,100,110,90,Stockton University Student Senate,Calling for Stockton University to become sanctuary campus,1,demonstration,0,0,0,0,1,1,http://www.pressofatlanticcity.com/education/students-call-for-sanctuary-campus-at-stockton-university-protest/article_a75cf51b-2b3e-58ef-baba-0d1222517040.html,,,,
Ithaca,"Cornell University, Ho Plaza",NY,US,2017-02-06,,100,100,100,110,90,Cornell University Students,"Against ""Muslim ban""; immigration",1,demonstration,0,0,0,0,1,1,http://cornellsun.com/2017/02/07/no-ban-no-wall-protest-fills-ho-plaza/,,,,
Joplin,Joplin Regional Airport,MO,US,2017-02-06,,30,30,30,33,27,Southwest Missouri Democrats,"Against ""Muslim ban""; immigration",1,demonstration,0,0,0,0,1,1,http://www.joplinglobe.com/news/local_news/second-airport-protest-held-as-travel-ban-hits-legal-roadblock/article_f0885ec9-3d0a-50a9-a0bc-4f6355f271ad.html,,,,
Montpelier,9 School St.,VT,US,2017-02-06,,24,24,24,26.4,21.6,general protesters,Demanding TD Bank end funding of Dakota Access Pipeline,1,march,0,0,0,0,1,1,http://www.mynbc5.com/article/protesters-rally-against-two-pipeline-projects/8683583,,,,
Nashville,State Capitol,TN,US,2017-02-06,,24,87,150,26.4,135,general protesters,Against statement that protesters are paid,1,demonstration,0,0,0,0,1,1,http://www.tennessean.com/story/news/politics/2017/02/06/150-demand-senator-show-proof-state-state-protesters-were-paid/97556640/,http://wkrn.com/2017/02/06/protesters-expected-to-gather-at-sen-baileys-office-for-reimbursement/,http://fox17.com/news/local/protesters-protest-senators-claims-of-paid-protesters,,
