City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Santa Rose,Old Courthouse Square,CA,US,2018-02-17,FB: 36,36,,36,,,Indivisible Sonoma County,Rallying behind Muller investigation,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/286341645228065/,,,
South Hadley,Center Church,MA,US,2018-02-17,FB: 8,8,,8,,,general protestors,Rallying for racial justice,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/216138195613066/,,,
Southbury,Main st.,CT,US,2018-02-17,,,,,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://wtnh.com/2018/02/17/southbury-residents-take-to-streets-for-anti-gun-violence-rally/,,,
St. Cloud,Planned Parenthood,MN,US,2018-02-17,,,,,,,general protestors,Protesting planned parenthood,2,protest,0,0,0,0,1,1,https://www.sctimes.com/story/news/local/2018/02/17/groups-show-up-support-denounce-planned-parenthood-st-cloud/348257002/,,,
St. Cloud,Planned Parenthood,MN,US,2018-02-17,a few dozen,24,,24,,,general protestors,Rallying for planned parenthood,1,rally,0,0,0,0,0,1,https://www.sctimes.com/story/news/local/2018/02/17/groups-show-up-support-denounce-planned-parenthood-st-cloud/348257002/,,,
St. Petersburg,Williams Park,FL,US,2018-02-17,several hundred; thousands,200,,2000,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.tampabay.com/news/politics/Hundreds-rally-against-gun-violence-in-downtown-St-Pete_165584052,http://www.waow.com/story/37534436/2018/02/18/shooting-survivors-plan-march-on-washington,,
Stamford,Business Center,CT,US,2018-02-17,hundreds,200,,200,,,general protestors,Protesting proposed hike in gas tax,0,protest,0,0,0,0,1,1,https://www.stamfordadvocate.com/local/article/Business-owners-hold-Stamford-protest-against-12622039.php,,,
Sunbury,Cameron Park,PA,US,2018-02-17,more than 100,100,,100,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://wnep.com/2018/02/17/vigil-in-sunbury-for-florida-school-shooting-victims/,,,
Tarrytown,Along route 9,NY,US,2018-02-17,about 100,100,,100,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.lohud.com/story/news/2018/02/17/tarrytown-anti-violence-rally/347582002/,,,
Torrance,Columbia Park,CA,US,2018-02-17,more than 400,400,,400,,,general protestors,Protesting leak in 2015 that could have killed people,0,protest,0,0,0,0,1,1,https://www.dailybreeze.com/2018/02/14/free-speech-is-free-after-all-for-refinery-protesters-in-torrance/,,,
Ulster,Route 9W,NY,US,2018-02-17,about 3 dozen,36,,36,,,general protestors,Rallying for Trump; protesting immigration,2,rally,0,0,0,0,1,1,http://www.dailyfreeman.com/general-news/20180220/snapshot-pro-trump-rally-in-town-of-ulster,,,
Ulster,Route 9W,NY,US,2018-02-17,NA,1,,1,,,general protestors,"Counter-protest, against Trump",1,protest,0,0,0,0,0,1,http://www.dailyfreeman.com/general-news/20180220/snapshot-pro-trump-rally-in-town-of-ulster,,,
Woodlands,Downtown,TX,US,2018-02-17,more than 1500,1500,,1500,,,general protestors,Rallying for suicide prevention,0,rally,0,0,0,0,1,1,https://www.yourconroenews.com/neighborhood/woodlands/news/article/Hundreds-attend-suicide-prevention-walk-rally-12628514.php,,,
Yarmouth,Police Department,MA,US,2018-02-17,more than 100,100,,100,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.capecodtimes.com/news/20180217/calls-for-action,,,
Asheville,Pack Square,NC,US,2018-02-18,dozens,24,,24,,,general protestors,Protesting gun violence in the wake of school shooting,0,protest,0,0,0,0,1,1,https://www.citizen-times.com/story/news/2018/02/18/asheville-holds-rally-against-gun-violence/349694002/,https://www.citizen-times.com/picture-gallery/news/local/2018/02/18/asheville-rally-against-gun-violence/110581006/,,
Brockton,Trenton St,MA,US,2018-02-18,photo,9,,9,,,general protestors,"Protesting ""forclosure tactics""",0,protest,0,0,0,0,1,1,http://www.enterprisenews.com/news/20180218/brockton-residents-rally-against-banks-foreclosure-tactics,,,
Cedar Rapids,Greene Square Park,IA,US,2018-02-18,FB: 137,137,,137,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/2106083492944635/,,,
Chicago,Federal Center Plaza,IL,US,2018-02-18,Hundreds,200,,200,,,Moms Demand Action for Gun Sense in America; Illinois Education Association; Indivisible Chicago; Women's March Chicago,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.chicagotribune.com/news/local/breaking/ct-met-fed-plaza-march-gun-reform-20180218-story.html,http://www.chicagotribune.com/news/local/breaking/ct-met-fed-plaza-march-gun-reform-20180218-story.html,,
Cleveland,Lee University,TN,US,2018-02-18,FB: 83,83,,83,,,general protestors,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/339847699839680/,,,
Downers Grove,Main St. Train Station,IL,US,2018-02-18,FB: 37,37,,37,,,Friends Who March,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/191548314911121/,,,
Dubuque,Town Clock Square,IA,US,2018-02-18,about 50,50,,50,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.kwwl.com/story/37536485/2018/02/19/people-rally-against-gun-violence-in-dubuque,http://www.telegraphherald.com/news/tri-state/article_6b2157ec-6f5f-5971-b20e-9e574bce876f.html?utm_source=thonline&utm_medium=click_source&utm_campaign=left_column_news,,
Evansville,St. Lucas Church,IN,US,2018-02-18,,,,,,,Indivisible Evansville,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/342270942937077/,,,
Freemont,Freemont Alliance Church,NE,US,2018-02-18,,,,,,,Westboro Baptist Church,"Protesting homosexuals, Jews, military members, Catholics, Muslims and other groups of people",0,protest,0,0,0,0,1,1,http://fremonttribune.com/news/local/community-members-planning-to-host-anti-hate-rally-sunday/article_09d698c8-e582-5590-bc22-4ed1efb219e1.html,,,
Freemont,,NE,US,2018-02-18,,,,,,,general protestors,Anti-Hate Rally; Counter Protest,0,Protest,0,0,0,0,0,1,http://fremonttribune.com/news/local/community-members-planning-to-host-anti-hate-rally-sunday/article_09d698c8-e582-5590-bc22-4ed1efb219e1.html,,,
Harrisonburg,Eastern Mennite University,VA,US,2018-02-18,FB: 38,38,,38,,,Rally the Valley,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/201468880438532/,,,
Jackson,,MI,US,2018-02-18,about 30,30,,30,,,general protestors,calling for the resignation of Jackson County Sheriff Steven Rand,0,march,0,0,0,0,1,1,http://www.mlive.com/news/jackson/index.ssf/2018/02/racist_sexist_anti-gay_sheriff.html,,,
Jacksonville,Memorial Park,FL,US,2018-02-18,FB: 82,82,,82,,,Coalition for Consent,"Rallying for justice in murder of black, trans woman",0,rally,0,0,0,0,1,1,https://www.facebook.com/events/341327603018380/,,,
Las Vegas,Carey Ave.,NV,US,2018-02-18,FB: 8 ,8,,8,,,Women's March  ,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/191197884971193/,,,
Lincoln,Calvary Methodist Church,NE,US,2018-02-18,FB: 8,8,,8,,,general protestors,Rallying for peace,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/545998922465360/,,,
Merced,Tenaya Middle School,CA,US,2018-02-18,dozens,24,,24,,,general protestors,Raise awareness for those who died in violent killings,0,march,0,0,0,0,1,1,http://www.mercedsunstar.com/news/local/article200858889.html,http://www.mercedsunstar.com/news/local/community/article200844314.html,,
Minden,,NV,US,2018-02-18,more than 50,50,,50,,,general protestors,Protest sherrif Joe Arpaio's visit,0,protest,0,0,0,0,1,1,http://www.kolotv.com/content/news/Crowd-protest-Joe-Arpaios-visit-to-Douglas-County--474452803.html,,,
Philadelphia,Keystone Mini Golf & Arcade,PA,US,2018-02-18,,12,,12,,,Revolution on the Rocks,Protesting Trump,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1610903752329037/,,,
Sedona,Chirst Lutheran Church,AZ,US,2018-02-18,,,,,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/338524896667587/,,,
Shepherdstown,Mcmurran Hall,WV,US,2018-02-18,FB: 13,13,,13,,,Vigilance-JCVW,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/172535673376282/,,,
St. Joseph,Lake Bluff Park,MI,US,2018-02-18,FB: 15,15,,15,,,Berrien County Democratic Party,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/753982048128869/,,,
Tacoma,MLK Jr. Way,WA,US,2018-02-18,FB: 17,17,,17,,,The People's Assembly,Rallying for racial equality,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/1975669206032230/,,,
Tallahassee,Florida Historic Capitol Museum,FL,US,2018-02-18,FB: 29,29,,29,,,Lake Love,"Rallying for justice in murder of black, trans woman",0,rally,0,0,0,0,1,1,https://www.facebook.com/events/153127935387917/,,,
Topsfield,Congregational church,MA,US,2018-02-18,FB: 17,17,,17,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/172535673376282/,,,
Tulsa,St. Paul's church,OK,US,2018-02-18,,,,,,,general protestors,Rallying for peace,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/744414249087360/,,,
Uwchlan,intersection Crump and Whitford roads.,PA,US,2018-02-18,more than 200,200,,200,,,general protestors,Protest Sunoco Mariner East Pipeline Two,0,,0,0,0,0,1,1,http://www.dailylocal.com/general-news/20180219/uwchlan-residents-rally-against-sunoco-pipeline-project,,,
White Plains,Repblican offices,NY,US,2018-02-18,hundreds,200,,200,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.lohud.com/story/news/local/westchester/2018/02/18/protesters-gun-violence/349549002/,http://westchester.news12.com/story/37536902/gun-control-rallies-grow-across-hudson-valley,,
Wilkes-Barre,Public Square,PA,US,2018-02-18,more than 100; several dozen,100,,100,,,Action Together,Rallying against gun violence,1,rally,0,0,0,0,1,1,https://www.timesleader.com/news/local/693384/rally-against-gun-voilence-held-on-public-square,http://citizensvoice.com/news/residents-rally-against-weapons-of-war-in-w-b-1.2303951,http://thetimes-tribune.com/news/local-rally-speakers-want-action-on-guns-1.2304025,
Winter Park,United Church of Christ,FL,US,2018-02-18,FB: 104,104,,104,,,Moms Demand Action,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/177246852890528/,,,
Annapolis,Lawyers Mall,MD,US,2018-02-19,hundreds,200,,200,,,general protestors,Rallying for women's rights,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/519046228479655/,http://baltimore.cbslocal.com/2018/02/19/womens-rally-annapolis/,,
Apache Junction,,AZ,US,2018-02-19,,,,,,,Teachers,Protesting decision to make school weeks longer,0,protest,0,0,0,0,1,1,http://www.fox10phoenix.com/news/arizona-news/faculty-students-protest-apache-junctions-school-week-decision,,,
Ashland,The Plaza,OR,US,2018-02-19,dozens,24,,24,,,Indivisible Oregon,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://kobi5.com/news/local-news/dozens-demonstrators-rally-gun-violence-ashland-72138/,,,
Austin,Terry Blacks' BBQ,TX,US,2018-02-19,,,,,,,general protestors,Protesting proposed construction project,0,protest,0,0,0,0,1,1,https://haysfreepress.com/2018/02/19/dripping-springs-residents-travel-to-austin-to-protest-possible-venue/,,,
Bakersfield,,CA,US,2018-02-19,around 60-70,60,,70,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://bakersfieldnow.com/news/local/people-march-in-bakersfield-for-stricter-gun-control-laws-following-florida-tragedy,,,
Boca Raton,Olympic Heights High School,FL,US,2018-02-19,,,,,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.nbc-2.com/story/37539091/south-florida-high-school-students-walk-out-to-protest-gun-violence,,,
Boise,Statehouse,ID,US,2018-02-19,about 150,150,,150,,,Protect Idaho Kids,Protesting faith-based medical exemptions,0,protest,0,0,0,0,1,1,https://www.idahopress.com/news/local/idahoans-protest-faith-healing-exemptions-in-boise/article_66e45651-e816-5620-b71f-bdbb4a0b3222.html,,,
Buffalo,Elmwood Ave.,NY,US,2018-02-19,,,,,,,WNY Peace Center,Rallying support for Mueller's investigation,1,rally,0,0,0,0,1,1,http://www.wgrz.com/article/news/local/wnyers-rally-behind-mueller-investigation/71-520718988,,,
Carmel,Putnam County Courthouse,NY,US,2018-02-19,more than 200,200,,200,,,Putnam Progressives,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1887370754895203/,http://www.midhudsonnews.com/News/2018/February/21/antigun_rally_Carmel-21Feb18.html,,
Castlewood,Kone's Korner,SD,US,2018-02-19,,,,,,,general protestors,Kristi Noem announce camapign for South Dakota's Governor,0,rally,0,0,0,0,1,1,http://dakotawarcollege.com/noem-to-host-campaign-kick-off-rally-today-at-5pm/,http://www.thepublicopinion.com/news/local_news/noem-to-host-rally-to-launch-campaign/article_2802a5a0-1581-11e8-adbf-db246bc472d3.html?block_id=1300380,,
Charleston,Marion Square,SC,US,2018-02-19,Photo: dozens,24,,24,,,The Coalition,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.live5news.com/story/37541214/no-more-excuses-rally-demands-action-to-make-schools-safer,https://www.postandcourier.com/news/charleston-area-students-parents-rally-for-stricter-gun-control-after/article_737bb6fa-15ab-11e8-b17f-0bee69b1e76e.html,http://www.live5news.com/story/37541214/no-more-excuses-rally-demands-action-to-make-schools-safer,
Chattanooga,Ross's landing,TN,US,2018-02-19,FB: 34,34,,34,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1370338269737187/,,,
Chicago,Outside mayor's home,IL,US,2018-02-19,a few hundred,200,,200,,,general protestors,Protesting closure of several public schools,0,protest,0,0,0,0,0,1,http://www.chicagotribune.com/photos/ct-rally-against-school-closings-cps-mayor-photos-20180219-photogallery.html,https://chicago.suntimes.com/news/school-closing-protesters-take-their-pleas-to-mayors-house/,,
Chicago,The Mid,IL,US,2018-02-19,FB: 129,129,,129,,,general protestors,Protesting Trump,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1739377886112508/,,,
Cleveland,City Hall,OH,US,2018-02-19,Dozens,24,,24,,,Refuse Fascism Ohio,Protesting Trump,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/537054526650298/,http://fox8.com/2018/02/19/cleveland-rally-calls-for-statewide-assault-weapons-ban/,,
Delray Beach,City Hall,FL,US,2018-02-19,hundreds,200,,200,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.palmbeachpost.com/news/local/video-hundreds-delray-hear-students-emotional-pleas-for-gun-control/AkSfI0yzmtftxWpWg4wbyO/,,,
Edmonds,Edmonds Woodway High School,WA,US,2018-02-19,FB:192,192,,192,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1995779714015542/,http://www.king5.com/article/news/local/edmonds-moms-planning-gun-violence-protest-monday/281-520286544,,
Falls Church,George Mason High School,VA,US,2018-02-19,hundreds; FB:260,200,,260,,,Moms Demand Action - VA,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/146071819394107/,https://wtop.com/virginia/2018/02/falls-church-vigil-school-shooting/slide/1/,,
Franklin,Public Square,TN,US,2018-02-19,FB: 25,25,,25,,,Stand UP TN,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/155385748497877/,,,
Huntington Beach,High School,CA,US,2018-02-19,several hundred,200,,200,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://losangeles.cbslocal.com/2018/02/19/oc-gun-sense-rally/,,,
Indiannapolis,Statehouse,IN,US,2018-02-19,,,,,,,general protestors,Rallying for education,0,rally,0,0,0,0,1,1,http://wishtv.com/2018/02/19/public-education-rally-held-at-statehouse/,,,
Iowa City,Old Capitol,IA,US,2018-02-19,more than 100; hundreds,100,,200,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.thegazette.com/subject/news/education/iowa-city-students-rally-to-demand-gun-control-20180219,http://www.kwwl.com/story/37539780/2018/02/19/hundreds-of-iowa-city-students-walk-out-of-class-march-in-response-to-florida-school-shooting,,
Jacksonville,Bethel Baptist Church,FL,US,2018-02-19,about 200,200,,200,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.news4jax.com/news/florida/local-vigils-held-for-victims-of-parkland-shooting,,,
Key West,Post Office,FL,US,2018-02-19,,,,,,,Postal workers,Labor protest,0,protest,0,0,0,0,1,1,https://www.usnews.com/news/best-states/florida/articles/2018-02-20/florida-postal-workers-protest-staffing-shortages,,,
Kingston,along Route 9W,NY,US,2018-02-19,about two dozen,24,,24,,,Trump Supporters,Oppose Kingston's Sanctuary City Status; Pro-Trump Defunding of Cities,2,protest,0,0,0,0,1,1,http://www.recordonline.com/news/20180219/trump-backers-rally-against-kingstons-sanctuary-city-status,,,
Lake Charles,McNeese State University,LA,IA,2018-02-19,,,,,,,The Progressives,Protesting Trump,1,protest,0,0,0,0,1,1,http://www.kplctv.com/story/37540597/msu-students-protest-the-president-on-presidents-day,,,
Los Angeles,Pershing Square,CA,US,2018-02-19,about 500; hundreds,200,,500,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://bakersfieldnow.com/news/local/la-gun-control-protesters-seek-new-laws-after-florida-school-shooting,https://www.sbsun.com/2018/02/19/at-downtown-la-rally-gun-control-advocates-say-enough-is-enough-in-wake-of-latest-florida-school-shooting/,http://abc7.com/gun-control-rally-held-in-dtla-in-wake-of-florida-school-shooting/3108498/,
Miami,The Bethel Church,FL,US,2018-02-19,FB: 25,25,,25,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/2018163071791857/,,,
New Port Richey,Sims Park,FL,US,2018-02-19,FB: 33,33,,33,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/606828382982663/,,,
New York,Staten Island Out Side of Congressman Donovan's office,NY,US,2018-02-19,,,,,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://us15.campaign-archive.com/?u=4bbe3afeab2a6e31b4bbb9789&id=80f348e79d,,,
Newark,Washington Park,NJ,US,2018-02-19,,,,,,,People's Organization for Progress,Protesting Wahington for owning slaves,1,protest,0,0,0,0,1,1,http://newjersey.news12.com/story/37540982/activists-stage-protest-call-george-washington-a-slave-master,,,
Pensacola,East Brent,FL,US,2018-02-19,about 100,100,,100,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/2071634976417269/,http://www.pnj.com/story/news/2018/02/19/pensacola-vigil-florida-school-shooting-stoneman-douglas/353098002/,,
Pflugerville,Across street from high school,TX,US,2018-02-19,dozens,24,,24,,,Community Supporting Safe Schools,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://kxan.com/2018/02/19/pflugerville-parents-holding-rally-against-gun-violence-at-schools/,,,
Philadelphia,William Way Community Center,PA,US,2018-02-19,,,,,,,general protestors,Protesting ICE detention of a local man,1,protest,0,0,0,0,1,1,http://philadelphia.cbslocal.com/2018/02/19/immigration-lgbt-advocates-rally-behind-married-gay-man-detained-by-ice/,,,
Plantation,American Heritage School,FL,US,2018-02-19,Over 200,200,,200,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.nbc-2.com/story/37539091/south-florida-high-school-students-walk-out-to-protest-gun-violence,https://www.local10.com/news/parkland-school-shooting/south-florida-students-take-to-streets-to-protest-gun-laws-1,,
Racine,City Hall,WI,US,2018-02-19,about 50,50,,50,,,general protestors,Protesting police brutality,0,protest,0,0,0,0,1,1,http://journaltimes.com/news/local/mothers-of-dontre-hamilton-sandra-bland-rally-for-donte-shannon/article_2d32ed9c-d4fa-5ab4-8005-11a17e31368f.html,,,
Richmond,Bell Tower,VA,US,2018-02-19,FB: 11,11,,11,,,general protestors,Rallying for aggresive environmental policy,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/561174287590612/,,,
San Francisco,9th Ave.,CA,US,2018-02-19,about a dozen,12,,12,,,general protestors,Protesting appearance by former border agent,1,protest,0,0,0,0,1,1,http://www.ktvu.com/news/former-us-border-patrol-agent-turned-author-draws-angry-protest-in-bay-area,,,
Santa Fe,District Court,NM,US,2018-02-19,about 15,15,,15,,,general protestors,Protesting father accused of assaulting his daughter,0,protest,0,0,0,0,0,1,https://www.abqjournal.com/1135698/small-rally-supports-artist-alleged-abuse-victim-from-madrid.html,,,
Santa Fe,Public Square,NM,US,2018-02-19,FB: 47,47,,47,,,3 Sisters Collective,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/529432794094523/,,,
Santa Rosa,Courthouse Square,CA,US,2018-02-19,,,,,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://abc7news.com/politics/students-parents-hold-gun-control-rally-in-santa-rosa/3109002/,,,
South Kingston,Local Court,RI,US,2018-02-19,,,,,,,general protestors,Protesting man accused of torturing animals,0,protest,0,0,0,0,1,1,http://wpri.com/2018/02/19/animal-advocates-protest-ri-animal-regulations/,,,
Stockton,Eden Gleason Park,CA,US,2018-02-19,FB: 13,13,,13,,,Bay Area Animal Save,Protesting slaughtering of animals,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/164077160899534/,,,
Sutter Creek,Trinity Episcopal Church,CA,US,2018-02-19,FB: 11,11,,11,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/772582362937214/,,,
Tallahassee,Centre of Tallahassee,FL,US,2018-02-19,about 200,200,,200,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest; vigil,0,0,0,0,1,1,http://www.tallahassee.com/story/news/2018/02/19/remember-and-never-forget-first-wave-school-shooting-survivors-arrive-vigil/353588002/,https://www.tallahassee.com/story/news/2018/02/19/legislators-scramble-students-head-tallahassee-lobby-tighter-gun-restrictions/352534002/,,
Tampa,Hixon Waterfont Park,FL,US,2018-02-19,,,,,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1466488476812267/,,,
Tampa,Land O'Lakes,FL,US,2018-02-19,about 150,150,,150,,,Teachers,Protesting senate bill that would impact theachers; labor protest,0,protest,0,0,0,0,0,1,http://www.tampabay.com/blogs/gradebook/2018/02/19/tampa-bay-teachers-protest-hb-7055/,,,
Toms River,Ocean County Library,NJ,US,2018-02-19,,,,,,,High School Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.nj.com/ocean/index.ssf/2018/02/congress_is_doing_nothing_student_says_at_gun-cont.html,http://newjersey.news12.com/story/37541098/ocean-county-students-rally-in-support-of-florida-shooting-victims,,
Tualatin,High School,OR,US,2018-02-19,hundreds,200,,200,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.kgw.com/article/news/local/hundreds-at-tualatin-high-vigil-for-fla-victims/283-520826040,,,
Tucson,5th Ave.,AZ,US,2018-02-19,FB: 15,15,,15,,,general protestors,Protesting Trump,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/170302353588163/,,,
Valdosta,,GA,US,2018-02-19,,,,,,,Bus drivers,Labor protest,0,protest,0,0,0,0,1,1,http://www.wctv.tv/content/news/Valdosta-City-School-bus-drivers-plan-protest-on-Monday--474473983.html,,,
Vero Beach,Vero Beach High School,FL,US,2018-02-19,FB: 54,54,,54,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/271315896734743/,,,
Washington  ,The White House,DC,US,2018-02-19,more than 100,100,,100,,,Teens for Gun Reform,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://bakersfieldnow.com/news/nation-world/dc-teens-hold-lie-in-at-white-house-in-solidarity-with-florida-victims,http://6abc.com/news/students-hold-lie-in-at-white-house-to-protest-gun-laws-/3108936/,,
Washington  ,,DC,US,2018-02-19,,,,,,,general protestors,Impeach Trump,1,Protest,0,0,0,0,0,1,https://durangoherald.com/articles/208258-durango-resident-organizes-washington-dc-rally,,,
Westo Boca Raton,Olympic Heighs High School,FL,US,2018-02-19,more than 100,100,,100,,,high school students,Protesting gun violence in the wake of school shooting,1,protests; walk out,0,0,0,0,1,1,https://www.wptv.com/news/region-s-palm-beach-county/students-at-olympic-heights-high-school-walk-out-to-protest-gun-violence,,,
Albuquerque,Downtown,NM,US,2018-02-20,,,,,,,New Mexicans to Prevent Gun Violence,Rallying for gun control,1,rally,0,0,0,0,1,1,http://www.kob.com/albuquerque-news/anti-gun-demonstration-protest-downtown-rally/4796597/,,,
Annapolis,Statehouse,MD,US,2018-02-20,,,,,,,Audubon Naturalist Society,Rallying to preserve trees,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/210740649502562/,,,
Atlanta,Peachtree St.,GA,US,2018-02-20,,,,,,,general protestors,Rallying in support of Trump,2,rally,0,0,0,0,1,1,https://www.facebook.com/events/598567377142383/,,,
Bakersfield,Mercy Hospital Southwest,CA,US,2018-02-20,,,,,,,SEIU-United Healthcare Workers,Protesting hospital merger,0,protest,0,0,0,0,1,1,http://bakersfieldnow.com/news/local/bakersfield-hospital-workers-protest-merger,,,
Batavia,Federal Dr.,NY,US,2018-02-20,FB: 18,18,,18,,,CNY Solidarity Coalition,Protesting ICE detention of a local man,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/423009544802780/,,,
Battle Creek,Harper Creek High School,MI,US,2018-02-20,about 20,20,,20,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.battlecreekenquirer.com/story/news/2018/02/20/harper-creek-high-school-students-protest-gun-violence/355125002/,,,
Belmont,South Point High,NC,US,2018-02-20,about a dozen,12,,12,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.gastongazette.com/news/20180220/belmont-students-walk-out-protest-gun-violence,,,
Bend,Peace Corner,OR,US,2018-02-20,,,,,,,"Indivisible Bend, Oregon",Protesting Trump,1,protest,,,,,1,1,https://twitter.com/IndivisibleBend/status/961039936437682176,,,
Boca Raton,West Boca Raton High School,FL,US,2018-02-20,hundreds,200,,200,,,Students and teachers,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.washingtonpost.com/news/answer-sheet/wp/2018/02/20/florida-students-chanting-we-want-change-walk-out-of-schools-to-protest-gun-violence/?utm_term=.4bdae25a10b6,,,
Bridgeport,office of U.S. Rep. Jim Himes,CT,US,2018-02-20,,,,,,,general protestors,Push federal funding for Puerto Rico,1,protest,0,0,0,0,1,1,https://www.ctpost.com/local/article/Groups-demand-recovery-money-for-Puerto-Rico-12624968.php,,,
