CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Misc.,TearGas,Source1,Source2,Source3,Source4,Source5,Source6,Source7,Source8,Source9,Source10,Source11,Source12,Source13,Source14,Source15,,,,
Rochester,99 Exchange Blvd,,NY,US,2020-10-01,,,,,,,general protesters,for extension of eviction moratorium during coronavirus pandemic,0,protest,,,,,1,1,,,,https://twitter.com/housing4allNY/status/1311648061660200961,,,,,,,,,,,,,,,,,,
Rochester,police union headquarters,,NY,US,2020-10-01,,,,,,,Free the People ROC,"for justice for Daniel Prude, against racism, against police violence",1,protest,unspecified,0,0,0,0,1,,,,Protesters arrested outside of police union after attorneys defend officers in Daniel Prude's death - CBS News,,,,,,,,,,,,,,,,,,
Rothschild,,,WI,US,2020-10-01,over 100,100,,100,,,general protesters,for President Trump,2,rally,,,,,1,1,,Feat. Eric Trump,,https://waow.com/2020/10/02/covid-19-exposure-concerns-following-eric-trump-rally-in-rothschild/,,,,,,,,,,,,,,,,,,
Sacramento,1515 S Street,,CA,US,2020-10-01,,,,,,,Stop San Quentin Outbreak; Sistas' with Voices; No Justice Under Capitalism,against racial inequities in criminal justice system,1,protest,,,,,1,1,,,,https://www.instagram.com/p/CFuw7RGhuqx/,,,,,,,,,,,,,,,,,,
San Diego,University of California San Diego,,CA,US,2020-10-01,,,,,,,Cops Off Campus,"for abolishing university police, against racism",1,banner drop; cacerolazo; virtual protest,0,0,0,0,1,1,,,,https://triton.news/2020/10/students-and-staff-protest-to-remove-police-from-campus/,,,,,,,,,,,,,,,,,,
San Francisco,Esprit Park,,CA,US,2020-10-01,,,,,,,Cops off Campus,"for abolishing university police, against racism, against research at Genentech",1,protest,0,0,0,0,1,1,,,,https://www.instagram.com/p/CFtG2RMhz-d/,,,,,,,,,,,,,,,,,,
San Luis Obispo,California Polytechnical University,,CA,US,2020-10-01,,,,,,,Abolitionist Action Central Coast SLO,"against racism, for abolishing police, for abolishing carceral system",1,teach-in; rally,,,,,1,1,,,,https://mustangnews.net/abolitionist-action-central-coast-slo-to-hold-rally-in-support-off-copsoffcampus-movement-and-ras/,,,,,,,,,,,,,,,,,,
San Luis Obispo,SLO County Courthouse,,CA,US,2020-10-01,dozens,24,,24,,,NAACP,"against racism, for voting rights",1,rally,0,0,0,0,0,1,,,,https://keyt.com/news/san-luis-obispo-county/2020/10/01/naacp-holds-final-rally-in-san-luis-obispo-encourages-community-to-vote/,https://www.ksby.com/news/local-news/interfaith-action-rally-hosted-in-downtown-san-luis-obispo,https://www.ksby.com/news/local-news/interfaith-action-rally-hosted-in-downtown-san-luis-obispo,"NAACP holds final rally in San Luis Obispo, encourages community to vote | NewsChannel 3-12 (keyt.com)",,,,,,,,,,,,,,,
San Marcos,Texas State University to Hays County Historic Courthouse,,TX,US,2020-10-01,,,,,,,general protesters,"against racism, for defunding university police, for justice for Breonna Taylor",1,march,,,,,1,1,,,,https://www.universitystar.com/black-lives-matter-protesters-march-on-campus-call-for-local-support/article_b6157fd8-050d-11eb-890e-13a987c49c04.html,,,,,,,,,,,,,,,,,,
Santa Barbera,University of California Santa Barbera,,CA,US,2020-10-01,over 100,100,,100,,,Cops Off Campus,"for abolishing university police, against racism",1,rally,0,0,0,0,1,1,,,,https://dailynexus.com/2020-10-03/cops-off-campus-day-of-action-rally-draws-over-100-to-the-streets-in-isla-vista/,,,,,,,,,,,,,,,,,,
Saugerties,Market St and Main St,,NY,US,2020-10-01,,,,,,,general protesters,"against racism, against police brutality",1,demonstration,,,,,1,1,,,,https://www.dailyfreeman.com/market-and-main-protest-against-injustice-in-saugerties-ny/video_3547c417-af6f-5f1b-8397-fb6b01334ac0.html,https://hudsonvalleyone.com/2020/07/24/letter-black-lives-matter/,,,,,,,,,,,,,,,,,
Seattle,Seattle Central College,,WA,US,2020-10-01,,,,,,,Morning March Seattle,"against racism, against police violence, for defunding police, for amnesty for protesters, against new youth jail, against Mayor Durkan",1,march,,,,,1,1,,,,https://www.instagram.com/p/CFxyVEfJwr-/,https://www.instagram.com/p/CF0BrYcJv2X/,,,,,,,,,,,,,,,,,
Shakopee,Amazon Fulfillment - MSP1,,WI,US,2020-10-01,more than 35,35,,35,,,warehouse workers,against firing of co-worker who raised concerns about workplace safety during coronavirus pandemic,0,walkout,,,,,1,1,,,,https://www.vice.com/en/article/xg8nvq/amazon-warehouse-workers-in-minnesota-walk-off-the-job-protest-alleged-retaliation,,,,,,,,,,,,,,,,,,
Sherman Oaks,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",,CA,US,2020-10-01,,,,,,,The Valley of Change,"Black Lives Matter, against police brutality",1,demonstration,,,,,1,1,,,,https://twitter.com/ACatWithNews/status/1423588411227611136,,,,,,,,,,,,,,,,,,
Spartanburg,Wofford University,,SC,US,2020-10-01,"dozens, if not hundreds",24,,200,,,students; supporters,"against racism, against police violence, for additional anti-racism measures at Wofford University",1,march,,,,,1,1,,,,https://www.wspa.com/news/peaceful-protest-on-woffords-campus-addresses-racial-equity-and-demands-justice/,,,,,,,,,,,,,,,,,,
Swampscott,Humphrey St and Monument Ave,,MA,US,2020-10-01,,,,,,,general protesters,"for President Trump, against Black Lives Matter",2,demonstration,,,,,1,1,,,,https://www.boston.com/news/local-news/2020/10/28/swampscott-trump-black-lives-matter-dueling-rallies,,,,,,,,,,,,,,,,,,
Swampscott,Humphrey St and Monument Ave,,MA,US,2020-10-01,,,,,,,general protesters,for Black Lives Matter,1,demonstration,,,,,0,1,,,,https://www.boston.com/news/local-news/2020/10/28/swampscott-trump-black-lives-matter-dueling-rallies,,,,,,,,,,,,,,,,,,
Tehachapi,Tehachapi High School,,CA,US,2020-10-01,more than 100,100,,100,,,students,for returning to school in person during coronavirus pandemic,0,sit-in,0,0,0,0,1,1,,,,https://www.bakersfield.com/news/from-honor-roll-to-flunking-tehachapi-families-protest-virtual-learning/article_c82b34de-043a-11eb-9f44-831f4179ad84.html,,,,,,,,,,,,,,,,,,
Thomasville,,,GA,US,2020-10-01,several dozen,36,,36,,,local Republicans,for President Trump,2,rally,0,0,0,0,1,1,,,,Rally for Freedom tries to rally support for Trump | State News | timesenterprise.com,,,,,,,,,,,,,,,,,,
Washington,U.S. Supreme Court,,DC,US,2020-10-01,count video,4,,4,,,general protesters,against confirmation of Amy Coney Barrett to U.S. Supreme Court,1,demonstration,,,,,1,1,,Feat. women in handmaid costumes,,https://twitter.com/FordFischer/status/1311716371575853064,,,,,,,,,,,,,,,,,,
Washington,,,DC,US,2020-10-01,,,,,,,Service Employees International Union; CASA in Action,for Joe Biden; against President Trump,1,protest,0,0,0,0,0,1,,,,Union rally at White House aims to get voters of color to the polls | WTOP,,,,,,,,,,,,,,,,,,
Westwood,Westwood; UCLA UCPD,,CA,US,2020-10-01,dozens,24,,24,,,UC Cops off Campus,"for abolishing university police, against racism",1,march,0,0,0,0,1,1,,,,https://dailybruin.com/2020/10/01/protesters-march-down-westwood-boulevard-call-for-removal-of-police-from-campuses,,,,,,,,,,,,,,,,,,
Wilmington,Banning Regional Park,,DE,US,2020-10-01,,,,,,,general protesters,"against Joe Biden, against abortion rights",2,demonstration,,,,,1,1,,,,https://www.delawareonline.com/story/news/2020/10/01/anti-abortion-protesters-wilmington/5878145002/,,,,,,,,,,,,,,,,,,
Wooster,Market St and Liberty St,,OH,US,2020-10-01,,,,,,,general protesters,"against racism, against police brutality",1,protest,,,,,1,1,,,,https://twitter.com/desireejweber/status/1357411129488769028,,,,,,,,,,,,,,,,,,
Appleton,Lawrence University,,WI,US,2020-10-02,about 100 ,100,,100,,,students,"against racism, for LGBTQ+ rights, for more support for marginalized students at Lawrence University",1,demonstration,,,,,1,1,,,,http://www.lawrentian.com/archives/1016839,,,,,,,,,,,,,,,,,,
Athens,Milledge Ave,,GA,US,2020-10-02,more than 100; approximately 120,100,,120,,,UGA students,"against racism, for defunding police, for abolishing Greek system at University of Georgia, for justice for Breonna Taylor",1,march; car caravan,0,0,0,0,1,1,,,,https://www.onlineathens.com/photogallery/GA/20201003/PHOTOGALLERY/100309998/PH/1,https://www.redandblack.com/multimedia/photos-athens-black-lives-matter-protest-marches-down-milledge/collection_f5db49ac-0537-11eb-9d13-fb06bb1a9723.html,https://flagpole.com/news/city-dope/2020/10/07/several-black-lives-matter-protesters-ticketed-in-march-down-milledge/,‘It is justice that we seek’: UGA students march down Milledge for racial justice | City News | redandblack.com,,,,,,,,,,,,,,,
Atlanta,Buckhead Crossing; Peachtree and 10th St,,GA,US,2020-10-02,about a dozen,12,,12,,,Cruise for a Cause,"against racism, against police violence, for justice for Breonna Taylor",1,car caravan,,,,,1,1,,,,https://www.reporternewspapers.net/2020/10/03/photos-small-car-parade-in-buckhead-protests-breonna-taylor-killing/,,,,,,,,,,,,,,,,,,
Bangor,Broadway Park,,ME,US,2020-10-02,about 50,50,,50,,,Bangor Climate Strike,for climate justice,1,protest,0,0,0,0,1,1,,,,"Bangor, Maine youth hold climate strike | newscentermaine.com",,,,,,,,,,,,,,,,,,
Barre,Stone Cutter's Park,,VT,US,2020-10-02,,,,,,,Vermont Workers' Center; Nonviolent Medicaid Army,"for expansion of Medicaid to all Vermont residents, for termination of state contract with OneCare Vermont",1,picket,,,,,1,1,,,,https://www.workerscenter.org/news/oct-2-3-medicaid-march-in-barre-bellows-falls-burlington-and-st-johnsbury,https://www.wcax.com/2020/10/02/vermont-workers-center-plans-medicaid-pickets-this-weekend/,,,,,,,,,,,,,,,,,
Bethlehem,4116 Bath Pike,,PA,US,2020-10-02,,,,,,,Lehigh Valley Friends Meeting,Black Lives Matter,1,vigil,,,,,1,1,,,,https://www.quakersbucks.org/events/lehigh-valley-meeting-black-lives-matter-vigil-oct-two,,,,,,,,,,,,,,,,,,
Boise,State St,,ID,US,2020-10-02,,,,,,,general protesters,"against racism, against hate, for American values, for equality, Black Lives Matter, for voting rights, in support of veterans and active-duty military, respect science",1,demonstration,,,,,1,1,,,,https://www.kivitv.com/news/honk-for-american-values-demonstration-continues-for-100-straight-days,https://www.idahopress.com/news/local/honk-for-american-values-demonstrators-near-100-consecutive-days/article_088f414c-ac84-5f55-b84e-b3f811add6be.html,,,,,,,,,,,,,,,,,
Boston,Massachusetts State House; Boston Common,,MA,US,2020-10-02,a few hundred,300,,300,,,general protesters,against Azerbaijan aggression in Nagorny Karabakh,0,march,,,,,1,1,,,,https://berkeleybeacon.com/armenian-community-protests-azerbaijani-aggression-in-march-through-common/,,,,,,,,,,,,,,,,,,
Boston,Theatre District,,MA,US,2020-10-02,more than 100,100,,100,,,theater employees,for extension of unemployment benefits during coronavirus pandemic,0,march,,,,,1,1,,,,https://www.bostonglobe.com/2020/10/02/arts/i-dont-want-be-abandoned-live-events-workers-march-extended-unemployment-assistance/,,,,,,,,,,,,,,,,,,
Bourne,Bourne Bridge,,MA,US,2020-10-02,a dozen or so,12,,12,,,United Cape Patriots,"for President Trump, Blue Lives Matter",2,demonstration,,,,,1,1,,,,https://www.capecodtimes.com/news/20201002/bourne-demonstrators-rally-behind-ailing-president-first-lady,,,,,,,,,,,,,,,,,,
Bozeman,Gallatin City-County Health Department,,MT,US,2020-10-02,about 20,20,,20,,,general protesters,"against coronavirus mask mandate, for patriotism, defy martial law, truth freedom health",2,protest,,,,,1,1,,,,https://nbcmontana.com/news/local/health-department-not-phased-after-anti-mask-protest-bozeman,,,,,,,,,,,,,,,,,,
Burlington,"UVM Health Network Executive HQ, 462 Shelburne Rd",,VT,US,2020-10-02,count pic,11,,11,,,Vermont Workers' Center; Nonviolent Medicaid Army,"for expansion of Medicaid to all Vermont residents, for termination of state contract with OneCare Vermont",1,protest,0,0,0,0,1,1,,,,https://www.workerscenter.org/news/oct-2-3-medicaid-march-in-barre-bellows-falls-burlington-and-st-johnsbury,https://www.wcax.com/2020/10/02/vermont-workers-center-plans-medicaid-pickets-this-weekend/,"Health care protesters take aim at all-payer system at events Friday, this weekend (wcax.com)",,,,,,,,,,,,,,,,
Charlotte,First Ward Park,,NC,US,2020-10-02,,,,,,,general protesters,"against racism, against police violence, for justice for Harold Easter",1,protest; march,,,,,1,1,,,,https://www.wbtv.com/2020/10/02/you-murdered-my-son-harold-easters-family-joins-rally-after-cmpd-releases-video-moments-leading-in-custody-death/,https://twitter.com/PaigePauroso/status/1312190926899437568,,,,,,,,,,,,,,,,,
Cleveland,Cuyahoga County Justice Center,,OH,US,2020-10-02,count pic,8,,10,,,Ensuring Parole for Incarcerated Citizens,against wrongful convictions,0,rally,,,,,1,1,,,,https://www.cleveland.com/court-justice/2020/10/cleveland-area-exonerees-rally-outside-justice-center-on-wrongful-conviction-day.html,,,,,,,,,,,,,,,,,,
Columbia,Missouri University Campus; Francis Quadrangle to Jesse Hall,,MO,US,2020-10-02,roughly 40,40,,40,,,Mizzou 600,"for removal of Thomas Jefferson statue for Missouri University campus, against racism",1,protest,0,0,0,0,1,1,,,,Thomas Jefferson statue protesters announce list of demands at MU | Higher Education | columbiamissourian.com,https://www.columbiamissourian.com/news/higher_education/mu-students-receive-warning-letters-over-campus-protest/article_4164e618-1adb-11eb-80d6-dfaf7cfd90c5.html,https://www.columbiamissourian.com/news/higher_education/thomas-jefferson-statue-protesters-announce-list-of-demands-at-mu/article_16ae3df4-04f4-11eb-9f9e-2f17bb9bc150.html,,,,,,,,,,,,,,,,
Dallas,Dallas City Hall,,TX,US,2020-10-02,FB: 242,242,,242,,,Keep Dallas Safe,"against defunding police, against civil unrest",2,rally,,,,,1,1,,Keep Dallas Safe,,https://www.facebook.com/events/1760396047468783/,,,,,,,,,,,,,,,,,,
Davenport,,,IA,US,2020-10-02,,,,,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,,,https://www.kwqc.com/2020/10/03/trump-rally-held-in-davenport/,,,,,,,,,,,,,,,,,,
Decatur,Macon County Courthouse,,IL,US,2020-10-02,more than 30,30,,30,,,general protesters,"for nonviolence, for unity",0,march,0,0,0,0,1,1,,,,https://www.wcia.com/news/local-news/former-congressmen-leads-silent-march-for-nonviolence/,https://herald-review.com/news/local/watch-now-former-rep-poshard-holds-march-for-unity-in-macon-county/article_c1afa248-38c4-57ba-ab06-c82011c36828.html,Watch now: Former Rep. Poshard holds march for unity in Macon County | Local | herald-review.com (herald-review.com),,,,,,,,,,,,,,,,
Deming,Luna County Courthouse Park,,NM,US,2020-10-02,close to 300,300,,300,,,general protesters,for Second Amendment rights,2,rally,0,0,0,0,1,1,,,,"Come and Take It 2nd Amendment Rally in Deming, NM (demingheadlight.com)",,,,,,,,,,,,,,,,,,
Detroit,,,MI,US,2020-10-02,,,,,,,bus drivers,for better workplace protections for bus drivers against COVID-19,0,work stoppage,,,,,1,1,,,,https://www.freep.com/story/news/local/michigan/detroit/2020/10/02/ddot-detroit-bus-shutdown-drivers-service-work-stoppage/5892655002/,,,,,,,,,,,,,,,,,,
Duluth,outside mayor's house,,MN,US,2020-10-02,20 or more,20,,20,,,general protesters,for President Trump,2,caravan,,,,,1,1,,,,http://www.citypages.com/news/trump-truck-parade-circled-duluth-mayors-house/572643961,,,,,,,,,,,,,,,,,,
Durango,downtown,,CO,US,2020-10-02,,,,,,,students,for climate action,1,rally,0,0,0,0,1,1,,some students made vulgar gesetures and abusive comments to employees at a downtown yogurt shop that had signs for Republican candidates in its windows,,https://www.the-journal.com/articles/after-rally-behavior-of-9-r-students-teacher-under-investigation/,,,,,,,,,,,,,,,,,,
Elgin,355 E. Chicago St.,,IL,US,2020-10-02,,,,,,,local parents,for reopening schools during coronavirus pandemic,0,protest,,,,,1,1,,,,Parents to hold rally in opposition to U-46 plan that keeps older students remote learning until January - Chicago Tribune,,,,,,,,,,,,,,,,,,
Elgin,Southside Market & BBQ,,TX,US,2020-10-02,a total of 72,72,,72,,,Republicans,for President Trump,2,rally,,,,,1,1,,,,https://www.elgincourier.com/article/news/trump-supporters-rally-southside,,,,,,,,,,,,,,,,,,
Elon,Elon University,,NC,US,2020-10-02,hundreds,200,,200,,,"Elon University students, faculty and staff","against racism, for terminating mutual aid agreement between university and local police, for closure of campus street to public",1,march,0,0,0,0,1,1,,,,https://www.elonnewsnetwork.com/article/2020/10/elon-students-march-against-hate,https://www.thetimesnews.com/story/news/2020/10/03/student-activists-hold-march-reclaim-elons-streets/3607675001/,,,,,,,,,,,,,,,,,
Fair Oaks,outside Governor Newsome's home,,CA,US,2020-10-02,,,,,,,general protesters,"against racism, against police violence, for justice for Sean Monterrosa",1,demonstration,17,0,0,0,1,1,,,,https://www.kqed.org/news/11840943/monterrosa-sisters-arrested-protesting-outside-newsoms-home,https://twitter.com/terisasiagatonu/status/1312166317055602689,https://sacramento.cbslocal.com/2020/10/03/group-protests-at-newsoms-fair-oaks-home-over-police-killing-of-sean-monterrosa-in-vallejo-17-arrested/,,,,,,,,,,,,,,,,
Hauppauge,,,NY,US,2020-10-02,,,,,,,catering hall owners; employees,for relaxing restrictions on gathering sizes during coronavirus pandemic,0,protest,,,,,1,1,,,,https://www.newsday.com/long-island/suffolk/catering-hall-capacity-pandemic-1.49964014,Caterers organize protest Friday in Hauppauge over state limits on gatherings | Newsday,,,,,,,,,,,,,,,,,
Hudson,West Church St and Main St,,MI,US,2020-10-02,approximately 20,20,,20,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,,,https://www.lenconnect.com/news/20201006/trump-supporters-rally-in-hudson-on-day-president-is-hospitalized,https://www.lenconnect.com/story/news/politics/elections/2020/10/06/trump-supporters-rally-in-hudson-on-day-president-is-hospitalized/42812883/,,,,,,,,,,,,,,,,,
Huntsville,Huntsville City Hall,,AL,US,2020-10-02,FB: 16,16,,16,,,Underground Protest,"against racism, against police violence, for justice for Dana Fletcher",1,demonstration,,,,,1,1,,,,https://www.facebook.com/events/359038361798368/,,,,,,,,,,,,,,,,,,
Kansas City,Kansas City Police Department; City Hall Plaza,,MO,US,2020-10-02,about 100,100,,100,,,Black Rainbow,against racism; for defunding police; for firing Kansas City police Chief Rick Smith,1,protest; march; occupation,0,0,0,0,1,1,,Protestors to stay outside city hall indefinitely,,https://fox4kc.com/news/protesters-occupy-city-hall-plaza-saying-they-wont-leave-until-kansas-city-police-chief-resigns/,https://hayspost.com/posts/90d4d90f-d684-4e8b-a0f9-88b4e231fe86,https://www.kshb.com/news/local-news/protesters-begin-indefinite-occupation-of-kc-city-hall,Demonstrators Camp in Protest of Pregnant Woman's Arrest | Missouri News | US News,Ongoing protest outside KC city hall calls for police reform | The Kansas City Star,https://www.instagram.com/p/CF4RruEJcau/,,,,,,,,,,,,,
Kapa'a,,,HI,US,2020-10-02,,,,,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,20201002-kapaa-trump,two counter-protesters dressed as a Klansman and Trump in Boogaloo Boi garb and infiltrated pro-Trump rally; rally-goers scuffled with those infiltrators,,https://www.thegardenisland.com/2020/10/05/hawaii-news/pro-trump-rally-infiltrated/,,,,,,,,,,,,,,,,,,
Kapa'a,,,HI,US,2020-10-02,,2,,2,,,general protesters,"against President Trump, against racism",1,counter-protest,0,0,0,0,0,1,20201002-kapaa-trump,two counter-protesters dressed as a Klansman and Trump in Boogaloo Boi garb and infiltrated pro-Trump rally; rally-goers scuffled with those infiltrators,,https://www.thegardenisland.com/2020/10/05/hawaii-news/pro-trump-rally-infiltrated/,,,,,,,,,,,,,,,,,,
Killeen,Fort Hood,,TX,US,2020-10-02,approximately two dozen,24,,24,,,The Watchmen; Not My Son,"for justice for Vanessa Guillen, against sexual assault in the military",0,protest,0,0,0,0,1,1,,,,https://kdhnews.com/news/breaking/protest-planned-near-fort-hood-gate-today-east-gate-to-be-closed-most-of-day/article_35fb6c5e-04bd-11eb-8c05-2fa58a7d4133.html,https://kdhnews.com/news/breaking/protest-outside-fort-hood-as-east-gate-closes/article_35fb6c5e-04bd-11eb-8c05-2fa58a7d4133.html,,,,,,,,,,,,,,,,,
Lafayette,El Curtola Blvd & Highway 24,,CA,US,2020-10-02,,,,,,,Contra Costa County Patriots,for President Trump,2,demonstration,,,,,1,1,,,,https://www.sfgate.com/news/bayarea/article/Council-To-Ask-State-To-Remove-Highway-Overpass-16006373.php,,,,,,,,,,,,,,,,,,
Laguna Beach,Main Beach,,CA,US,2020-10-02,several dozen; about 40,36,,40,,,parents,for reopening secondary schools in Laguna Beach Unified School District during coronavirus pandemic,0,demonstration,0,0,0,0,1,1,,,,https://www.latimes.com/socal/daily-pilot/news/story/2020-10-02/laguna-beach-parents-protest-for-reopening-of-secondary-schools,Laguna Beach parents protest continued closure of secondary school campuses - Laguna Beach Local News (lagunabeachindy.com),,,,,,,,,,,,,,,,,
