CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,,
St. Paul,State Capitol,Ramsey,MN,US,2019-05-03,more than 100,100,,100,,,general protestors,climate change,1,protest,0,0,0,0,1,1,https://www.mprnews.org/story/2019/05/03/minnesota-teens-urge-climate-action-at-legislature,,,,,,
Tampa,,Hillsborough,FL,US,2019-05-03,over 30,30,,30,,,West Central Florida Future Labor Leaders,end attacks on public school employees,0,rally,0,0,0,0,1,1,http://www.fightbacknews.org/2019/5/6/young-workers-community-members-rally-workers-rights-florida,,,,,,
Albuquerque,,Bernalillo,NM,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,1,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,,,,,,
Atlanta,,Fulton,GA,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,1,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,,,,,,
Boulder,,Boulder,CO,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,1,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,,,,,,
Buffalo,,Erie,NY,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,1,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,,,,,,
Cambridge,,Middlesex,MA,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,1,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,,,,,,
Chapel Hill,"McCorkle Place, UNC",Orange,NC,US,2019-05-04,about a dozen,12,,12,,,Heirs to the Confederacy,pro white supremacy,2,protest,0,0,0,0,1,1,https://www.newsobserver.com/news/local/article230030114.html,,,,,,
Chapel Hill,"McCorkle Place, UNC",Orange,NC,US,2019-05-04,at least twice as many,24,,24,,,generl protestors,anti white supremacy,1,counter protest,0,0,0,0,0,1,https://www.newsobserver.com/news/local/article230030114.html,,,,,,
Chicago,,Cook,IL,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,1,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,,,,,,
Denver,,Denver,CO,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,1,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,,,,,,
Des Moines,Drake University,Polk,IA,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,1,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,,,,,,
Dillingham,Bristol Bay Campus,Dillingham,AK,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,1,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,,,,,,
Dothan,Mainstreet,Houston,AL,US,2019-05-04,,,,,,,general protestors ,oppose gun violence,1,march,0,0,0,0,1,1,https://www.wtvy.com/content/news/Family-and-friends-of-Daniel-Dawsey-marched-on-Main-Street-to-protest-gun-violence-509491221.html,,,,,,
Flagstaff,NAU,Coconino,AZ,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,0,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,,,,,,
Green Bay,,Brown,WI,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,0,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,https://www.wearegreenbay.com/news/local-news/3rd-annual-march-for-science-held-in-green-bay/1978724559,,,,,
Kamuela,North Hawaii Community Hospital,Hawaii,HI,US,2019-05-04,,,,,,,nurses,against understaffing,1,protest,0,0,0,0,1,1,https://www.hawaiitribune-herald.com/2019/05/04/hawaii-news/nurses-to-protest-today-at-nhch/,,,,,,
Knoxville,,Knox,TN,US,2019-05-04,,,,,,,general protestors,protest hazardous conditions,1,rally,0,0,0,0,1,1,https://www.knoxnews.com/story/news/crime/2019/05/03/workplace-safety-rally-kingston-coal-ash-workers/3632667002/,,,,,,
Lockport,Eastern Niagara Hospital,Niagra ,NY,US,2019-05-04,dozens,24,,24,,,local services,protest healthcare cuts,1,protest,0,0,0,0,1,1,https://www.wgrz.com/article/news/community-members-protest-proposed-changes-at-eastern-niagara-hospital/71-c98eabf4-c216-4948-b4ce-4e4f1322f00c,,,,,,
Lynchburg,Wards Rd,Campbell,VA,US,2019-05-04,NA,9,,9,,,animal rights activists,pro animal wellfare,2,protest,0,0,0,0,1,1,https://www.newsadvance.com/news/local/protesters-rally-against-seaquest-aquarium-planned-for-lynchburg/article_918aa1c1-eab9-5f98-86f0-f7b3460c070a.html,,,,,,
Manhattan,KSU,Riley,KS,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,1,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,,,,,,
Mason City,Fat Hill Brewing,Cerro Gordo,IA,US,2019-05-04,NA,2,,2,,,general protestors,pro animal wellfare,1,protest,0,0,0,0,1,1,https://www.desmoinesregister.com/story/news/elections/presidential/caucus/2019/05/04/iowa-caucus-election-2020-elizabeth-warren-dairy-protesters-mason-city/1102931001/,,,,,,
Minocqua,Veteran’s Park municipal parking lot,Oneida,WI,US,2019-05-04,,,,,,,march for science; northwoods progressives,pro-science,0,march,0,0,0,0,1,1,https://www.wxpr.org/post/minocqua-joins-march-science-saturday-afternoon#stream/0,,,,,,
Nashville,,Davidson,TN,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,1,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,https://twitter.com/sunrisefranktn/status/1124778862657843201,,,,,
New Haven ,,Fairfield,CT,US,2019-05-04,,,,,,,Ice the Beef,oppose gun violence,1,protest,0,0,0,0,1,1,https://www.wtnh.com/news/connecticut/new-haven/new-haven-youth-rally-against-gun-violence/,,,Every Saturday,,,
New York,Bryant Park; Manhattan,New York,NY,US,2019-05-04,FB: 158,158,,158,,,NYC for Abortion Rights,for abortion rights,1,march,0,0,0,0,1,1,https://www.facebook.com/events/789278901440942/,,,,,,
New York,Foley Square; Manhattan,New York,NY,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,0,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,https://www.refinery29.com/en-us/2019/05/231815/march-for-science-new-york-city-climate-change-2019,,,,,
New York ,Times Square; Manhattan,New York,NY,US,2019-05-04,thousands,2000,,2000,,,anti-abortioners,anti-abortion,2,counter protest,0,0,0,0,0,1,https://pix11.com/2019/05/04/large-pro-life-rally-in-times-square-met-with-pro-choice-demonstrators/,,,,,,
Palatine,,Cook,IL,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,1,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,,,,,,
Pasadena,,Los Angeles,CA,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,1,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,,,,,,
Paul Smiths,Paul Smiths College,Franklin,NY,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,1,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,,,,,,
Portland,U of O Stag Building,Multnomah,OR,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,1,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,,,,,,
Portland,City Hall,Cumberland,ME,US,2019-05-04,dozens,24,,24,,,SolaRISE Portland,pro renewable energy,1,rally,0,0,0,0,1,1,https://wgme.com/news/local/portland-students-rally-for,,,,,,
Raleigh ,Governers Mansion,Wake,NC,US,2019-05-04,nearly 100,100,,100,,,general protestors,immigration,2,rally,0,0,0,0,1,1,https://www.cbs17.com/news/local-news/wake-county-news/dozens-march-in-raleigh-against-2-nc-bills-they-say-would-hurt-immigrants/,,,,,,
Redding,Redding Promenade,Shasta,CA,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,1,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,,,,,,
Ridgecrest,,Kern,CA,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,1,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,,,,,,
Riverside,,Riverside,CA,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,1,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,,,,,,
Rochester,,Monroe,NY,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,1,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,,,,,,
Sacramento,River Walk Park,Sacramento,CA,US,2019-05-04,NA,200,,200,,,general protestors,for science,1,protest,0,0,0,0,1,1,https://www.sacbee.com/news/local/article230008159.html,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,https://www.marchforsciencesacramento.com/,https://www.newsreview.com/sacramento/marching-for-science/content?oid=28079249,,,
Sacramento,River Walk Park,Sacramento,CA,US,2019-05-04,,,,,,,general protestors,against vaccination,2,counter protest,0,0,0,0,0,1,https://www.sacbee.com/news/local/article230008159.html,,,,,,
San Diego,,San Diego,CA,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,1,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,,,,,,
San Luis Obispo,Emerson Park,San Luis Obispo,CA,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,1,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,,,,,,
Schulyerville,,Saratoga,NY,US,2019-05-04,,,,,,,general protestors,against Congressional Reprentative,1,protest,0,0,0,0,1,1,https://poststar.com/news/local/groups-to-protest-gop-fundraiser/article_69ae1d76-c624-5fca-b77d-79369a5f2aa0.html,,,,,,
Spokane,,Spokane,WA,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,1,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,,,,,,
St. Paul,capitol,Ramsey,MN,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,1,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,,,,,,
Stockton,,San Jaoquin,CA,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,1,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,,,,,,
Warrensburg,,Johnson,MO,US,2019-05-04,,,,,,,march for science,pro-science,0,march,0,0,0,0,1,1,https://actionnetwork.org/event_campaigns/march-for-science-2019-may-4-day-of-action?,,,,,,
Albuquerque,,Bernalillo,NM,US,2019-05-05,,,,,,,general protestors ,immigration,1,protest,0,0,0,0,1,1,https://www.krqe.com/news/demonstrators-rally-for-immigrant-rights-on-cinco-de-mayo/,,,,,,
Boston,City Hall,Suffolk,MA,US,2019-05-05,,,,,,,Boston Cyclists Union,greater safety for bikes,2,protest,0,0,0,0,1,1,https://www.bostonglobe.com/metro/2019/05/05/cyclists-rally-for-bike-safety-measures/aTw4jJJTCwGUDMyQ5K2xnJ/story.html,,,,,,
Eugene-Springfield,Harlow Road Overpass,Lane,OR,US,2019-05-05,about 40,40,,40,,,pro-Trump protesters,pro-Trump,2,protest,1,0,0,0,1,1,https://www.eugeneweekly.com/2019/05/05/protesters-trump-flag-waving-rally-and-speakers/,,,,,,
Eugene-Springfield,Harlow Road Overpass,Lane,OR,US,2019-05-05,about 150,150,,150,,,anti-Trump protestors,anti-Trump; anti white supremacy,1,counter protest,0,0,0,0,0,1,https://www.eugeneweekly.com/2019/05/05/protesters-trump-flag-waving-rally-and-speakers/,,,,,,
Everett,North Everett,Snohomish,WA,US,2019-05-05,Couple dozen,20,,30,,,general protestors ,pro immigration,2,protest,0,0,0,0,1,1,https://www.heraldnet.com/news/everetts-monthly-rally-for-immigrant-rights-marches-on/,,,,,,
Fort Lauderdale,Sistrunk Blvd,Broward,FL,US,2019-05-05,nearly 100,100,,100,,,general protestors ,pro civil rights,1,protest,0,0,0,0,1,1,https://www.sun-sentinel.com/local/broward/fl-ne-delucca-rolle-naacp-rally-20190505-story.html,,,,,,
Island Park,E. F. Barrett Power Plant,Nassau,NY,US,2019-05-05,around 30,30,,30,,,general protestors ,power plant tax reduction,1,protest,0,0,0,0,1,1,https://www.newsday.com/long-island/nassau/island-park-residents-protest-lipa-tax-1.30700878,,,,,,
Milwaukie,Kings of Kings Lutheran Church,Clackamas,OR,US,2019-05-05,dozens,24,,24,,,general protestors ,support homeless residents,1,protest,0,0,0,0,1,1,https://www.kgw.com/article/news/local/homeless/dozens-of-neighbors-protest-overnight-homeless-shelter-in-milwaukie-church-parking-lot/283-f6491f29-d7ca-4949-bd36-ffb7ea12b44e,,,,,,
Port Townsend,Haller Fountain,Jefferson,WA,US,2019-05-05,,,,,,,general protestors,pro animal welfarw,0,protest,0,0,0,0,1,1,https://www.peninsuladailynews.com/news/bee-funeral-in-port-townsend-to-protest-herbicide-spray/,,,,,,
Salt Lake City,Washington Square,Salt Lake,UT,US,2019-05-05,More than 60,60,,60,,,general protestors,pro workers rights,1,rally,0,0,0,0,1,1,http://www.fightbacknews.org/2019/5/5/salt-lake-city-celebrates-may-day-2019-rally-march,,,,,,
Silver Spring,Silver Spring Civic Center,Montgomery,MD,US,2019-05-05,more than 450,450,,450,,,residents,against development,1,rally,0,0,0,0,1,1,https://www.washingtonpost.com/local/trafficandcommuting/hundreds-attend-town-hall-to-protest-hogan-plan-to-add-toll-lanes-to-beltway-i-270/2019/05/05/8ca3a3e6-6f63-11e9-8be0-ca575670e91c_story.html,,,,,,
Springfield,Harlow Road Overpass,Lane,OR,US,2019-05-05,about 40,40,,40,,,Trump supporters,pro-Trump,2,rally,1,0,0,0,1,1,https://www.eugeneweekly.com/2019/05/05/protesters-trump-flag-waving-rally-and-speakers/,,,,,,
Albany,State Capital,Albany,NY,Us,2019-05-06,,,,,,,farm workers,pro workers rights,2,rally,0,0,0,0,1,1,https://apnews.com/d8dd72c8119c4c92819c267797dcba2a,,,,,,
Athens,University of Georgia,Clarke,GA,US,2019-05-06,about 50,50,,50,,,students,"civil rights, higher pay",1,protest,0,0,0,0,1,1,https://www.redandblack.com/uganews/activists-demand-response-to-request-for-meeting-with-morehead-at/article_5e6e11d4-7060-11e9-a517-57128731b86d.html,,,,,,
Catskill,courthouse steps,Greene,NY,US,2019-05-06,,,,,,,residents and jail critics,protest Greene County Jail,0,protest,0,0,0,0,1,1,https://www.hudsonvalley360.com/article/residents-protest-jail-project,,,,,,
Chicago,Union Park,Cook,IL,US,2019-05-06,dozens,24,,24,,,general protestors,police brutality,1,protest,0,0,0,0,1,1,https://www.chicagotribune.com/news/breaking/ct-met-fop-protest-chicago-20190506-story.html,,,,,,
Colorado Springs,downtown,El Paso,CO,US,2019-05-06,,,,,,,indigenous women and supporters,support indigenous women,1,rally,0,0,0,0,1,1,https://www.fox21news.com/news/local/colorado-springs-rally-supports-indigenous-women/,,,,,,
Concord,State House,Merrimack,NH,US,2019-05-06,dozens,24,,24,,,"patients, representatives, advocates",higher healthcare spending,1,spoke,0,0,0,0,1,1,https://www.concordmonitor.com/New-Hampshire-healthcare-workers-rally-better-spending-25358778,,,,,,
Denver,South High School,Denver,CO,US,2019-05-06,thousands,2000,,2000,,,general protestors,"human rights, isreal's independence day",1,march,0,0,0,0,1,1,https://kdvr.com/2019/05/06/groups-gather-in-denver-to-celebrate-protest-israels-independence-day/,,,,,,
Fairbanks,,Fairbanks North Star,AK,US,2019-05-06,NA,150,,150,,,general protestors,support indigenous women,1,rally,0,0,0,0,1,1,http://www.newsminer.com/news/local_news/high-rates-of-violence-toward-native-women-and-girls-draws/article_08a7c594-6fc3-11e9-8d00-1f7f53fe57d7.html,,,,,,
Forks,downtown,Clallam,WA,US,2019-05-06,about 200,200,,200,,,general protestors,awareness of missing and murdered indigenous women,1,march,0,0,0,0,1,1,https://www.peninsuladailynews.com/news/forks-march-raises-awareness-of-missing-murdered-indigenous-women/,,,,,,
Harrisburg,State House,Dauphin,PA,US,2019-05-06,,,,,,,general protestors,oppose lawmakers taking bribes,0,protest,17,0,0,0,1,1,https://www.usnews.com/news/best-states/pennsylvania/articles/2019-05-06/gift-ban-demonstrators-head-to-pennsylvanias-capitol,,,,,,
Hilo,Front of North Hawaii Community Hospital,Hawaii,HI,US,2019-05-06,,,,,,,nurses,for contract support,0,informational picket,0,0,0,0,1,1,https://www.westhawaiitoday.com/2019/05/06/north-hawaii-news/nurses-rally-for-new-contract-support/,,,,,,
Los Angeles,video game developers LA headquarters,Los Angeles,CA,US,2019-05-06,more than 200,200,,200,,,Riot Games employees,anti-sexism in the work place,1,walkout ,0,0,0,0,1,1,https://www.latimes.com/business/technology/la-fi-tn-riot-games-walkout-protest-forced-arbitration-20190506-story.html,,,,,,
Oklahoma City ,Brockway Community Center,Oklahoma,OK,US,2019-05-06,,20,,50,,,general protestors,historic preservation,2,protest,0,0,0,0,1,1,https://okcfox.com/news/local/preservation-advocates-rally-to-save-historic-northeast-okc-community-center,,,,,,
Philadelphia,Columbus Square,Philadelphia,PA,US,2019-05-06,about 40,40,,40,,,general protestors,oppose naming after Columbus,1,protest,0,0,0,0,1,1,https://www.inquirer.com/news/christopher-columbus-genocide-park-protest-missing-murdered-indigenous-women-20190506.html,,,,,,
Philadelphia,Capitol Rotunda,Philadelphia,PA,US,2019-05-06,dozens,24,,24,,,gun rights advocates,2nd ammendment rally,2,rally,0,0,0,0,0,1,https://www.mcall.com/news/pennsylvania/mc-nws-pa-gun-rights-second-amendment-20190506-rvtumqyn55e4hmjmfahnpr7grq-story.html,,,,,,
Rockeville ,,Montgomery,MD,US,2019-05-06,,,,,,,general protestors,anti pipeline,0,protest,1,0,0,1,1,1,https://www.register-herald.com/news/crime/maryland-man-arrested-after-pipeline-protest/article_bffdd94d-3932-5780-a80d-46273875d477.html,,,,,,
Russellville,Holocaust Rememberance Event,Pope,AR,US,2019-05-06,,,,,,,white supremacist group,pro white supremacy,2,protest,0,0,0,0,1,1,https://5newsonline.com/2019/05/06/holocaust-remembrance-day-event-in-russellville-interrupted-by-white-supremacists-rally/,,,,,,
San Francisco,City Hall,San Francisco,CA,US,2019-05-06,over 100,100,,100,,,Falun Gong members,denounce Rose Pak,1,"protest, spiritual movement",0,0,0,0,1,1,https://www.sfexaminer.com/the-city/falun-gong-members-protest-naming-central-subway-station-after-rose-pak/,,,,,,
Springfield,,Hampden,MA,US,2019-05-06,More than 50,50,,50,,,general protestors,move methadone clinic,0,protest,0,0,0,0,1,1,https://www.masslive.com/news/2019/05/springfield-south-end-residents-protest-planned-methadone-clinic.html,,,,,,
Tucson,,Pima,AZ,US,2019-05-06,about 120,120,,120,,,students,release classmate taken by ICE,1,protested,0,0,0,0,1,1,https://www.abc15.com/news/region-central-southern-az/tucson/tucson-high-school-students-protest-classmates-detention-by-ice,,,,,,
Albany,New York's Capitol,Albany,NY,US,2019-05-07,more than 100,100,,100,,,sex workers,fight to eliminate penalties for loitering,0,"rally, protest",0,0,0,0,1,1,https://apnews.com/2eb3876a208d48929db1c2dae769129f,,,,,,
Athens,University of Georgia,Clarke,GA,US,2019-05-07,,,,,,,Coalitiion of Recognition and Redress,civil rights,1,protest,0,0,0,0,1,1,https://www.redandblack.com/uganews/activists-demand-response-to-request-for-meeting-with-morehead-at/article_5e6e11d4-7060-11e9-a517-57128731b86d.html,,,,,,
Atlanta,State Capitol,Fulton,GA,US,2019-05-07,"
",,,,,,abortion activists,pro-choice,1,protest,0,0,0,0,1,1,https://www.dailysentinel.com/youtube_070b0688-6103-535d-89b2-166e6f20e33a.html,,,,,,
Blackstone,,Providence,RI,US,2019-05-07,,,,,,,general protestors,police,2,protest,0,0,0,0,1,1,https://www.woonsocketcall.com/news/some-residents-rally-behind-suspended-blackstone-chief/article_79a3ae0a-6d4a-11e9-86cc-0f889599fadd.html,,,,,,
