CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4,Source5,Source6
Spring Hope,on the Tar River,NC,US,2017-08-05,over 60,60,,60,,,Sierra Club; Sound Rivers; 350 Triangle,Protesting proposed Atlantic Coast Pipeline,0,protest,0,0,0,0,1,1,http://abc11.com/society/pipeline-protesters-paddle-for-clean-water-/2278478/,,,in kayaks,,,
Terre Haute,Outside Vigo County Jail,IN,US,2017-08-05,,,,,,,general protestors,Protesting plans for new jail,0,protest,0,0,0,0,1,1,http://www.mywabashvalley.com/news/local-citizens-protest-building-of-new-mega-jail/784017749,,,,,,
University Heights,,IA,US,2017-08-05,,,,,,,Fourth Room Theatre,Community Rocks rally to meet Iowa City Community School Board candidates ,0,rally,0,0,0,0,1,1,http://www.press-citizen.com/story/news/2017/08/05/equity-special-education-and-bond-issue-highlighted-community-rocks-rally/542984001/,,,,,,
Colorado Springs,Bonforte Park,CO,US,2017-08-06,nearly 300,300,,300,,,"NAACP of Colorado, Montana, and Wyoming State-Area Conference",Loves Lives Here Rally to oppose anti-semitism ,0,rally,0,0,0,0,1,1,https://www.ijn.com/ugly-anti-semitism-colorado-springs/,https://www.csindy.com/TheWire/archives/2017/08/07/recent-hate-crimes-lead-to-love-lives-here-rally,http://fox21news.com/2017/08/06/love-lives-here-rally-in-response-to-racist-and-anti-semitic-vandalism/,,,,
Grand Forks,,ND,US,2017-08-06,NA,4,,4,,,the Bloodstained Men and Their Friends,against male circumcision,0,protest,0,0,0,0,1,1,http://www.grandforksherald.com/news/4308362-group-protests-male-circumcision-grand-forks,,,,,,
Kansas City,St. Mark Union Church,MO,US,2017-08-06,NA,20,,30,,,Southern Christian Leadership Conference,Rally to raise the minimum wage,0,rally,0,0,0,0,1,1,http://www.kansascity.com/news/local/article165770637.html,,,count from picture,,,
Kenosha,Washington Park,CO,US,2017-08-06,dozens,24,,24,,,Kenosha County Democratic Party,Kenosha County Democratic Picnic,1,rally,0,0,0,0,1,1,http://www.kenoshanews.com/news/local/party-picnic-rallies-county-democrats/article_778ddae2-a7e3-5bb9-81bc-3dfbf0b2a2fe.html,,,,,,
Lincoln,State Capitol,NE,US,2017-08-06,over 500,500,,500,,,Bold Nebraska; Sierra Club,Oppose Keystone XL pipeline,1,march,0,0,0,0,1,1,http://www.yorknewstimes.com/news/pipeline-fighters-will-march-at-state-capitol/article_4f13e1a2-7731-11e7-9264-5f5e029eacc8.html,http://www.ketv.com/article/keystone-xl-hearing-march-scheduled-in-lincoln/10397483,http://www.mydaytondailynews.com/news/hamilton-grandpa-drugs-today-spurs-rally-planned-for-this-weekend/LeO1q3zYjUlIz1aXUP9RtI/,,,,
Lincoln,,NE,US,2017-08-06,,,,,,,Laborers' Local #1140,Support Keystone XL pipeline,2,rally,0,0,0,0,1,1,http://www.3newsnow.com/news/local-news/keystone-xl-pipeline-supporters-opponents-rally?autoplay=true,,,,,,
North Aurora,Messenger Public Library,IL,US,2017-08-06,,,,,,,Messenger Public Library board and staff,Support funding for public libraries,1,rally,0,0,0,0,1,1,http://www.kcchronicle.com/2017/07/26/messenger-library-party-rally-to-be-part-of-north-aurora-days/aw718si/,,,,,,
Orlando,outside a Wendy’s at Colonial Drive at Garden Plaza,FL,US,2017-08-06,about 60,60,,60,,,Youth and Young Adult Network of the National Farm Worker Ministry; Coalition of Immokalee Workers,Criticize working conditions in tomato fields; call on Wendy's to join the Fair Food Program,0,protest,0,0,0,0,1,1,http://www.orlandosentinel.com/news/orange/os-colonial-drive-wendys-protest-20170806-story.html,,,,,,
Portland,Salmon Street Springs in Tom McCall Waterfront Park,OR,US,2017-08-06,about 100; about 150,100,,150,,,Patriot Prayer; Three Percenters; Proud Boys,"for President Trump, for patriotism, for freedom, for white supremacy",2,rally; march,at least 1,unspecified,0,0,1,1,http://www.oregonlive.com/portland/index.ssf/2017/08/altercations_shouting_at_dueli.html,http://www.columbian.com/news/2017/aug/06/vancouver-man-cited-in-portland-rally-violence/,http://portlandtribune.com/pt/9-news/368410-250862-three-arrested-during-sundays-clashing-rallies-,mass brawls with weapons and pepper spray,https://newlinesmag.com/argument/how-portland-stopped-the-proud-boys/,https://www.splcenter.org/hatewatch/2017/08/07/patriot-rally-trolls-portlands-left-violence-only-smatterings-occur,
Portland,Salmon Street Springs in Tom McCall Waterfront Park,OR,US,2017-08-06,about 100; similar numbers,100,,150,,,Portland Stands United Against Hate,"against fascism, against white supremacy, against President Trump",1,counter-protest,at least 1,unspecified,0,0,1,1,http://www.oregonlive.com/portland/index.ssf/2017/08/altercations_shouting_at_dueli.html,http://www.columbian.com/news/2017/aug/06/vancouver-man-cited-in-portland-rally-violence/,http://portlandtribune.com/pt/9-news/368410-250862-three-arrested-during-sundays-clashing-rallies-,mass brawls with weapons and pepper spray,https://newlinesmag.com/argument/how-portland-stopped-the-proud-boys/,https://www.splcenter.org/hatewatch/2017/08/07/patriot-rally-trolls-portlands-left-violence-only-smatterings-occur,
Pueblo,local pizza parlor located in the shadow of the Colorado Fuel & Iron,CO,US,2017-08-06,20 or so,20,,20,,,U.S. Rep. Jared Polis,Gubernatorial campaign rally,1,rally,0,0,0,0,1,1,http://gazette.com/democratic-gubernatorial-candidate-jared-polis-rallies-in-pueblo/article/1608657,,,,,,
San Francisco,,CA,US,2017-08-06,,,,,,,IfNotNow Bay Area,demand electric power for Gaza,0,protest,0,0,0,0,1,1,https://twitter.com/IfNotNowOrg/status/894403439727439873,,,,,,
Washington,Watergate Hotel,DC,US,2017-08-06,,,,,,,general protestors,animal rights activism,0,protest,0,0,0,0,1,1,https://dc.eater.com/2017/8/7/16106452/cochon-555-watergate-recap,,,,,,
Cleveland,Anthony J. Celebrezze Federal Building on East Ninth Street,OH,US,2017-08-07,NA,2,,2,,,general protestors,blame Marine death on water contamination,0,protest,0,0,0,0,1,1,http://www.cleveland.com/metro/index.ssf/2017/08/marine_widow_protests_in_cleve.html,,,,,,
Fargo,45th Street and 13th Avenue South,ND,US,2017-08-07,NA,3,,3,,,The Bloodstained Men and Their Friends,against male circumcision,0,protest,0,0,0,0,1,1,http://www.westfargopioneer.com/news/4308679-bloodstained-group-slams-circumcision-during-fargo-protest,,,,,,
Harrisonburg,James Madison University,VA,US,2017-08-07,about 20,20,,20,,,general protestors,pro-pipeline,2,rally,0,0,0,0,1,1,http://wmra.org/post/pipeline-hearings-voices-protest-and-support#stream/0,,,,,,
Harrisonburg,James Madison University,VA,US,2017-08-07,about 150,150,,150,,,general protestors,anti-pipeline,1,protest,0,0,0,0,1,1,http://wmra.org/post/pipeline-hearings-voices-protest-and-support#stream/0,,,,,,
Holyoke,Carlos Vega Park; Valley Arena Park,MA,US,2017-08-07,about 250,250,,250,,,Ward 2 councilor Nelson R. Roman and South Holyoke Neighhorhood Association president Carmen Ocasio,peace vigil and march following double shooting homicide in South Holyoke,0,vigil; march,0,0,0,0,1,1,http://www.masslive.com/news/index.ssf/2017/08/fatal_shootings_in_holyoke_fil.html,,,,,,
Mount Airy,outside Wagner's Meats,MD,US,2017-08-07,about 50,50,,50,,,Maryland Farmed Animal Save,protest the slaughter of farm animals,0,protest; vigil,0,0,0,0,1,1,https://www.fredericknewspost.com/news/economy_and_business/agriculture/activists-protest-meat-processor-in-mount-airy/article_5360dd23-5b0c-5fbc-8d4f-f13e6a1ee57b.html,,,,,,
Muskegon,Fricano Place,MI,US,2017-08-07,,,,,,,Michigan Trump Republicans,pro-Trump,2,rally,0,0,0,0,1,1,http://www.wzzm13.com/news/local/weve-got-your-back-muskegon-rally-to-support-president-trump/462695712,,,,,,
New York,outside the Trump SoHo New York hotel,NY,US,2017-08-07,About a half dozen,6,,6,,,general protestors,"against Trump ties to Russia, Putin",1,protest,0,0,0,0,1,1,http://www.nydailynews.com/new-york/protesters-project-pictures-putin-trump-soho-hotel-article-1.3393395,,,,,,
Norwalk,St. Jerome Catholic Church,CT,US,2017-08-07,more than 200; over 300,200,,300,,,community members, anti-deportation,0,vigil,0,0,0,0,1,1,http://wshu.org/post/hundreds-attend-vigil-norwalk-mother-facing-deportation-south-korea#stream/0,http://norwalk.dailyvoice.com/news/vigil-offers-support-for-norwalk-mother-facing-deportation-to-korea/718487/,http://www.news12.com/story/36078740/another-norwalk-mother-facing-deportation,,,,
Philadelphia,4200 Whitaker Avenue,PA,US,2017-08-07,,,,,,,general protestors,protest police shooting,0,protest,0,0,0,0,1,1,http://www.nbcphiladelphia.com/news/local/David-Jones-Ryan-Pownall-Protest-Deadly-Police-Shooting-Philadelphia-March-439117523.html,,,,,,
Philadelphia,city hall,PA,US,2017-08-07,na,2,,2,,,Black Lives Matter Pennsylvania; Justice for David Jones Coalition,protest fatal police shooting of David Jones,1,protest,0,0,0,0,1,1,http://www.philly.com/philly/news/politics/city/blm-protesters-shut-down-zero-waste-press-conference-20170807.html,,,,,,
Rockford,Jefferson High School,IL,US,2017-08-07,NA,22,,22,,,football players,protest firing of head coach,0,boycott,0,0,0,0,1,1,http://www.rrstar.com/news/20170807/jefferson-players-boycott-first-practice-over-firing-of-coach,,,,,,
St. Louis,downtown,MO,US,2017-08-07,about 50,50,,50,,,organizer Elizabeth Vega,Condemn two recent fatal police shootings,1,march; rally,0,0,0,0,1,1,http://www.kmov.com/story/36081673/protests-in-downtown-st-louis-over-two-officer-involved-shootings-shut-down-city-hall,http://www.stltoday.com/news/multimedia/pictures/recent-police-shootings-draw-protesters-to-downtown-st-louis/collection_5874b911-0d76-5e3f-8bcb-75eab9b38b8f.html,http://www.stltoday.com/news/local/crime-and-courts/family-of-man-killed-by-st-louis-police-holds-rally/article_49268288-3ecc-517a-a61d-a339a6aa1b73.html,,,,
St. Louis,,MO,US,2017-08-07,NA,25,,50,,,Fight for $15,Save the Raise in response to state minimum wage rollback,1,protest,0,0,0,0,1,1,http://www.kmov.com/story/36081950/save-the-raise-rally-aims-to-protect-increased-minimum-wage-in-st-louis,,,Estimate from video,,,
Vancouver,West 11th Street near the Amtrak Station and the Port of Vancouver,WA,US,2017-08-07,around 20,20,,20,,,Shut Down Fossil Fuels,Oppose proposed oil terminal at the Port of Vancouver,1,demonstration; railway blockade,2,0,0,0,1,1,https://www.rt.com/usa/398914-vancouver-train-bakken-protesters-tracks-arrested/,http://www.columbian.com/news/2017/aug/07/two-arrested-oil-terminal-protest-west-vancouver/,http://www.dailyrecordnews.com/ap_news/washington/arrests-as-anti-oil-demonstrators-block-vancouver-railroad/article_f9ef6743-dd85-535c-a3f9-0cf96e2c7cd6.html,civil dis,,,
Ashland,Ashland Parks & Recreation Commission,OR,US,2017-08-08,NA,50,,50,,,general protestors,Oppose plan to radically reorganize and monetize the Ashland Senior Center ,0,protest,0,0,0,0,1,1,http://www.dailytidings.com/news/20170808/seniors-protest-center-plan/1,,,,,,
Aspen,Paepcke Park,CO,US,2017-08-08,nearly 100,100,,100,,,general protestors,anti-Trump,1,protest,0,0,0,0,1,1,http://aspenpublicradio.org/post/trump-protest-takes-place-throughout-downtown-aspen#stream/0,,,,,,
Austin,on the capitol steps,TX,US,2017-08-08,dozens,24,,24,,,general protestors,reject bathroom bill; pro-LGBTQ,0,protest,0,0,0,0,1,1,http://www.kiiitv.com/news/local/female-leaders-protest-bathroom-bill-in-austin/462926311,,,,,,
Bloomington,lawn of the Dar Al Farooq Islamic Center,MN,US,2017-08-08,at least 1000 ,1000,,1000,,,general protestors,denounce attack on mosque; anti-hate,0,rally,0,0,0,0,1,1,http://www.southernminn.com/article_28656239-7b05-5399-85a5-ae36cdf0b195.html,http://blogs.mprnews.org/newscut/2017/08/heres-why-erik-paulsen-wasnt-at-islamic-center-solidarity-rally/,,,,,
Boston,,MA,US,2017-08-08,,,,,,,Pioneer Valley Workers Center,Oppose Governor Baker's bill authorizing state and local cooperation with ICE,1,protest,0,0,0,0,1,1,http://wwlp.com/2017/08/08/immigration-rights-groups-protest-outside-governors-office-in-springfield/,,,,,,
Denver,Capitol building,CO,US,2017-08-08,a few dozen,24,,24,,,Democratic National Committee,Drive for Our Lives rally for healthcare,1,rally,0,0,0,0,1,1,http://www.denverpost.com/2017/08/08/colorado-democrats-continue-against-obamacare-repeal/,https://coloradopolitics.com/gov-john-hickenlooper-dnc-chair-tom-perez-plan-rally-support-quality-affordable-health-care/,,,,,
Detroit,outside of Rosa Parks Federal Homeland Security,MI,US,2017-08-08,NA,25,,50,,,general protestors,Oppose deportation of long-time Ann Arbor resident,1,rally,0,0,0,0,1,1,http://www.fox2detroit.com/news/local-news/272723362-story,http://www.mlive.com/news/ann-arbor/index.ssf/2017/08/sanchez_ronquillo_deportation.html,,Estimate from pictures,,,
Fall River,Bristol County Superior Court,MA,US,2017-08-08,,,,,,,seafood processing plant employees,protest unlawful treatment by Employment on Demand Agency Inc (EDA); labor violations,0,protest,0,0,0,0,1,1,http://www.seafoodnews.com/Story/1071588/New-Bedford-Seafood-Processing-Workers-Protest-EDA-Inc-That-Supplies-Workers-to-17-Plants,,,,,,
Glen Rock,outside the borough office of U.S. Rep. Josh Gottheimer,NJ,US,2017-08-08,NA,15,,15,,,NJ Working Families Alliance; Make the Road NJ; Action Together New Jersey; Food and Water Watch -- NJ ,Oppose congressman's vote for funding a U.S.-Mexico border wall,1,rally,0,0,0,0,1,1,http://www.njherald.com/20170809/activists-rally-against-gottheimer#,,,Count from picture,,,
Greensboro,outside office of US Rep. Mark Walker (R-Greensboro),NC,US,2017-08-08,around 8,8,,8,,,general protestors,pro-ACA,1,protest,0,0,0,0,1,1,http://www.journalnow.com/news/local/small-group-protests-at-rep-mark-walker-s-office-for/article_00c4a2df-1cd8-5610-b1f6-14083fcfeede.html,,,,,,
Hamilton,Parkamo Avenue,OH,US,2017-08-08,,,,,,,pastor Dennis Matheny; Hamilton Police Department,Show solidarity against drug activity in Butler County,0,rally,0,0,0,0,1,1,http://www.journal-news.com/news/hamilton-grandpa-drugs-today-spurs-rally-planned-for-this-weekend/LeO1q3zYjUlIz1aXUP9RtI/,http://www.journal-news.com/news/hamilton-grandpa-drugs-today-spurs-rally-planned-for-this-weekend/LeO1q3zYjUlIz1aXUP9RtI/,,,,,
Houston,outside a restaurant near The Galleria shopping mall,TX,US,2017-08-08,about 15,15,,15,,,general protestors,against deportation; against TX AG Paxton's policy,1,protest,0,0,0,0,1,1,https://www.houstonpublicmedia.org/articles/news/2017/08/08/229241/watch-immigration-activists-protest-as-texas-attorney-general-paxton-visits-houston/,,,,,,
Huntington Beach,outside the office of Rep. Dana Rohrabacher,CA,US,2017-08-08,about 30,30,,30,,,California Alliance for Retired Americans,celebrate anniversary of Medicare,1,rally,0,0,0,0,1,1,http://www.ocregister.com/2017/08/08/orange-county-retirees-rally-in-huntington-beach-to-celebrate-medicares-52nd-birthday/,,,,,,
Kansas City,city hall,MO,US,2017-08-08,several dozen,36,,36,,,general protestors,raise the minimum wage,0,rally,0,0,0,0,1,1,http://amp.kansascity.com/news/business/workplace/article166034042.html,,,,,,
Key Biscayne,Miami Seaquarium,FL,US,2017-08-08,about 30,30,,30,,,general protestors,"seek release of Lolita, an orca whale",0,protest,0,0,0,0,1,1,http://www.nbcmiami.com/news/local/Free-Lolita-Protest-Planned-Outside-Miami-Seaquarium-Tuesday-439169773.html,http://www.miamiherald.com/news/local/article166161492.html,,,,,
Lincoln,Outside the Cornhusker Marriott Hotel,NE,US,2017-08-08,about 50,50,,50,,,general protestors,against Keystone XL pipeline,1,rally,0,0,0,0,1,1,http://www.omaha.com/news/nebraska/company-farmers-have-conflicting-takes-on-how-keystone-xl-pipeline/article_a76e0e80-7c5a-11e7-93a1-37a5642b1eb4.html,,,,,,
Los Angeles,LAPD headquarters,CA,US,2017-08-08,NA,13,,13,,,"Stop LAPD Spying Coalition; Drone-Free LAPD/No Drones, LA! Campaign",Oppose LAPD drone program,0,protest,0,0,0,0,1,1,http://www.dailynews.com/general-news/20170808/as-lapd-drone-plan-prepares-for-takeoff-protesters-warn-of-threat-to-privacy,,,count from picture,,,
Lynnwood,outside Edmonds School District offices,WA,US,2017-08-08,,,,,,,Edmonds Education Association,Highlight ongoing struggles with contract negotiations,0,rally,0,0,0,0,1,1,http://www.heraldnet.com/news/edmonds-teachers-rally-to-spur-contract-negotiations/,,,,,,
Marysville,outside the Government Center,CA,US,2017-08-08,about 40,40,,40,,,Yuba County Employee Association,Demand increased pay,0,rally,0,0,0,0,1,1,http://www.appeal-democrat.com/news/yuba-county-employees-protest-over-pay/article_9bbaeb7c-7cbd-11e7-b699-7359ba03965f.html,,,,,,
Memphis,Health Sciences Park,TN,US,2017-08-08,NA,1,,1,,,Commission on Religion and Racism,Demand removal of a Nathan Bedford Forrest statue,0,demonstration,0,0,0,0,1,1,http://www.commercialappeal.com/story/news/2017/08/08/group-wants-forrest-statue-other-confederate-symbols-removed/548779001/,,,,,,
New Haven,steps of the First and Summerfield United Methodist church,CT,US,2017-08-08,NA,25,,50,,,general protestors,Support undocumented immigrant who chose sanctuary over deportation,1,rally,0,0,0,0,1,1,http://wtnh.com/2017/08/09/meriden-father-continues-to-seek-sanctuary-in-new-haven-church-after-rally/,,,estimate from video,,,
New York,in front of Gracie Mansion,NY,US,2017-08-08,roughly 70,70,,70,,,B&H photo workers; general protestors,protest Mayor's links to B&H owners and job moves,0,protest,0,0,0,0,1,1,https://hyperallergic.com/394889/bh-photo-workers-protest-outside-new-york-mayors-mansion/,,,,,,
Reno,outside US Sen. Dean Heller (R) office,NV,US,2017-08-08,,,,,,,general protestors,pro-ACA; pro-Planned Parenthood,1,protest,0,0,0,0,1,1,http://www.kansas.com/news/business/article166345512.html,,,,,,
Saint Paul,"Bishop Henry Whipple Building, 1 Federal Dr",MN,US,2017-08-08,,,,,,,Interfaith Coalition on Immigration,"in solidarity with migrant detainees, against inhumane detention practices, abolish ICE, keep families together",1,vigil,,,,,1,1,https://mnicom.org/programs/vigils/,https://mnicom.org/news/page/8/,,first of what became a monthly action for at least 5 years,,,
South Bend,outside Four Winds Field,IN,US,2017-08-08,NA,3,,3,,,Plumbers and Pipefitters Local 172,Oppose the city's decision to award an infrastructure contract to an out-of-town firm,0,protest,0,0,0,0,1,1,http://www.southbendtribune.com/news/business/building-trade-unions-protest-city-of-south-bend-contract/article_e534cc89-9b52-5659-943a-469bc05a68f8.html,,,Count from picture,,,
Springfield,,MA,US,2017-08-08,,,,,,,Pioneer Valley Workers Center,Oppose Governor Baker's bill authorizing state and local cooperation with ICE,1,protest,0,0,0,0,1,1,http://wwlp.com/2017/08/08/immigration-rights-groups-protest-outside-governors-office-in-springfield/,,,,,,
St. Cloud,corners of Division Street and Highway 15,MN,US,2017-08-08,nearly 20,20,,20,,,the Bloodstained Men and Their Friends,against male circumcision,0,protest,0,0,0,0,1,1,http://wjon.com/anti-male-circumcision-group-protests-on-streets-of-st-cloud/,,,,,,
Sumas,Sarbanand Farms,WA,US,2017-08-08,More than 100,100,,100,,,fired farmworkers and community supporters,Demand accountability for a co-worker’s death and back wages ,0,protest,0,0,0,0,1,1,http://www.king5.com/news/local/workers-march-after-colleagues-death-abusive-berry-farm-conditions/462851484,http://www.bellinghamherald.com/news/local/article166401757.html,,,,,
Vista,1800 Thibodo Rd,CA,US,2017-08-08,scores,40,,40,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,0,0,0,0,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,http://www.sandiegouniontribune.com/communities/north-county/sd-no-counter-protest-20170808-story.html,,,,,
Vista,1800 Thibodo Rd.,CA,US,2017-08-08,count pic,12,,12,,,California GOP,for President Trump,2,counter-protest,0,0,0,0,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,http://www.sandiegouniontribune.com/communities/north-county/sd-no-counter-protest-20170808-story.html,,,,,
